station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L],부유물질 농도[mg/L]
거진연안1_연안,2008-11-01,128.5055556,38.40833333,157.497,33.69,14.1,1.046,6.6,7.92639,8.1,227.16,4.866,12.485,71.483,10.0,86.22,0.946667,9.871,24.192,4.0,,
거진연안2_연안,2008-11-01,128.4597222,38.44027778,193.2,33.18,13.5,0.752,5.6,8.8416,8.11,370.925,5.022,14.149,99.525,9.0,115.316,1.50667,10.769,17.206,4.0,,
가막만1_환경관리,2009-08-01,127.73417,34.7225,518.0,,25.22,15.52,9.2,6.87,8.22,511.0,15.0,6.0,172.0,2.4,235.0,1.66,48.0,40.0,8.0,,
가막만2_환경관리,2009-11-01,127.68833,34.68917,475.0,31.64,16.56,2.59,14.0,8.51,8.1,131.0,1.0,8.0,37.0,2.8,56.0,1.17,18.0,41.0,4.0,,
강구연안2_연안,2009-02-01,129.3975,36.35,335.738,34.28,9.93,1.128,2.4,8.29898,8.18,404.127,4.819,16.514,134.236,10.0,145.857,0.938667,6.802,17.787,7.0,,
거제도동안3_연안,2009-05-01,128.7744444,34.76805556,219.615,34.17,14.2,3.64712,6.05,8.91265,8.11,180.326,0.617294,7.8988,41.8912,7.0,90.6644,1.13008,48.1559,12.5668,4.0,,
거제도동안4_연안,2009-05-01,128.7502778,34.87916667,212.094,33.74,15.56,7.02519,11.05,10.1627,8.22,76.9611,0.29608,13.0634,8.69917,3.0,35.951,1.69512,26.9557,14.1629,4.0,,
가막만1_환경관리,2010-08-01,127.73417,34.7225,86.0,31.6,24.85,10.01,6.0,7.48,8.04,330.0,0.0,0.0,3.0,1.5,4.0,1.14,1.0,26.0,8.0,,
가막만2_환경관리,2010-11-01,127.68833,34.68917,194.0,31.67,14.56,13.17,9.8,9.59,8.0,312.0,2.0,6.0,2.0,1.7,4.0,0.81,0.0,23.0,4.0,,
강구연안2_연안,2010-05-01,129.3975,36.35,278.332,33.9,13.4,3.82,14.2,10.891,8.27,23.0,1.0,1.0,6.0,4.5,13.0,1.09333,6.0,36.0,6.0,,
거제도동안3_연안,2010-11-01,128.7744444,34.76805556,231.818,33.262,16.7405,1.56198,0.8,7.62932,8.1,318.639,9.85137,10.331,92.9696,8.5,107.0,1.03522,4.179,29.1625,4.0,,
거제도동안4_연안,2010-11-01,128.7502778,34.87916667,272.89,32.9783,15.9422,2.75029,2.25,7.84446,8.06,450.213,13.8653,17.8619,84.5159,5.0,103.844,1.21597,5.4628,40.679,4.0,,
가막만1_환경관리,2011-08-12,127.73417,34.7225,305.095,28.1212,26.1894,11.629,8.4,5.54082,8.151,783.888,8.82,8.3545,100.317,2.8,156.114,2.35324,46.977,34.844,8.0,,
가막만2_환경관리,2011-11-10,127.68833,34.68917,170.732,31.9491,18.7838,3.799,7.0,6.81051,8.02,154.378,1.736,5.0685,3.29,5.0,7.756,0.943963,2.73,16.5688,4.0,,
강구연안2_연안,2011-02-23,129.3975,36.35,362.56,34.22,10.52,1.305,1.2,9.07314,8.19,169.596,3.948,13.051,51.268,13.0,92.596,0.296906,37.38,51.212,7.0,,
거제도동안2_연안,2011-05-17,128.6797222,34.79861111,160.282,34.207,14.62,1.3368,3.3,9.66071,8.34,33.147,0.709764,7.48366,2.2032,4.0,12.9665,0.826201,10.0535,26.0491,4.0,,
거제도동안3_연안,2011-05-17,128.7744444,34.76805556,219.938,34.232,14.5,2.4678,4.2,8.38303,8.33,101.552,2.67205,7.79548,8.18407,3.5,34.8182,0.986111,23.9621,28.9607,4.0,,
가막만1_환경관리,2012-08-10,127.73417,34.7225,354.9,31.82,26.69,3.94,15.0,5.7,8.0,454.5,9.8,19.5,24.8,1.5,91.6,1.38,57.0,34.7,8.0,,
가막만2_환경관리,2012-11-08,127.68833,34.68917,193.6,,14.66,3.99,5.1,8.36,8.24,169.2,1.2,2.5,3.3,2.5,9.8,1.3,5.3,21.3,4.0,,
강구연안2_연안,2012-08-11,129.3975,36.35,135.4,32.63,27.11,0.81,3.0,6.86,8.18,421.4,4.4,1.3,8.3,9.0,15.4,1.33,2.6,15.0,5.0,,
거제도동안H1_항만,2012-08-07,128.7155556,34.88527778,182.9,31.5,25.8,1.98,11.5,7.63,8.15,30.2,1.5,3.7,4.4,3.4,13.1,1.99,7.1,21.8,4.0,,
거진연안1_연안,2012-05-06,128.5055556,38.40833333,171.7,34.02,13.65,1.31,4.0,8.88,8.18,70.6,0.1,2.6,2.2,6.0,2.7,0.74,0.4,14.1,4.0,,
가막만1_환경관리,2013-08-12,127.73417,34.7225,174.8,32.72,24.85,2.44,5.3,5.79,7.97,729.4,1.0,6.5,3.1,2.0,9.1,0.85,5.0,23.2,8.0,,
가막만2_환경관리,2013-11-12,127.68833,34.68917,200.9,32.29,17.66,0.7,7.8,7.62,8.18,200.3,4.0,10.5,11.3,1.6,17.2,1.14,1.8,24.8,4.0,,
강구연안2_연안,2013-05-20,129.3975,36.35,121.8,33.88,15.0,2.0,13.7,9.6,8.13,25.7,0.3,2.3,2.1,5.0,8.4,0.82,6.0,5.7,6.0,,
거제도동안3_연안,2013-11-03,128.7744444,34.76805556,133.6,33.75,21.07,1.13,0.6,6.96,8.18,126.4,5.8,4.4,21.5,10.3,31.0,0.83,3.8,13.3,4.0,,
거제도동안4_연안,2013-11-03,128.7502778,34.87916667,228.3,32.59,19.67,4.72,1.9,7.84,8.15,227.0,13.9,13.1,44.3,5.4,72.4,1.03,14.2,23.9,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,342.1,31.45,4.18,1.33,4.5,11.16,8.04,363.1,1.6,23.1,109.6,1.1,114.3,0.86,3.1,33.3,4.0,,
가로림연안4_연안,2014-08-15,126.3336111,36.9225,408.6,31.24,22.3,1.19,12.8,7.07,8.11,394.2,10.5,18.6,99.4,1.3,156.3,1.23,46.4,33.0,8.0,,
가로림연안5_연안,2014-11-08,126.3225,36.97083333,334.8,32.18,16.25,1.85,19.0,7.77,8.2,180.0,28.3,14.2,39.1,1.1,71.3,0.96,3.9,31.2,4.0,,
감포연안3_연안,2014-11-10,129.4883333,35.7075,282.7,33.27,19.64,1.62,1.5,7.64,8.09,273.1,4.0,7.3,46.6,5.0,55.8,0.74,5.2,16.0,6.0,,
거제도남안4_연안,2014-11-07,128.6427778,34.67388889,298.9,32.33,18.71,1.34,22.6,7.95,8.14,498.6,11.4,17.1,113.8,4.7,125.4,0.89,0.2,25.0,4.0,,
거제도동안1_연안,2014-11-15,128.7333333,34.90944444,212.2,32.79,16.03,5.86,7.4,8.38,8.07,236.1,8.7,4.5,42.3,6.3,54.6,1.29,3.6,22.4,4.0,,
가로림연안1_연안,2015-02-15,126.3269444,36.94638889,379.06,32.0841,3.5593,1.092,16.2,10.5407,8.17,375.6,1.792,24.025,190.232,1.5,194.012,1.49709,1.988,41.7409,4.0,,
가로림연안4_연안,2015-08-08,126.3336111,36.9225,358.827,31.9055,22.0169,2.92,4.4,7.78082,8.04,168.588,14.854,10.478,41.58,2.8,66.318,0.811085,10.0613,22.6585,8.0,,
가로림연안5_연안,2015-11-12,126.3225,36.97083333,351.972,32.0371,16.1391,0.864,18.0,8.31033,8.07,353.917,10.4673,21.948,101.159,1.2,118.921,1.41877,7.294,34.1177,4.0,,
감포연안3_연안,2015-11-15,129.4883333,35.7075,298.803,33.5063,15.8979,0.312,4.2,8.18115,8.2,382.312,12.096,13.671,91.028,3.0,107.814,1.03192,4.69,21.2049,6.0,,
거제도남안4_연안,2015-11-09,128.6427778,34.67388889,278.702,32.352,18.2183,1.044,13.56,7.73367,8.16,258.832,7.252,8.587,41.972,6.8,61.278,0.800729,12.054,16.6768,4.0,,
거제도동안1_연안,2015-11-09,128.7333333,34.90944444,327.025,31.6508,17.5749,2.36,2.7,8.23261,8.08,305.648,10.71,13.733,56.63,5.8,99.414,1.30823,32.074,25.1205,4.0,,
가로림연안1_연안,2016-02-01,126.3269444,36.94638889,423.8,32.05,3.88,2.42,9.4,11.42,8.27,472.9,1.1,22.3,179.2,0.5,183.8,1.21,3.4,43.4,4.0,,
가로림연안4_연안,2016-08-01,126.3336111,36.9225,303.7,31.68,24.12,5.52,20.1,6.78,8.03,217.9,8.6,7.3,28.7,2.1,54.2,1.54,17.0,40.9,8.0,,
가로림연안5_연안,2016-11-01,126.3225,36.97083333,310.2,32.2,14.76,0.39,10.5,7.96,8.13,382.0,7.5,23.0,113.3,1.4,132.3,0.74,11.5,32.9,4.0,,
감포연안3_연안,2016-11-01,129.4883333,35.7075,203.3,33.52,18.53,0.34,3.7,7.11,8.02,302.5,9.7,10.1,62.7,6.0,76.5,0.78,4.1,19.6,6.0,,
거제도남안4_연안,2016-11-01,128.6427778,34.67388889,250.4,33.13,18.58,0.18,5.5,6.48,8.07,403.0,14.4,14.5,97.9,2.6,118.0,0.8,5.7,24.2,4.0,,
거제도동안1_연안,2016-11-01,128.7333333,34.90944444,310.6,31.9,18.04,0.59,6.3,7.33,8.06,514.4,23.2,15.2,111.5,4.1,146.8,1.01,12.2,28.4,4.0,,
가로림연안1_연안,2017-02-07 16:34:00,126.3269444,36.94638889,280.5,32.18,4.52,0.55,,10.67,8.15,,1.7,,,1.1,159.1,1.59,2.1,31.5,4.0,,18.4
가로림연안4_연안,2017-08-12 00:00:00,126.3336111,36.9225,229.8,31.67,23.85,2.1,,7.65,8.04,,12.8,,45.6,1.3,59.6,1.39,1.3,24.4,8.0,,19.4
가로림연안5_연안,2017-11-20 09:10:00,126.3225,36.97083333,241.1,32.03,11.41,0.95,,9.03,8.15,,8.0,,108.2,1.0,121.4,1.18,5.1,33.2,4.0,,29.1
감포연안3_연안,2017-11-17 10:25:00,129.4883333,35.7075,140.7,33.58,17.44,1.45,,7.61,8.17,,3.5,,,10.0,56.2,0.81,1.8,19.1,6.0,,2.9
거제도남안4_연안,2017-11-12 11:20:00,128.6427778,34.67388889,174.4,33.41,17.88,0.63,,7.41,8.09,,9.2,,79.8,6.5,89.5,1.06,0.4,24.0,4.0,,2.3
거제도동안1_연안,2017-11-12 08:40:00,128.7333333,34.90944444,120.8,33.11,17.29,1.53,,8.07,8.14,,7.6,,42.3,9.0,53.4,1.1,3.5,22.5,4.0,,2.6
가로림연안1_연안,2018-02-08 15:26:00,126.3269444,36.94638889,265.0,31.97,0.25,0.85,,10.33,8.26,,2.6,,,1.6,167.4,1.59,4.2,30.0,4.0,,49.8
가로림연안4_연안,2018-08-13 10:50:00,126.3336111,36.9225,184.2,31.65,26.17,1.9,,7.3,8.0,,3.7,,19.0,1.3,59.7,1.18,37.0,29.0,8.0,,28.0
가로림연안5_연안,2018-11-12 13:55:00,126.3225,36.97083333,251.8,31.35,15.34,0.7,,7.73,8.13,,10.8,,,1.5,150.0,1.35,8.1,28.3,4.0,,12.3
감포연안3_연안,2018-11-10 12:55:00,129.4883333,35.7075,235.8,33.86,16.11,0.56,,6.55,8.15,,7.1,,,4.0,123.9,0.87,14.7,30.5,6.0,,3.6
거제도남안4_연안,2018-11-06 13:15:00,128.6427778,34.67388889,183.6,33.7,17.33,1.59,,7.7,8.15,,6.3,,78.9,6.0,86.7,0.83,1.5,26.3,4.0,,3.8
거제도동안1_연안,2018-11-06 10:25:00,128.7333333,34.90944444,177.5,32.6,17.13,5.06,,9.57,8.24,,1.9,1.3,7.5,5.5,22.2,1.36,12.8,24.1,4.0,,6.6
가막만1_환경관리,2007-11-01,127.73417,34.7225,881.0,32.11,17.78,2.57,9.6,5.5,8.11,337.0,19.0,13.0,105.0,2.8,145.0,0.85,21.0,162.0,4.0,,
가막만3_환경관리,2007-02-01,127.69028,34.62139,672.0,34.05,8.85,1.15,8.6,7.36,8.22,326.0,3.0,22.0,181.0,2.5,200.0,0.91,16.0,27.0,8.0,,
감포연안1_연안,2007-05-01,129.5108333,35.79805556,378.357,33.85,15.39,10.6702,16.4,9.06,8.02,124.635,3.42581,2.28505,10.8073,6.0,30.6227,1.11866,16.3895,27.0961,4.0,,
강릉연안3_연안,2007-08-01,128.9761111,37.76972222,76.971,33.62,19.94,0.21488,3.2,7.16,7.97,63.7295,1.944,5.42,6.04228,8.0,15.0272,1.15861,7.04088,18.0,6.0,,
거진연안H1_항만,2007-08-01,128.4597222,38.44638889,1408.32,31.94,19.87,1.5515,6.0,4.16,7.73,322.022,3.656,6.749,58.535,5.0,121.79,1.27846,59.5986,26.0,4.0,,
고성자란만2_연안,2007-05-01,128.2233333,34.90944444,269.6,33.93,16.54,0.7812,6.4,8.15,8.02,319.0,4.7,24.3,14.535,6.0,28.335,1.36,9.1,38.7,4.0,,
가막만1_환경관리,2008-11-01,127.73417,34.7225,939.0,32.62,17.97,1.6,11.2,2.67,8.05,731.0,27.0,29.0,144.0,1.8,230.0,0.62,59.0,54.0,4.0,,
가막만3_환경관리,2008-02-01,127.69028,34.62139,704.0,34.15,7.77,10.87,15.8,9.51,8.17,46.0,0.0,3.0,25.0,2.5,48.0,0.78,22.0,27.0,8.0,,
감포연안1_연안,2008-05-01,129.5108333,35.79805556,158.238,33.73,14.29,7.6503,8.0,9.56,8.0,364.216,7.44192,8.84088,43.8046,3.0,119.172,0.779064,67.9259,30.9669,4.0,,
강릉연안4_연안,2008-02-01,128.9316667,37.80638889,201.863,33.97,10.07,0.788,4.4,8.72884,7.93,332.571,4.01206,15.5173,96.4303,11.0,107.233,0.986667,6.7902,26.204,5.0,,
고성자란만2_연안,2008-02-01,128.2233333,34.90944444,211.0,34.4,6.32,2.9,4.5,11.27,8.38,44.0,3.0,12.0,18.0,6.0,48.0,1.49,27.0,57.0,4.0,,
고성자란만3_연안,2008-08-01,128.25,34.875,131.0,33.32,24.68,0.74,5.0,8.24,7.99,499.0,4.0,24.0,11.0,4.0,28.0,0.32,13.0,29.0,4.0,,
가막만1_환경관리,2009-11-01,127.73417,34.7225,190.0,31.64,15.93,3.28,15.6,8.6,8.05,461.0,18.0,15.0,22.0,1.6,59.0,1.01,19.0,36.0,4.0,,
가막만3_환경관리,2009-02-01,127.69028,34.62139,764.4,33.67,8.86,1.47,19.6,8.07,7.96,258.0,4.0,17.0,79.0,2.2,94.0,0.59,11.0,20.0,8.0,,
가막만4_환경관리,2009-05-01,127.66111,34.7325,613.0,33.67,19.81,3.4,80.8,7.29,8.01,620.0,4.0,10.0,100.0,3.9,120.0,0.72,16.0,28.0,4.0,,
강릉연안1_연안,2009-02-01,128.9616667,37.78166667,222.773,34.22,9.89,2.88,4.8,8.26943,8.22,558.487,8.228,40.368,148.986,8.0,161.369,1.03467,4.155,46.7979,7.0,,
거제도동안H2_항만,2009-02-01,128.7272222,34.86472222,564.003,33.7791,12.41,0.979042,9.6,7.51703,8.09,480.281,11.9978,38.29,174.236,1.0,337.987,0.55476,151.753,53.1823,4.0,,
거진연안1_연안,2009-11-01,128.5055556,38.40833333,154.0,33.11,13.31,0.866,4.6,8.54693,8.14,172.0,2.0,18.0,29.0,9.0,58.0,0.56,27.0,23.0,4.0,,
가막만1_환경관리,2010-11-01,127.73417,34.7225,192.0,31.69,13.85,20.14,16.0,9.88,7.97,571.0,2.0,10.0,3.0,1.2,5.0,0.74,0.0,31.0,4.0,,
가막만3_환경관리,2010-02-01,127.69028,34.62139,158.0,33.11,7.09,2.03,10.4,9.58,8.05,280.0,3.0,11.0,67.0,2.9,79.0,0.17,9.0,21.0,8.0,,
가막만4_환경관리,2010-05-01,127.66111,34.7325,100.0,33.15,17.41,2.28,13.2,9.38,8.2,49.0,2.0,6.0,23.0,3.5,30.0,0.76,4.0,11.0,4.0,,
강릉연안1_연안,2010-08-01,128.9616667,37.78166667,161.214,32.42,20.84,0.908,16.4,8.38747,8.15,34.0,1.0,0.0,3.0,9.0,11.0,1.136,7.0,25.0,6.0,,
거진연안1_연안,2010-05-01,128.5055556,38.40833333,247.776,33.77,9.7,0.764,6.6,9.85448,8.19,31.0,2.0,6.0,1.0,10.0,16.0,0.432,13.0,26.0,4.0,,
거진연안2_연안,2010-11-01,128.4597222,38.44027778,204.734,32.9,13.96,4.96,11.2,8.53098,8.19,59.0,1.0,2.0,23.0,4.5,43.0,0.624,19.0,36.0,4.0,,
가막만1_환경관리,2011-11-07,127.73417,34.7225,309.225,32.0559,18.3989,1.1048,13.7,4.50322,8.01,455.406,12.733,24.4745,52.311,3.5,134.204,0.76797,69.16,29.3448,4.0,,
가막만3_환경관리,2011-02-22,127.69028,34.62139,169.774,34.0909,7.9155,3.596,27.3,10.5452,8.15434,195.944,1.554,10.447,16.366,0.6,36.204,1.00164,18.284,36.983,8.0,,
가막만4_환경관리,2011-05-19,127.66111,34.7325,252.476,33.3575,20.2705,5.336,4.7,6.76855,8.113,339.799,0.330114,7.8209,1.17521,2.1,37.7113,1.26154,36.206,21.1243,4.0,,
강릉연안1_연안,2011-03-04,128.9616667,37.78166667,82.7327,33.18,3.64,2.9,3.4,10.9547,8.25,180.656,0.364,7.471,1.526,6.0,4.592,0.683419,2.702,10.106,7.0,,
거제도동안4_연안,2011-11-15,128.7502778,34.87916667,270.431,32.8396,17.6449,2.697,3.7,8.04576,8.33,372.918,7.252,12.772,63.063,4.5,83.657,0.671974,13.342,21.2505,4.0,,
거진연안1_연안,2011-05-03,128.5055556,38.40833333,168.56,33.32,8.74,0.899,5.0,10.572,8.2,26.6247,0.49,7.60812,4.07504,7.0,15.1251,1.50667,10.56,18.9251,4.0,,
가막만1_환경관리,2012-11-09,127.73417,34.7225,313.3,,16.13,3.33,6.8,7.7,8.15,483.5,14.5,20.6,71.9,2.7,127.7,0.76,41.3,29.7,4.0,,
가막만3_환경관리,2012-02-22,127.69028,34.62139,163.4,34.1,6.73,4.17,14.9,10.78,8.08,29.1,1.1,5.8,18.4,1.3,20.0,1.91,0.4,17.1,8.0,,
가막만4_환경관리,2012-05-11,127.66111,34.7325,198.4,32.72,18.2,3.07,5.0,8.82,8.36,1.8,0.1,1.0,0.0,3.5,0.1,1.66,0.0,19.5,4.0,,
강릉연안2_연안,2012-02-10,128.9555556,37.78,147.6,34.2,7.25,0.87,2.2,9.38,8.25,243.7,3.4,12.1,78.5,11.0,87.1,0.7,5.2,21.4,5.0,,
거진연안2_연안,2012-11-20,128.4597222,38.44027778,111.1,33.34,12.37,1.21,4.0,8.39,8.1,115.8,1.6,1.6,38.9,9.0,43.1,0.79,2.7,10.7,4.0,,
고성자란만2_연안,2012-05-08,128.2233333,34.90944444,131.1,33.32,18.98,0.87,3.5,9.38,8.2,43.8,0.5,8.0,1.0,5.8,1.7,0.18,0.2,15.1,4.0,,
가막만1_환경관리,2013-11-07,127.73417,34.7225,228.8,32.35,19.12,2.67,8.5,7.16,8.15,238.3,12.3,16.4,35.4,1.5,60.7,0.77,13.0,23.7,4.0,,
가막만3_환경관리,2013-02-23,127.69028,34.62139,158.8,33.22,5.67,4.17,6.6,10.47,8.32,33.9,0.4,2.1,0.5,1.0,2.0,1.28,1.0,21.2,8.0,,
가막만4_환경관리,2013-05-22,127.66111,34.7325,92.7,32.97,20.97,4.53,15.45,8.51,8.13,314.3,0.5,1.8,0.1,2.8,2.2,1.31,1.7,11.7,4.0,,
강릉연안1_연안,2013-08-12,128.9616667,37.78166667,101.1,31.48,26.5,0.67,1.3,7.77,8.25,3.2,0.1,1.0,1.0,5.0,6.0,1.95,5.0,5.8,6.0,,
거진연안1_연안,2013-05-13,128.5055556,38.40833333,131.3,34.11,13.84,0.46,3.6,9.28,8.03,6.4,0.4,0.2,3.5,9.6,6.2,0.71,2.3,8.7,4.0,,
거진연안2_연안,2013-11-06,128.4597222,38.44027778,157.5,32.96,16.21,1.77,6.9,8.15,8.24,123.5,0.0,0.4,9.7,7.0,13.8,0.47,4.0,8.3,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,342.1,31.45,4.18,1.33,4.5,11.16,8.04,363.1,1.6,23.1,109.6,1.1,114.3,0.86,3.1,33.3,4.0,,
가로림연안4_연안,2014-11-08,126.3336111,36.9225,355.0,32.09,15.28,1.77,12.6,7.91,8.18,254.8,25.6,16.0,48.5,1.2,82.6,0.99,8.5,37.8,4.0,,
가로림연안6_연안,2014-02-23,126.2608333,37.03305556,460.4,31.31,4.18,0.44,7.1,11.01,7.98,420.0,1.0,26.9,137.6,0.4,221.3,1.01,82.6,31.0,8.0,,
