station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
감포연안H1_항만,2014-08-19,129.5055556,35.80694444,7.0,406.0,26.91,23.58,0.03,2.6,5.98,8.13,763.6,6.3,24.6,198.8,,289.8,0.89,84.6,27.3
강구연안1_연안,2014-02-22,129.4205556,36.38055556,50.0,254.3,34.4,9.89,0.67,1.8,8.64,8.25,233.3,5.2,10.2,58.0,,65.1,0.1,1.9,24.6
강구연안1_연안,2014-05-22,129.4205556,36.38055556,65.0,400.2,34.18,6.33,0.54,6.9,7.82,7.96,624.6,2.0,32.0,119.1,,127.6,0.58,6.5,32.5
강구연안1_연안,2014-08-19,129.4205556,36.38055556,60.0,268.7,34.05,7.34,0.15,1.3,9.7,8.06,281.3,3.2,13.0,76.5,,87.2,0.53,7.5,21.6
강구연안1_연안,2014-11-10,129.4205556,36.38055556,63.0,465.1,34.1,5.26,0.03,1.9,7.57,7.82,642.1,1.5,36.6,212.1,,229.2,0.46,15.6,39.3
강구연안2_연안,2014-02-22,129.3975,36.35,24.0,250.2,34.44,12.68,0.47,0.2,8.11,8.25,225.4,5.2,9.8,55.6,,65.2,0.47,4.4,24.0
강구연안2_연안,2014-05-22,129.3975,36.35,27.0,287.3,34.34,13.23,0.49,6.3,7.74,8.09,334.2,3.3,13.4,59.6,,65.7,0.96,2.8,18.3
강구연안2_연안,2014-08-19,129.3975,36.35,22.0,206.4,31.63,22.52,0.17,2.2,8.69,8.3,130.5,0.3,1.8,0.8,,3.6,0.78,2.5,10.3
강구연안2_연안,2014-11-10,129.3975,36.35,25.0,261.7,33.32,17.52,0.34,3.2,8.52,8.17,58.7,0.4,2.7,8.5,,14.5,0.69,5.5,14.3
강구연안H1_항만,2014-02-22,129.3905556,36.35666667,10.0,326.3,34.41,12.82,0.84,0.9,8.93,8.24,312.7,5.3,14.2,101.0,,109.2,0.31,2.9,29.0
강구연안H1_항만,2014-08-19,129.3905556,36.35666667,10.0,234.8,26.92,21.68,0.75,5.4,8.12,8.25,274.9,0.4,4.3,19.6,,48.4,0.81,28.4,14.9
강릉연안1_연안,2014-02-25,128.9616667,37.78166667,18.0,299.6,34.14,8.0,0.73,0.9,8.29,8.23,275.5,3.4,9.6,69.2,,73.0,0.23,0.3,17.1
강릉연안1_연안,2014-05-25,128.9616667,37.78166667,18.0,253.8,34.17,11.91,4.03,9.9,9.92,8.2,63.0,0.3,3.4,1.4,,5.1,1.04,3.3,19.9
강릉연안1_연안,2014-08-14,128.9616667,37.78166667,18.0,211.7,33.8,15.76,1.39,1.9,8.5,8.2,51.3,0.1,2.4,0.7,,1.6,1.24,0.8,12.7
강릉연안1_연안,2014-11-06,128.9616667,37.78166667,18.0,187.0,33.55,17.01,2.72,1.3,8.26,8.15,129.4,1.0,2.4,10.3,,16.5,0.82,5.2,9.7
강릉연안2_연안,2014-02-25,128.9555556,37.78,21.0,306.1,34.18,6.29,1.1,3.6,9.39,8.21,277.5,3.5,9.7,72.0,,76.5,0.13,1.0,16.6
강릉연안2_연안,2014-05-25,128.9555556,37.78,19.0,257.7,34.18,12.03,2.67,6.0,9.88,8.21,54.6,0.3,19.8,0.7,,5.3,0.92,4.3,20.5
강릉연안2_연안,2014-08-14,128.9555556,37.78,23.0,202.5,34.06,12.06,1.13,1.9,10.21,8.19,115.9,0.1,2.5,1.2,,1.8,1.43,0.6,11.4
강릉연안2_연안,2014-11-06,128.9555556,37.78,20.0,188.2,33.59,16.93,1.24,2.0,7.91,8.15,145.0,0.2,2.8,18.3,,25.6,0.9,7.2,8.5
강릉연안3_연안,2014-02-25,128.9761111,37.76972222,35.0,240.5,34.0,5.5,0.44,4.3,9.57,8.16,277.7,3.0,11.6,78.6,,84.4,0.13,2.9,13.1
강릉연안3_연안,2014-05-25,128.9761111,37.76972222,37.0,330.3,34.06,6.87,1.13,10.1,9.23,8.04,307.3,1.7,24.3,85.4,,91.9,0.79,4.8,27.4
강릉연안3_연안,2014-08-14,128.9761111,37.76972222,35.0,166.1,34.05,11.19,0.15,1.2,10.3,8.18,148.4,0.1,3.1,1.8,,2.1,1.22,0.2,7.1
강릉연안3_연안,2014-11-06,128.9761111,37.76972222,33.0,216.2,34.28,13.12,1.16,0.0,8.3,8.14,207.1,0.9,5.0,36.7,,54.6,0.84,17.0,11.8
강릉연안4_연안,2014-02-25,128.9316667,37.80638889,23.0,322.7,34.11,6.85,0.67,2.0,9.71,8.19,283.7,3.4,10.2,75.4,,80.1,0.1,1.3,18.1
강릉연안4_연안,2014-05-25,128.9316667,37.80638889,24.0,245.1,34.15,12.21,2.23,3.8,9.72,8.19,59.3,0.2,17.2,0.9,,6.6,1.39,5.5,18.2
강릉연안4_연안,2014-08-14,128.9316667,37.80638889,25.0,202.7,33.98,13.37,0.29,0.6,10.25,8.19,134.8,0.3,3.3,2.8,,3.4,0.52,0.3,10.0
강릉연안4_연안,2014-11-06,128.9316667,37.80638889,24.0,172.2,33.63,16.76,2.06,1.0,8.06,8.15,133.1,0.9,2.2,11.7,,19.4,1.0,6.8,8.2
강릉연안5_연안,2014-02-25,129.0808333,37.66444444,68.0,309.1,33.91,3.96,0.54,2.5,9.47,8.11,305.1,0.9,14.4,93.3,,95.2,1.77,1.0,20.7
강릉연안5_연안,2014-05-25,129.0808333,37.66444444,80.0,388.1,33.97,3.0,0.07,7.1,9.6,7.95,418.9,1.3,28.0,141.7,,148.6,0.96,5.6,31.1
강릉연안5_연안,2014-08-14,129.0808333,37.66444444,80.0,217.7,33.94,3.71,0.03,1.2,10.59,8.04,186.7,2.2,5.9,18.9,,21.6,0.73,0.4,12.2
강릉연안5_연안,2014-11-06,129.0808333,37.66444444,78.0,427.3,34.0,1.47,0.07,1.6,8.79,7.76,692.7,0.6,33.8,233.6,,239.3,0.87,5.1,36.3
강릉연안6_연안,2014-02-25,129.0372222,37.71666667,95.0,358.8,33.94,3.21,0.03,1.9,7.57,8.04,413.6,1.0,20.5,127.9,,130.2,0.1,1.3,26.5
강릉연안6_연안,2014-05-25,129.0372222,37.71666667,90.0,370.6,33.99,3.42,0.2,6.1,9.7,7.99,351.8,1.3,24.9,120.4,,127.6,0.7,5.9,28.0
강릉연안6_연안,2014-08-14,129.0372222,37.71666667,94.0,322.8,33.93,3.09,0.07,1.9,10.0,8.01,355.5,0.7,18.6,119.3,,120.6,0.15,0.5,24.1
강릉연안6_연안,2014-11-06,129.0372222,37.71666667,94.0,441.8,34.01,1.24,0.03,0.5,9.0,7.76,691.1,0.2,35.4,242.2,,244.9,0.79,2.6,36.9
강릉연안7_연안,2014-02-25,128.9952778,37.75083333,37.0,298.3,33.97,5.68,0.44,3.6,9.5,8.15,285.5,3.3,11.6,79.8,,83.7,0.81,0.7,18.6
강릉연안7_연안,2014-05-25,128.9952778,37.75083333,39.0,339.5,34.07,5.75,1.26,4.8,9.3,8.02,357.5,1.8,24.9,111.4,,117.9,0.62,4.7,28.6
강릉연안7_연안,2014-08-14,128.9952778,37.75083333,40.0,193.8,33.94,8.23,0.06,1.3,10.53,8.2,167.9,0.2,4.0,2.5,,44.3,0.18,41.6,9.4
강릉연안7_연안,2014-11-06,128.9952778,37.75083333,34.0,256.7,33.85,15.9,0.9,0.5,7.27,8.09,258.5,3.1,7.9,56.5,,66.8,0.84,7.2,14.1
거제도남안1_연안,2014-02-24,128.5580556,34.81333333,9.0,219.5,34.25,8.2,4.7,3.8,10.69,8.43,473.8,0.3,5.5,0.7,,4.2,2.16,3.2,26.1
거제도남안1_연안,2014-05-24,128.5580556,34.81333333,30.0,207.0,33.96,16.65,2.26,17.1,7.72,8.2,230.2,2.2,8.0,5.0,,20.6,0.83,13.5,25.2
거제도남안1_연안,2014-08-23,128.5580556,34.81333333,9.0,382.2,32.14,22.55,3.8,4.0,5.45,7.99,378.7,7.4,11.4,29.1,,133.5,1.07,97.0,39.7
거제도남안1_연안,2014-11-07,128.5580556,34.81333333,21.0,313.9,32.42,18.92,8.93,14.8,7.72,8.15,769.4,15.8,16.1,45.9,,64.1,1.32,2.4,28.0
거제도남안2_연안,2014-02-24,128.52,34.78083333,9.5,220.3,34.35,9.72,6.77,3.8,10.05,8.33,327.2,1.0,7.4,1.8,,6.4,0.71,3.7,26.4
거제도남안2_연안,2014-05-24,128.52,34.78083333,8.4,230.5,33.89,17.28,2.31,14.3,7.87,8.2,183.8,1.8,7.9,4.8,,25.0,1.0,18.5,28.5
거제도남안2_연안,2014-08-23,128.52,34.78083333,9.3,321.7,32.05,23.24,6.49,3.4,6.1,7.99,405.3,8.5,9.8,32.2,,84.8,0.76,44.1,26.6
거제도남안2_연안,2014-11-07,128.52,34.78083333,19.0,376.1,33.25,18.02,1.84,6.6,6.74,8.11,637.5,22.7,25.0,107.2,,154.8,1.16,24.9,32.1
거제도남안3_연안,2014-02-24,128.5402778,34.72277778,38.0,214.8,34.36,10.87,1.8,3.3,8.91,8.22,258.9,4.8,11.0,43.7,,51.8,0.4,3.3,20.5
거제도남안3_연안,2014-05-24,128.5402778,34.72277778,40.0,226.2,34.19,15.38,2.73,4.8,8.26,8.23,214.5,4.2,7.3,13.9,,22.3,0.62,4.2,25.5
거제도남안3_연안,2014-08-23,128.5402778,34.72277778,38.1,323.2,33.54,18.03,0.23,6.8,5.37,8.04,552.8,7.8,14.6,124.9,,134.2,0.91,1.5,24.3
거제도남안3_연안,2014-11-07,128.5402778,34.72277778,67.0,336.7,33.91,15.38,1.27,12.6,4.73,7.96,473.7,11.5,16.9,114.2,,131.3,1.27,5.7,30.3
거제도남안4_연안,2014-02-24,128.6427778,34.67388889,80.0,254.7,34.38,11.53,0.9,4.3,8.65,8.17,246.5,8.1,12.7,61.7,,75.2,0.32,5.4,23.9
거제도남안4_연안,2014-05-24,128.6427778,34.67388889,85.0,255.1,34.24,14.72,5.45,6.6,7.93,8.21,242.5,4.2,8.9,28.5,,37.4,0.38,4.7,27.3
거제도남안4_연안,2014-08-23,128.6427778,34.67388889,85.5,373.7,34.04,15.19,0.7,9.2,5.14,8.03,402.3,3.6,14.4,124.9,,131.0,0.77,2.5,29.6
거제도남안4_연안,2014-11-07,128.6427778,34.67388889,26.0,343.8,32.82,19.24,3.07,16.6,7.57,8.15,501.5,9.4,17.5,122.0,,134.7,0.92,3.3,32.9
거제도동안1_연안,2014-02-23,128.7333333,34.90944444,20.0,246.8,34.52,9.91,2.03,5.6,8.84,8.22,229.5,4.4,11.5,58.4,,70.3,1.2,7.4,21.6
거제도동안1_연안,2014-05-23,128.7333333,34.90944444,20.0,228.2,34.24,14.53,2.29,5.8,7.62,8.24,266.1,4.7,8.5,26.0,,41.5,0.9,10.8,23.8
거제도동안1_연안,2014-08-23,128.7333333,34.90944444,20.5,301.1,33.41,18.69,0.17,13.0,5.13,7.98,742.5,16.8,20.1,157.0,,187.8,1.44,14.0,32.9
거제도동안1_연안,2014-11-15,128.7333333,34.90944444,9.5,257.7,32.83,16.11,4.99,6.4,8.3,8.07,265.2,14.4,5.5,49.7,,69.0,0.99,4.9,19.2
거제도동안2_연안,2014-02-23,128.6797222,34.79861111,18.8,439.7,34.42,11.62,1.13,20.3,8.79,8.23,265.3,4.8,12.5,43.3,,198.2,1.09,150.1,44.8
거제도동안2_연안,2014-05-23,128.6797222,34.79861111,19.2,201.5,34.21,15.04,1.39,5.4,8.13,8.25,247.4,4.4,7.4,15.5,,25.0,0.39,5.2,20.6
거제도동안2_연안,2014-08-23,128.6797222,34.79861111,18.2,197.1,32.42,21.66,3.19,4.8,7.69,8.17,264.1,1.5,4.2,7.8,,12.6,1.67,3.3,14.7
거제도동안2_연안,2014-11-15,128.6797222,34.79861111,10.5,265.2,33.16,16.81,1.73,11.8,6.67,8.0,374.9,7.7,9.6,69.5,,77.3,0.4,0.1,18.8
거제도동안3_연안,2014-02-23,128.7744444,34.76805556,67.0,224.7,34.4,11.7,0.92,4.3,8.6,8.2,338.2,0.9,8.1,2.3,,16.6,1.32,13.4,22.1
거제도동안3_연안,2014-05-23,128.7744444,34.76805556,67.5,221.3,34.28,14.38,0.11,6.0,7.63,8.22,256.3,4.6,9.4,39.3,,46.9,0.65,3.1,24.9
거제도동안3_연안,2014-08-23,128.7744444,34.76805556,67.3,316.7,34.23,14.7,2.06,6.2,5.4,8.03,589.9,2.4,21.5,197.7,,201.6,1.46,1.6,31.8
거제도동안3_연안,2014-11-07,128.7744444,34.76805556,38.0,394.4,33.41,17.97,0.84,14.4,5.89,8.06,628.2,1.7,25.0,177.9,,182.6,0.89,3.0,42.2
거제도동안4_연안,2014-02-23,128.7502778,34.87916667,27.0,225.0,34.35,11.69,1.13,20.0,8.67,8.22,244.8,8.2,12.2,63.1,,85.5,1.19,14.2,20.2
거제도동안4_연안,2014-05-23,128.7502778,34.87916667,26.0,242.5,34.28,14.33,0.49,14.6,7.53,8.2,289.6,6.5,10.5,46.5,,58.4,0.65,5.4,26.9
거제도동안4_연안,2014-08-23,128.7502778,34.87916667,25.9,317.8,33.87,16.47,0.26,1.6,5.26,8.01,675.4,12.2,18.7,152.9,,173.9,1.67,8.9,30.3
거제도동안4_연안,2014-11-07,128.7502778,34.87916667,60.0,251.1,33.47,17.62,3.19,3.0,5.74,8.03,284.3,11.3,6.3,42.1,,54.8,0.83,1.4,17.8
거제도동안H1_항만,2014-02-23,128.7155556,34.88527778,17.5,281.7,34.08,9.83,1.33,6.3,8.79,8.19,281.4,6.3,19.1,75.3,,111.9,0.52,30.3,28.2
거제도동안H1_항만,2014-08-23,128.7155556,34.88527778,17.5,310.1,32.64,21.21,0.24,5.6,5.21,8.01,710.6,29.2,13.9,90.9,,163.3,1.41,43.2,28.9
거제도동안H2_항만,2014-02-23,128.7272222,34.86472222,5.2,213.9,34.15,11.57,0.69,8.1,7.9,8.15,247.2,4.9,11.8,49.7,,70.9,1.06,16.3,21.0
거제도동안H2_항만,2014-08-23,128.7272222,34.86472222,5.1,986.1,,24.31,1.63,3.8,7.77,8.16,1754.2,36.2,18.1,,,927.9,1.67,60.1,42.2
거진연안1_연안,2014-02-26,128.5055556,38.40833333,53.0,210.8,33.88,3.2,0.21,1.9,9.55,8.08,284.6,2.6,19.9,83.7,,88.2,0.91,1.8,20.5
거진연안1_연안,2014-05-26,128.5055556,38.40833333,49.0,373.9,34.07,4.05,1.08,3.7,8.83,7.97,485.5,1.8,22.0,152.2,,159.6,0.16,5.7,33.4
거진연안1_연안,2014-08-13,128.5055556,38.40833333,50.0,179.6,34.19,7.39,0.6,0.3,10.13,8.18,236.3,2.0,5.9,16.2,,29.0,1.33,10.8,14.5
거진연안1_연안,2014-11-05,128.5055556,38.40833333,49.0,385.3,34.24,6.13,0.23,0.1,7.36,7.93,488.7,5.1,21.9,160.6,,171.2,0.48,5.5,30.8
거진연안2_연안,2014-02-26,128.4597222,38.44027778,19.0,181.0,33.89,4.48,1.57,3.6,10.28,8.18,217.1,2.3,14.3,61.7,,64.6,0.24,0.6,14.7
거진연안2_연안,2014-05-26,128.4597222,38.44027778,17.0,248.5,34.17,11.02,2.93,3.1,9.58,8.19,85.0,0.4,4.1,3.0,,29.8,0.31,26.4,19.7
거진연안2_연안,2014-08-13,128.4597222,38.44027778,18.0,174.4,33.37,22.0,0.53,0.1,8.01,8.25,19.3,0.3,2.6,1.4,,2.1,1.24,0.4,8.9
거진연안2_연안,2014-11-05,128.4597222,38.44027778,19.0,201.9,33.51,17.08,0.93,19.1,8.02,8.17,104.8,0.1,2.0,2.3,,5.3,0.71,3.0,7.8
거진연안H1_항만,2014-02-26,128.4597222,38.44638889,6.0,189.2,33.43,4.01,3.23,0.6,10.55,8.22,122.3,1.5,6.0,35.2,,39.5,0.91,2.8,8.0
거진연안H1_항만,2014-08-13,128.4597222,38.44638889,7.0,207.9,33.22,22.78,17.64,1.8,9.07,8.3,17.6,0.0,2.1,1.1,,1.2,1.55,0.1,16.5
고성자란만1_연안,2014-02-15,128.3147222,34.9275,4.5,105.4,33.83,5.99,0.72,25.0,7.77,8.14,146.6,0.8,7.5,1.3,,4.1,0.08,2.1,19.0
고성자란만1_연안,2014-05-15,128.3147222,34.9275,7.8,210.0,33.74,19.4,2.03,32.1,6.89,8.11,344.8,0.9,2.5,5.7,,23.5,0.83,17.0,19.7
고성자란만1_연안,2014-08-22,128.3147222,34.9275,5.2,256.0,31.4,24.7,6.12,8.4,9.04,8.03,197.4,3.4,3.6,9.9,,32.4,1.9,19.1,16.6
고성자란만1_연안,2014-11-15,128.3147222,34.9275,5.5,457.4,32.13,14.73,1.8,8.8,7.7,7.88,985.1,11.4,22.8,72.3,,145.3,0.99,61.5,36.9
고성자란만2_연안,2014-02-15,128.2233333,34.90944444,8.7,248.3,33.79,6.13,0.49,27.1,10.23,8.14,68.5,0.9,8.4,0.5,,3.7,0.36,2.3,35.4
