project_name,station,일시,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],year,month,quarter,year_quarter
해양환경측정망,가로림연안3_연안,2015-08-08,126.2,36.94166667,221.911,31.9593,21.0535,1.972,1.8,7.71135,8.03,145.46,18.298,9.3,37.73,5.4,63.924,0.726597,7.896,19.1487,2015,8,3,20153
해양환경측정망,가로림연안3_연안,2015-11-12,126.2,36.94166667,299.329,32.1227,17.6924,0.808,17.2,8.0091,8.09,300.832,1.498,20.088,101.234,1.7,104.384,0.815648,1.652,35.07,2015,11,4,20154
해양환경측정망,가로림연안4_연안,2015-02-15,126.3336111,36.9225,384.477,32.098,3.4265,1.02,15.2,10.7262,8.2,368.7,1.89,23.901,168.588,1.5,172.9,1.43104,2.422,40.5083,2015,2,1,20151
해양환경측정망,가로림연안4_연안,2015-05-10,126.3336111,36.9225,306.783,31.924,10.1046,3.432,16.0,10.0872,8.14,96.404,2.618,12.865,125.174,1.1,130.2,1.16835,2.408,26.7245,2015,5,2,20152
해양환경측정망,가로림연안4_연안,2015-08-08,126.3336111,36.9225,358.827,31.9055,22.0169,2.92,4.4,7.78082,8.04,168.588,14.854,10.478,41.58,2.8,66.318,0.811085,10.0613,22.6585,2015,8,3,20153
해양환경측정망,가로림연안4_연안,2015-11-12,126.3336111,36.9225,346.348,31.9339,15.04,0.832,13.8,8.41665,8.09,405.79,15.7547,23.4257,96.7913,1.3,121.506,1.02243,8.96,31.8441,2015,11,4,20154
해양환경측정망,가로림연안5_연안,2015-02-15,126.3225,36.97083333,383.872,32.0889,3.6491,0.924,10.6,10.6756,8.17,374.1,1.386,24.118,174.818,1.4,178.164,1.24941,1.96,36.3168,2015,2,1,20151
해양환경측정망,가로림연안5_연안,2015-05-10,126.3225,36.97083333,315.707,31.9104,9.3527,3.976,22.0,10.274,8.16,84.7,2.632,13.392,133.518,1.1,138.32,1.11111,2.17,31.7549,2015,5,2,20152
해양환경측정망,가로림연안5_연안,2015-08-08,126.3225,36.97083333,366.915,31.9304,21.6408,2.96,4.6,7.83293,8.04,140.084,14.952,9.362,36.904,3.0,60.256,1.04765,8.42333,20.4054,2015,8,3,20153
해양환경측정망,가로림연안5_연안,2015-11-12,126.3225,36.97083333,351.972,32.0371,16.1391,0.864,18.0,8.31033,8.07,353.917,10.4673,21.948,101.159,1.2,118.921,1.41877,7.294,34.1177,2015,11,4,20154
해양환경측정망,가로림연안6_연안,2015-02-15,126.2608333,37.03305556,421.336,32.0212,3.6478,1.016,21.6,10.625,8.15,393.8,1.428,25.079,190.526,1.6,193.886,2.38874,1.932,46.3943,2015,2,1,20151
해양환경측정망,가로림연안6_연안,2015-05-09,126.2608333,37.03305556,310.887,31.7087,10.6567,2.568,9.2,10.1891,8.17,67.032,3.262,10.075,123.312,1.9,129.22,1.11111,2.646,22.4459,2015,5,2,20152
해양환경측정망,가로림연안6_연안,2015-08-14,126.2608333,37.03305556,411.065,31.5593,23.3011,1.896,4.0,7.15558,8.03,231.812,21.238,14.725,71.722,3.6,113.512,0.861778,19.922,23.4685,2015,8,3,20153
해양환경측정망,가로림연안6_연안,2015-11-11,126.2608333,37.03305556,350.565,32.131,17.7741,0.716,15.6,7.99138,8.02,320.788,1.57733,19.7883,95.3727,1.5,100.079,1.09136,3.129,30.8962,2015,11,4,20154
해양환경측정망,가막만1_환경관리,2015-02-09,127.73417,34.7225,272.734,33.38,6.63,4.68,9.4,11.1134,8.28,27.3,0.462,4.402,3.094,2.0,15.932,1.1068,12.376,23.2571,2015,2,1,20151
해양환경측정망,가막만1_환경관리,2015-05-23,127.73417,34.7225,200.046,32.1699,18.3213,3.528,8.2,6.60932,8.11,332.808,3.248,4.061,29.82,1.9,39.788,1.19644,6.72,10.367,2015,5,2,20152
해양환경측정망,가막만1_환경관리,2015-08-11,127.73417,34.7225,265.981,31.8441,25.3295,7.84,15.4,6.77278,8.08,507.22,3.206,9.145,7.238,2.2,27.622,2.04627,17.178,38.4775,2015,8,3,20153
해양환경측정망,가막만1_환경관리,2015-11-15,127.73417,34.7225,374.92,31.7537,17.2413,1.19333,7.8,7.88974,8.03,562.268,12.74,30.101,67.704,1.8,166.247,1.16726,85.8032,37.4328,2015,11,4,20154
해양환경측정망,가막만2_환경관리,2015-02-10,127.68833,34.68917,280.863,33.59,5.16,3.652,9.0,11.0274,8.24,182.7,0.966,4.154,11.55,1.5,16.436,0.897258,3.92,22.1619,2015,2,1,20151
해양환경측정망,가막만2_환경관리,2015-05-23,127.68833,34.68917,215.013,32.4633,19.6006,2.448,8.2,8.38,8.28,639.94,0.21,1.457,1.554,2.8,3.304,1.65142,1.54,10.3317,2015,5,2,20152
해양환경측정망,가막만2_환경관리,2015-08-14,127.68833,34.68917,188.154,32.2441,26.2161,1.1525,5.25,7.431,8.12,51.408,0.602,3.534,1.806,3.8,6.902,1.36804,4.494,23.1731,2015,8,3,20153
해양환경측정망,가막만2_환경관리,2015-11-16,127.68833,34.68917,332.838,32.06,16.32,1.4,7.8,8.06664,8.04,591.248,8.358,25.048,49.056,1.4,106.554,1.11651,49.14,33.2872,2015,11,4,20154
해양환경측정망,가막만3_환경관리,2015-02-11,127.69028,34.62139,294.043,33.26,5.99,2.016,10.2,9.92634,8.05,349.92,3.472,10.881,77.168,1.7,90.496,0.39,9.856,24.8465,2015,2,1,20151
해양환경측정망,가막만3_환경관리,2015-05-21,127.69028,34.62139,212.539,32.7237,18.1855,2.116,13.0,7.14886,8.18,308.672,3.78,4.402,31.066,1.8,36.372,1.06163,1.526,11.5757,2015,5,2,20152
해양환경측정망,가막만3_환경관리,2015-08-14,127.69028,34.62139,178.976,32.4141,24.5785,2.49667,5.5,7.06725,8.01,371.924,1.12,7.192,3.934,2.6,11.312,0.968066,6.258,22.8002,2015,8,3,20153
해양환경측정망,가막만3_환경관리,2015-11-16,127.69028,34.62139,295.867,32.1784,17.1243,0.683333,16.0,7.90743,8.08,386.204,13.734,18.755,49.812,1.5,91.49,1.04884,27.944,29.7079,2015,11,4,20154
해양환경측정망,가막만4_환경관리,2015-02-10,127.66111,34.7325,254.078,33.38,4.57,1.636,5.6,10.6661,8.16,32.42,0.154,2.077,2.926,3.0,5.222,1.07456,2.142,16.2831,2015,2,1,20151
해양환경측정망,가막만4_환경관리,2015-05-23,127.66111,34.7325,199.709,32.3244,20.5269,2.78,5.4,8.59886,8.24,478.996,0.266,1.488,0.77,3.0,2.674,1.75252,1.638,16.089,2015,5,2,20152
해양환경측정망,가막만4_환경관리,2015-08-14,127.66111,34.7325,224.1,32.0377,27.5666,1.6275,15.25,7.9853,8.15,17.612,0.392,4.278,0.574,3.9,5.838,2.04627,4.872,29.8285,2015,8,3,20153
해양환경측정망,가막만4_환경관리,2015-11-16,127.66111,34.7325,254.072,32.0368,16.6415,2.94,3.0,8.15509,8.09,172.144,1.092,11.563,3.57,3.5,24.178,1.37026,19.516,23.0975,2015,11,4,20154
해양환경측정망,가막만5_환경관리,2015-02-10,127.64417,34.6975,263.044,33.42,4.51,1.816,10.6,10.8897,8.24,79.44,0.294,3.162,1.092,1.5,4.76,2.15449,3.374,18.0215,2015,2,1,20151
해양환경측정망,가막만5_환경관리,2015-05-23,127.64417,34.6975,209.255,32.3494,19.9775,3.86,7.2,8.82,8.28,697.816,0.392,0.837,1.19,1.2,3.668,1.83678,2.086,17.6901,2015,5,2,20152
해양환경측정망,가막만5_환경관리,2015-08-14,127.64417,34.6975,195.078,32.1388,27.2665,1.714,4.4,7.51761,8.11,41.748,0.56,5.239,0.378,4.1,4.76,1.52456,3.822,25.0672,2015,8,3,20153
해양환경측정망,가막만5_환경관리,2015-11-16,127.64417,34.6975,260.125,32.04,16.31,2.769,6.2,8.98652,8.12,302.624,2.996,12.524,14.266,2.6,33.656,2.33452,16.394,25.9207,2015,11,4,20154
해양환경측정망,감포연안1_연안,2015-02-15,129.5108333,35.79805556,273.384,34.2708,11.2303,0.53,1.2,9.03449,8.1,238.2,5.376,11.129,75.726,5.0,86.366,0.572139,5.264,19.9553,2015,2,1,20151
해양환경측정망,감포연안1_연안,2015-05-11,129.5108333,35.79805556,297.003,33.9475,14.4615,8.08,5.4,10.4613,8.24,17.92,0.686,0.899,4.886,3.0,6.538,2.02214,0.966,20.3304,2015,5,2,20152
해양환경측정망,감포연안1_연안,2015-08-10,129.5108333,35.79805556,158.727,32.1178,25.4429,0.828,2.3,9.40526,8.31,83.7,0.7,2.48,3.528,2.0,5.81,1.08842,1.582,21.4703,2015,8,3,20153
해양환경측정망,감포연안1_연안,2015-11-15,129.5108333,35.79805556,289.576,33.471,15.5513,0.1536,4.4,8.44459,8.22,376.6,13.02,13.702,90.72,3.0,107.002,0.879674,3.262,22.1827,2015,11,4,20154
해양환경측정망,감포연안2_연안,2015-02-15,129.5305556,35.81555556,265.181,34.2987,11.636,1.686,1.4,9.30267,8.12,202.7,5.152,9.703,67.41,6.0,77.448,0.704171,4.886,19.513,2015,2,1,20151
해양환경측정망,감포연안2_연안,2015-05-11,129.5305556,35.81555556,273.202,33.6347,14.9891,1.524,3.4,9.8159,8.28,1.512,0.336,1.054,0.854,3.0,1.624,2.30861,0.434,16.2282,2015,5,2,20152
해양환경측정망,감포연안2_연안,2015-08-10,129.5305556,35.81555556,192.225,32.0192,26.3617,1.0,1.9,9.04572,8.28,107.4,0.77,2.511,10.808,9.0,12.348,1.51806,0.77,17.6517,2015,8,3,20153
해양환경측정망,감포연안2_연안,2015-11-15,129.5305556,35.81555556,311.813,33.555,15.8565,0.292,3.8,8.1979,8.22,351.092,12.824,12.927,86.016,3.0,101.528,1.03192,2.688,20.7855,2015,11,4,20154
해양환경측정망,감포연안3_연안,2015-02-15,129.4883333,35.7075,249.78,34.3672,12.1473,1.406,2.2,9.00721,8.12,161.7,5.25,9.021,57.848,8.0,67.116,0.539131,4.018,16.6681,2015,2,1,20151
해양환경측정망,감포연안3_연안,2015-05-11,129.4883333,35.7075,281.959,33.9231,16.5346,7.92,4.2,9.96944,8.26,31.024,0.028,1.426,1.358,3.0,1.904,2.22436,0.518,20.5642,2015,5,2,20152
해양환경측정망,감포연안3_연안,2015-08-10,129.4883333,35.7075,180.536,32.3001,24.125,0.96,2.3,8.97974,8.3,78.1,0.63,2.48,2.744,7.0,3.794,1.12279,6.244,34.105,2015,8,3,20153
해양환경측정망,감포연안3_연안,2015-11-15,129.4883333,35.7075,298.803,33.5063,15.8979,0.312,4.2,8.18115,8.2,382.312,12.096,13.671,91.028,3.0,107.814,1.03192,4.69,21.2049,2015,11,4,20154
해양환경측정망,감포연안4_연안,2015-02-15,129.5005556,35.74638889,244.961,33.8818,15.4147,1.132,1.6,9.03966,8.14,151.7,5.32,8.401,55.076,9.0,64.568,0.605147,4.172,16.2248,2015,2,1,20151
해양환경측정망,감포연안4_연안,2015-05-11,129.5005556,35.74638889,264.092,33.8181,14.9231,6.72,4.3,10.0583,8.29,3.332,0.42,0.775,1.988,3.0,2.422,2.39287,0.014,18.8189,2015,5,2,20152
해양환경측정망,감포연안4_연안,2015-08-10,129.5005556,35.74638889,324.479,32.2222,24.661,1.732,3.0,9.12817,8.33,92.3,0.7,2.449,6.3,7.0,18.242,1.26028,11.242,33.6514,2015,8,3,20153
해양환경측정망,감포연안4_연안,2015-11-15,129.5005556,35.74638889,306.81,33.5696,15.8776,0.272,2.9,8.12837,8.22,343.252,11.242,12.834,88.536,5.0,102.662,1.28568,2.884,20.5183,2015,11,4,20154
해양환경측정망,감포연안H1_항만,2015-02-15,129.5055556,35.80694444,272.913,34.2412,10.1656,1.238,2.4,9.36402,8.1,249.1,5.166,11.718,75.488,6.0,88.13,0.852707,7.476,20.0285,2015,2,1,20151
해양환경측정망,감포연안H1_항만,2015-08-10,129.5055556,35.80694444,866.016,31.7797,26.938,2.34,3.9,9.68178,8.3,61.6,1.0,2.728,4.5,5.0,6.872,2.01644,1.372,18.5954,2015,8,3,20153
해양환경측정망,강구연안1_연안,2015-02-14,129.4205556,36.38055556,298.637,34.2028,9.6846,0.5,0.6,9.35532,8.08,250.5,3.066,11.346,76.832,13.0,82.684,0.643656,2.786,16.5249,2015,2,1,20151
해양환경측정망,강구연안1_연안,2015-05-10,129.4205556,36.38055556,221.884,33.9093,15.8986,0.312,1.6,9.39,8.21,87.724,0.308,0.837,0.77,7.0,1.358,1.39865,0.28,10.8038,2015,5,2,20152
해양환경측정망,강구연안1_연안,2015-08-09,129.4205556,36.38055556,775.302,33.6879,18.3986,0.756,2.0,11.228,8.3,12.964,0.266,3.007,2.926,5.0,11.732,1.09129,8.54,13.582,2015,8,3,20153
해양환경측정망,강구연안1_연안,2015-11-10,129.4205556,36.38055556,278.674,33.6737,16.3035,0.492,1.0,8.11377,8.23,264.6,12.908,10.974,78.918,13.0,96.278,0.84584,4.452,17.0829,2015,11,4,20154
해양환경측정망,강구연안2_연안,2015-02-14,129.3975,36.35,191.015,34.2112,9.4765,0.0694,1.6,9.22604,8.08,278.4,2.898,12.307,82.88,13.0,93.66,0.775688,7.882,20.2855,2015,2,1,20151
해양환경측정망,강구연안2_연안,2015-05-10,129.3975,36.35,227.732,33.9271,15.9381,0.129,1.3,9.38,8.21,89.404,0.406,0.775,1.022,8.0,1.932,1.26384,0.504,10.1519,2015,5,2,20152
해양환경측정망,강구연안2_연안,2015-08-09,129.3975,36.35,137.345,33.3382,22.2969,0.1794,2.6,10.1814,8.27,17.22,0.238,2.263,1.694,8.0,3.682,0.816316,1.75,12.6778,2015,8,3,20153
해양환경측정망,강구연안2_연안,2015-11-10,129.3975,36.35,257.651,33.6756,16.1092,0.362,0.6,8.26761,8.24,257.516,11.27,10.695,75.278,13.0,91.546,0.981174,4.998,16.3965,2015,11,4,20154
해양환경측정망,강구연안H1_항만,2015-02-14,129.3905556,36.35666667,326.289,34.0981,9.6222,0.356,0.7,9.43615,8.09,276.8,2.912,12.896,79.212,8.0,99.694,0.759184,17.57,19.3992,2015,2,1,20151
해양환경측정망,강구연안H1_항만,2015-08-09,129.3905556,36.35666667,697.646,32.4232,19.9667,4.05333,4.6,11.1202,8.26,349.02,0.8,4.96,3.8,2.0,10.256,1.72715,5.656,26.8755,2015,8,3,20153
해양환경측정망,강릉연안1_연안,2015-02-11,128.9616667,37.78166667,245.098,33.9957,5.366,2.72,1.5,10.6137,8.13,204.4,3.22,9.362,64.148,11.0,91.21,0.553398,23.842,20.2901,2015,2,1,20151
해양환경측정망,강릉연안1_연안,2015-05-09,128.9616667,37.78166667,224.572,34.0256,11.3011,1.548,1.4,10.38,8.17,89.88,0.77,3.038,4.592,9.0,31.122,0.859411,25.76,12.6914,2015,5,2,20152
해양환경측정망,강릉연안1_연안,2015-08-07,128.9616667,37.78166667,248.889,32.8695,24.3814,0.65,2.1,8.57505,8.18,21.2,0.364,1.674,2.156,12.0,11.298,1.38631,8.778,10.7517,2015,8,3,20153
해양환경측정망,강릉연안1_연안,2015-11-21,128.9616667,37.78166667,175.1,32.9301,13.7307,0.79,1.2,9.08882,8.2,212.8,2.268,5.239,31.318,10.0,46.466,1.96235,12.88,9.23025,2015,11,4,20154
해양환경측정망,강릉연안2_연안,2015-02-11,128.9555556,37.78,221.883,34.0991,5.5362,2.42,2.2,10.5879,8.13,179.8,2.702,9.424,56.588,13.0,81.186,0.359978,21.896,19.7216,2015,2,1,20151
해양환경측정망,강릉연안2_연안,2015-05-09,128.9555556,37.78,198.948,34.0206,10.8153,2.08,1.6,10.7,8.15,58.38,0.308,1.705,2.016,10.0,4.676,0.724602,2.352,10.4858,2015,5,2,20152
해양환경측정망,강릉연안2_연안,2015-08-07,128.9555556,37.78,238.729,32.8821,24.0505,0.472,2.6,8.51209,8.17,23.7,0.364,1.581,1.946,14.0,5.992,1.28319,3.682,9.72036,2015,8,3,20153
해양환경측정망,강릉연안2_연안,2015-11-21,128.9555556,37.78,186.574,32.774,13.4856,0.87,1.6,9.09376,8.2,222.908,2.38,5.394,32.62,10.0,49.112,2.36835,14.112,9.89241,2015,11,4,20154
해양환경측정망,강릉연안3_연안,2015-02-11,128.9761111,37.76972222,225.026,34.0532,5.3118,0.378,1.2,10.5691,8.11,209.6,3.01,10.106,61.81,11.0,74.354,0.279386,9.534,17.5035,2015,2,1,20151
해양환경측정망,강릉연안3_연안,2015-05-09,128.9761111,37.76972222,321.226,33.7609,12.0688,1.66,2.0,10.2,8.16,112.448,2.156,4.278,6.916,8.0,106.498,0.539238,97.426,13.8353,2015,5,2,20152
해양환경측정망,강릉연안3_연안,2015-08-07,128.9761111,37.76972222,243.998,33.0015,25.3347,0.354,1.8,8.28186,8.17,25.9,0.28,1.612,1.848,13.0,6.356,1.07696,4.228,10.0824,2015,8,3,20153
해양환경측정망,강릉연안3_연안,2015-11-21,128.9761111,37.76972222,203.452,32.8322,13.6502,0.614,1.1,8.73756,8.2,256.368,2.45,6.386,41.258,11.0,60.326,1.20109,16.618,9.77864,2015,11,4,20154
해양환경측정망,강릉연안4_연안,2015-02-11,128.9316667,37.80638889,219.406,34.0906,5.4163,2.12,1.5,10.5267,8.13,182.2,2.8,9.982,59.332,11.0,74.032,0.601754,11.9,18.7668,2015,2,1,20151
해양환경측정망,강릉연안4_연안,2015-05-09,128.9316667,37.80638889,204.928,34.0146,11.6877,1.464,1.7,10.46,8.17,68.684,0.518,1.705,3.388,10.0,8.764,0.370726,4.858,9.7464,2015,5,2,20152
해양환경측정망,강릉연안4_연안,2015-08-07,128.9316667,37.80638889,248.38,32.9028,25.4985,0.236,1.5,8.22859,8.16,25.4,0.294,1.643,2.198,14.0,12.04,1.07696,9.548,9.31054,2015,8,3,20153
해양환경측정망,강릉연안4_연안,2015-11-21,128.9316667,37.80638889,184.121,32.7938,13.3565,0.626,1.6,9.14487,8.2,212.324,1.778,4.867,29.316,12.0,43.232,0.930424,12.138,9.92372,2015,11,4,20154
해양환경측정망,강릉연안5_연안,2015-02-11,129.0808333,37.66444444,231.351,34.0958,6.1454,0.1796,1.0,10.3336,8.12,254.5,3.276,11.749,75.754,13.0,83.916,0.311622,4.886,18.4726,2015,2,1,20151
해양환경측정망,강릉연안5_연안,2015-05-09,129.0808333,37.66444444,187.076,34.0928,12.7756,0.0076,1.7,9.89,8.14,63.672,0.126,1.426,0.532,12.0,2.618,0.539238,1.96,7.62817,2015,5,2,20152
해양환경측정망,강릉연안5_연안,2015-08-07,129.0808333,37.66444444,245.383,32.8808,26.0066,0.1246,1.5,7.92459,8.16,16.744,0.308,1.426,4.004,14.0,15.848,0.922294,11.536,9.41067,2015,8,3,20153
해양환경측정망,강릉연안5_연안,2015-11-21,129.0808333,37.66444444,179.037,32.9249,13.6918,0.248,1.2,9.16379,8.21,196.924,2.17,4.371,28.588,11.0,42.182,1.04884,11.424,8.94753,2015,11,4,20154
해양환경측정망,강릉연안6_연안,2015-02-11,129.0372222,37.71666667,227.988,34.0748,5.3671,1.836,1.1,10.5402,8.11,199.4,2.87,9.796,60.326,13.0,69.776,0.762938,6.58,17.9031,2015,2,1,20151
해양환경측정망,강릉연안6_연안,2015-05-09,129.0372222,37.71666667,185.882,34.1409,12.4277,1.304,2.0,10.68,8.22,26.124,0.098,0.806,1.022,8.0,3.29,0.808858,2.17,9.09602,2015,5,2,20152
해양환경측정망,강릉연안6_연안,2015-08-07,129.0372222,37.71666667,131.496,32.8278,26.6948,0.1084,1.4,7.86675,8.17,16.464,0.28,1.488,4.494,10.0,6.454,1.05978,1.68,9.68595,2015,8,3,20153
해양환경측정망,강릉연안6_연안,2015-11-21,129.0372222,37.71666667,195.55,32.8616,13.7745,0.592,1.5,8.98354,8.2,216.496,2.394,5.208,40.572,12.0,57.666,0.676672,14.7,9.17848,2015,11,4,20154
해양환경측정망,강릉연안7_연안,2015-02-11,128.9952778,37.75083333,230.38,34.0803,5.3807,1.782,1.2,10.6838,8.13,188.7,2.94,9.486,59.15,11.0,68.6,0.682346,6.51,17.7918,2015,2,1,20151
해양환경측정망,강릉연안7_연안,2015-05-09,128.9952778,37.75083333,191.651,34.0859,12.3654,1.086,1.6,10.39,8.19,60.088,0.336,1.333,2.856,8.0,3.85,0.589792,0.658,11.2824,2015,5,2,20152
해양환경측정망,강릉연안7_연안,2015-08-07,128.9952778,37.75083333,262.128,33.0131,25.2643,0.15,1.2,8.24877,8.17,26.6,0.294,1.395,1.876,13.0,4.956,1.19726,2.786,10.9244,2015,8,3,20153
해양환경측정망,강릉연안7_연안,2015-11-21,128.9952778,37.75083333,187.378,32.8406,13.7353,0.776,1.5,9.20814,8.2,222.516,2.24,5.177,31.458,11.0,46.452,0.930424,12.754,10.4451,2015,11,4,20154
해양환경측정망,거제도남안1_연안,2015-02-07,128.5580556,34.81333333,192.842,33.85,8.08,2.26,12.4,7.40425,8.4,583.072,0.196,6.634,6.634,5.5,7.992,2.04099,1.162,20.2669,2015,2,1,20151
해양환경측정망,거제도남안1_연안,2015-05-19,128.5580556,34.81333333,481.327,31.5484,18.3891,3.04,8.6,8.26165,8.29,137.508,0.49,0.682,1.862,4.1,3.024,1.46044,0.672,18.999,2015,5,2,20152
해양환경측정망,거제도남안1_연안,2015-08-09,128.5580556,34.81333333,198.82,32.6323,27.7042,1.502,7.8,8.59155,8.03,316.0,0.868,7.75,2.338,4.7,8.246,1.35193,5.04,20.8388,2015,8,3,20153
해양환경측정망,거제도남안1_연안,2015-11-10,128.5580556,34.81333333,281.117,31.6625,16.8055,3.70667,8.7,8.92851,8.08,761.628,4.424,16.244,23.954,3.8,46.158,1.56198,17.78,25.9169,2015,11,4,20154
해양환경측정망,거제도남안2_연안,2015-02-07,128.52,34.78083333,199.22,33.96,9.48,4.62,4.7,10.5801,8.3,467.5,1.302,9.641,9.641,3.5,14.471,1.13327,3.528,21.2353,2015,2,1,20151
해양환경측정망,거제도남안2_연안,2015-05-19,128.52,34.78083333,435.733,32.6247,16.6795,2.1,8.1,8.24479,8.26,107.212,1.386,1.674,7.546,3.7,14.728,1.39303,5.796,18.2469,2015,5,2,20152
해양환경측정망,거제도남안2_연안,2015-08-09,128.52,34.78083333,208.408,32.92,26.1196,1.408,9.3,8.85138,8.13,59.1,0.896,3.999,3.318,3.6,5.25,1.33475,1.036,18.742,2015,8,3,20153
해양환경측정망,거제도남안2_연안,2015-11-10,128.52,34.78083333,415.794,32.6056,17.5302,0.74,4.7,6.53882,7.98,656.04,18.466,29.853,91.84,3.2,175.196,0.631561,64.89,32.4728,2015,11,4,20154
해양환경측정망,거제도남안3_연안,2015-02-07,128.5402778,34.72277778,253.889,34.14,11.59,1.044,4.0,9.01456,8.17,347.8,6.23,14.167,90.104,3.0,97.482,0.539131,1.148,22.4778,2015,2,1,20151
해양환경측정망,거제도남안3_연안,2015-05-19,128.5402778,34.72277778,238.05,33.5914,14.7351,1.014,6.3,7.58723,8.22,254.94,3.934,8.215,51.912,3.9,69.216,0.449365,13.37,20.7867,2015,5,2,20152
해양환경측정망,거제도남안3_연안,2015-08-17,128.5402778,34.72277778,188.859,32.7255,21.5006,3.76,7.7,7.84672,8.15,325.9,2.94,6.231,22.96,5.2,32.704,0.836366,6.804,13.786,2015,8,3,20153
해양환경측정망,거제도남안3_연안,2015-11-09,128.5402778,34.72277778,317.548,32.6526,17.7366,0.598,4.1,7.10342,8.1,411.124,14.602,16.678,77.266,5.3,104.216,0.936063,12.348,21.5527,2015,11,4,20154
해양환경측정망,거제도남안4_연안,2015-02-07,128.6427778,34.67388889,234.064,34.17,11.9,1.088,13.0,8.72211,8.17,317.4,5.992,13.392,86.478,5.0,93.73,0.539131,1.26,19.8893,2015,2,1,20151
해양환경측정망,거제도남안4_연안,2015-05-19,128.6427778,34.67388889,185.883,33.4863,15.4369,1.048,4.1,8.00875,8.27,165.956,2.52,2.79,29.638,5.7,35.448,0.718985,3.29,17.3984,2015,5,2,20152
해양환경측정망,거제도남안4_연안,2015-08-17,128.6427778,34.67388889,174.249,31.9559,24.194,1.958,10.0,7.65618,8.2,253.8,1.456,3.379,10.43,6.8,12.138,1.14571,5.264,9.03185,2015,8,3,20153
해양환경측정망,거제도남안4_연안,2015-11-09,128.6427778,34.67388889,278.702,32.352,18.2183,1.044,13.56,7.73367,8.16,258.832,7.252,8.587,41.972,6.8,61.278,0.800729,12.054,16.6768,2015,11,4,20154
해양환경측정망,거제도동안1_연안,2015-02-07,128.7333333,34.90944444,233.749,34.0,11.02,1.958,5.4,9.1866,8.08,314.6,6.762,12.276,99.26,5.0,108.486,0.588643,2.464,22.1355,2015,2,1,20151
해양환경측정망,거제도동안1_연안,2015-05-19,128.7333333,34.90944444,246.382,32.053,15.9658,7.08,12.4,10.032,8.31,57.708,1.652,0.403,10.374,3.2,14.42,2.4041,2.394,18.7166,2015,5,2,20152
