"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","규산염[μg/L]","reasil_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc","총인[μg/L]","totp_qc"
"해양환경측정망","가로림연안2_연안","2005-05-01 00:00:00","126.3133333","36.99","0","0","표층","414.7","2","31.51","1","12.18","1","4.00628","1","11.4","2","9.87","1","8.05","2","1","1","2","2","6","1","227","1","1.4","2","244","2","1.3068","2","15","2","","","28.6","2"
"해양환경측정망","가로림연안2_연안","2005-05-01 00:00:00","126.3133333","36.99","0","20","저층","401.5","2","31.56","1","11.7","1","4.20288","1","25.4","2","9.53","1","8.04","2","9.38714","1","1","2","11","1","190","1","","","206","2","1.8612","2","15","2","","","26.4","2"
"해양환경측정망","가로림연안2_연안","2005-08-01 00:00:00","126.3133333","36.99","0","0","표층","1091.2","2","30.88","1","21.9","1","2.56868","1","12.4","2","6.6","1","8.14","2","135.688","1","6","2","10","1","109","1","2.7","2","118","2","0.869088","2","3","2","","","31.9","2"
"해양환경측정망","가로림연안2_연안","2005-08-01 00:00:00","126.3133333","36.99","0","17","저층","1027.4","2","30.93","1","21.72","1","2.91972","1","19.4","2","6.56","1","8.13","2","53.1891","1","6","2","8","1","59","1","","","85","2","0.750576","2","20","2","","","35.2","2"
"해양환경측정망","가로림연안2_연안","2005-11-01 00:00:00","126.3133333","36.99","0","0","표층","497.2","2","31.58","1","16.85","1","0.81316","1","9.6","2","7.56","1","8.08","2","188.667","1","12","2","34","1","257","1","2","2","275","2","0.71676","2","6","2","","","49.5","2"
"해양환경측정망","가로림연안2_연안","2005-11-01 00:00:00","126.3133333","36.99","0","13","저층","424.6","2","31.7","1","17.01","1","1.03588","1","8.6","2","7.29","1","8.08","2","207.744","1","8","2","21","1","198","1","","","241","2","0.75658","2","35","2","","","36.3","2"
"해양환경측정망","가로림연안3_연안","2005-02-01 00:00:00","126.2","36.94166667","0","0","표층","495.268","2","31.31","1","2.99","1","0.83936","1","27.4","2","11.07","1","7.91","2","382.056","1","1","2","23","1","343","1","0.8","2","355","2","1.06101","2","11","2","","","49.5","2"
"해양환경측정망","가로림연안3_연안","2005-02-01 00:00:00","126.2","36.94166667","0","35","저층","497.334","2","31.31","1","2.92","1","0.5604","1","40.8","2","10.32","1","7.9","2","371.813","1","1","2","23","1","365","1","","","381","2","1.42828","2","15","2","","","53.9","2"
"해양환경측정망","가로림연안3_연안","2005-05-01 00:00:00","126.2","36.94166667","0","0","표층","432.3","2","31.57","1","11.4","1","3.5042","1","9.8","2","10.42","1","8.07","2","6.58476","1","1","2","8","1","202","1","1.2","2","219","2","0.8316","2","16","2","","","26.4","2"
"해양환경측정망","가로림연안3_연안","2005-05-01 00:00:00","126.2","36.94166667","0","34","저층","374","2","31.6","1","11.17","1","3.34724","1","23.4","2","9.68","1","8.05","2","1","1","0","2","10","1","227","1","","","243","2","1.3068","2","16","2","","","27.5","2"
"해양환경측정망","가로림연안3_연안","2005-08-01 00:00:00","126.2","36.94166667","0","0","표층","916.3","2","31.13","1","20.86","1","1.848","1","7.4","2","7.48","1","8.16","2","55.5366","1","6","2","12","1","70","1","5.5","2","84","2","1.0271","2","8","2","","","27.5","2"
"해양환경측정망","가로림연안3_연안","2005-08-01 00:00:00","126.2","36.94166667","0","30","저층","979","2","31.14","1","20.87","1","1.78972","1","8.6","2","6.86","1","8.15","2","143.708","1","3","2","6","1","13","1","","","17","2","0.948096","2","1","2","","","28.6","2"
"해양환경측정망","가로림연안3_연안","2005-11-01 00:00:00","126.2","36.94166667","0","0","표층","405.9","2","31.96","1","17.32","1","0.83684","1","7.4","2","7.61","1","8.1","2","138.013","1","7","2","26","1","185","1","2.1","2","197","2","0.67694","2","5","2","","","37.4","2"
"해양환경측정망","가로림연안3_연안","2005-11-01 00:00:00","126.2","36.94166667","0","33","저층","445.5","2","31.96","1","17.31","1","2.71904","1","7.4","2","7.29","1","8.08","2","264.674","1","6","2","31","1","199","1","","","218","2","0.5973","2","13","2","","","34.1","2"
"해양환경측정망","가막만1_환경관리","2005-02-01 00:00:00","127.73417","34.7225","0","0","표층","205.051","2","33.68","1","5.35","1","2.30494","1","3.8","2","10.5848","1","8.12","2","110.768","1","0.784","2","2.418","1","25.928","1","2.5","2","33.6733","2","1.41305","2","6.96127","2","","","32.3206","2"
"해양환경측정망","가막만1_환경관리","2005-02-01 00:00:00","127.73417","34.7225","0","10","저층","181.51","2","33.73","1","4.96","1","2.77558","1","5.2","2","10.6431","1","8.12","2","115.234","1","1.792","2","1.488","1","34.034","1","","","45.5019","2","1.03446","2","9.67593","2","","","36.2474","2"
"해양환경측정망","가막만1_환경관리","2005-05-01 00:00:00","127.73417","34.7225","0","0","표층","322","2","33","1","19.33","1","5.25","1","12.8","2","7.93","1","8.15","2","257","1","1","2","5","1","26","1","2","2","35","2","1.3","2","8","2","","","41","2"
"해양환경측정망","가막만1_환경관리","2005-05-01 00:00:00","127.73417","34.7225","0","11","저층","288","2","33.38","1","18.67","1","5.56","1","13.2","2","7.73","1","8.15","2","250","1","0","2","1","1","15","1","","","23","2","1.5","2","8","2","","","70","2"
"해양환경측정망","가막만1_환경관리","2005-08-01 00:00:00","127.73417","34.7225","0","0","표층","451.874","2","31.787","1","26.013","1","5.84","1","18.6","2","7.73","1","8.221","2","121","1","1","2","14","1","43","1","2","2","59","2","3.26","2","15","2","","","37.9994","2"
"해양환경측정망","가막만1_환경관리","2005-08-01 00:00:00","127.73417","34.7225","0","12","저층","376.349","2","32.426","1","25.485","1","5.08","1","23","2","6.94","1","8.142","2","325","1","2","2","21","1","40","1","","","57","2","2.57","2","15","2","","","57.1469","2"
"해양환경측정망","가막만1_환경관리","2005-11-01 00:00:00","127.73417","34.7225","0","0","표층","752.902","2","32.2","1","16.58","1","4.59706","1","7.2","2","8.14999","1","7.9","2","543.966","1","5.96129","2","26.3427","1","65.4815","1","3","2","109.16","2","0.954476","2","37.7176","2","","","28","2"
"해양환경측정망","가막만1_환경관리","2005-11-01 00:00:00","127.73417","34.7225","0","16","저층","699.834","2","32.16","1","16.36","1","3.16886","1","4","2","9.01019","1","7.96","2","329.299","1","2.58925","2","12.5164","1","43.8758","1","","","65.5709","2","0.938479","2","19.1059","2","","","15","2"
"해양환경측정망","가막만2_환경관리","2005-02-01 00:00:00","127.68833","34.68917","0","0","표층","194.334","2","33.71","1","5.37","1","3.6453","1","6","2","10.7306","1","8.12","2","106.89","1","0.504","2","1.457","1","10.962","1","2.5","2","17.1885","2","2.08492","2","5.72254","2","","","30.3573","2"
"해양환경측정망","가막만2_환경관리","2005-02-01 00:00:00","127.68833","34.68917","0","6","저층","208.768","2","33.66","1","4.58","1","3.32106","1","6.4","2","10.8764","1","8.13","2","123.97","1","1.988","2","0.868","1","19.705","1","","","29.3922","2","1.22642","2","7.69923","2","","","29.1078","2"
"해양환경측정망","가막만2_환경관리","2005-05-01 00:00:00","127.68833","34.68917","0","0","표층","245","2","32.93","1","19.35","1","2.7","1","4","2","8","1","8.17","2","187","1","0","2","6","1","18","1","3.2","2","26","2","0.72","2","8","2","","","30","2"
"해양환경측정망","가막만2_환경관리","2005-05-01 00:00:00","127.68833","34.68917","0","5","저층","435","2","32.92","1","18.85","1","3.03","1","6.4","2","8.02","1","8.17","2","220","1","0","2","11","1","33","1","","","40","2","0.61","2","7","2","","","37","2"
"해양환경측정망","가막만2_환경관리","2005-08-01 00:00:00","127.68833","34.68917","0","0","표층","434.755","2","32.464","1","27.254","1","3.27","1","3","2","7.11","1","8.112","2","217","1","1","2","16","1","21","1","2.2","2","35","2","1.35","2","13","2","","","29.6578","2"
"해양환경측정망","가막만2_환경관리","2005-08-01 00:00:00","127.68833","34.68917","0","6","저층","376.098","2","32.688","1","25.459","1","3.05","1","3.5","2","6.68","1","8.017","2","329","1","1","2","16","1","22","1","","","37","2","1.24","2","14","2","","","28.7099","2"
"해양환경측정망","가막만2_환경관리","2005-11-01 00:00:00","127.68833","34.68917","0","0","표층","578.565","2","32.21","1","16.46","1","4.84356","1","5","2","8.23747","1","8","2","350.838","1","5.14839","2","17.0282","1","44.2222","1","3.5","2","65.5941","2","1.38639","2","16.2235","2","","","22","2"
"해양환경측정망","가막만2_환경관리","2005-11-01 00:00:00","127.68833","34.68917","0","7","저층","701.078","2","32.34","1","16.53","1","3.64128","1","9.4","2","7.62513","1","8.02","2","341.744","1","4.51613","2","20.23","1","39.9172","1","","","61.3157","2","1.03446","2","16.8824","2","","","28","2"
"해양환경측정망","가막만3_환경관리","2005-02-01 00:00:00","127.69028","34.62139","0","0","표층","193.956","2","33.93","1","6.89","1","3.99536","1","8.4","2","10.3224","1","8.1","2","118.594","1","1.218","2","3.689","1","34.622","1","2.3","2","42.2742","2","1.09311","2","6.43415","2","","","31.0712","2"
"해양환경측정망","가막만3_환경관리","2005-02-01 00:00:00","127.69028","34.62139","0","9","저층","218","2","33.99","1","6.85","1","3.9034","1","6","2","10.2495","1","8.1","2","114.702","1","2.478","2","3.224","1","16.576","1","","","31","2","1.01846","2","12","2","","","30.7142","2"
"해양환경측정망","가막만3_환경관리","2005-05-01 00:00:00","127.69028","34.62139","0","0","표층","147","2","33.2","1","18.99","1","2.09","1","3.4","2","7.84","1","8.2","2","172","1","1","2","8","1","11","1","2.5","2","19","2","0.82","2","7","2","","","37","2"
"해양환경측정망","가막만3_환경관리","2005-05-01 00:00:00","127.69028","34.62139","0","7","저층","240","2","33.61","1","16.92","1","4.01","1","7.4","2","8.05","1","8.18","2","184","1","1","2","10","1","12","1","","","21","2","1.94","2","8","2","","","33","2"
"해양환경측정망","가막만3_환경관리","2005-08-01 00:00:00","127.69028","34.62139","0","0","표층","418.895","2","32.694","1","24.575","1","3.88","1","4.1","2","7.06","1","8.141","2","392","1","3","2","14","1","34","1","2.2","2","52","2","0.99","2","15","2","","","38.5681","2"
"해양환경측정망","가막만3_환경관리","2005-08-01 00:00:00","127.69028","34.62139","0","9","저층","431.483","2","32.726","1","23.797","1","3.07","1","10.2","2","6.88","1","8.148","2","412","1","2","2","16","1","21","1","","","41","2","1.67","2","18","2","","","40.0847","2"
"해양환경측정망","가막만3_환경관리","2005-11-01 00:00:00","127.69028","34.62139","0","0","표층","708.955","2","32.48","1","16.72","1","1.82522","1","8.4","2","7.50849","1","7.93","2","508.786","1","5.63011","2","18.1925","1","64.719","1","1.7","2","101.726","2","1.13044","2","31.3765","2","","","53.2022","2"
"해양환경측정망","가막만3_환경관리","2005-11-01 00:00:00","127.69028","34.62139","0","9","저층","661.277","2","32.57","1","16.62","1","1.0295","1","9.2","2","7.10026","1","7.93","2","543.009","1","5.23871","2","34.784","1","56.8105","1","","","86.9198","2","0.68253","2","24.8706","2","","","41","2"
"해양환경측정망","감포연안1_연안","2005-02-01 00:00:00","129.5108333","35.79805556","0","0","표층","116","2","34.03","1","12.83","1","0.17","1","6.8","2","9.87","1","7.91","2","235","1","7","2","9","1","22","1","5.5","2","36","2","0.16","2","7","2","","","19","2"
"해양환경측정망","감포연안1_연안","2005-02-01 00:00:00","129.5108333","35.79805556","0","26","저층","146","2","34.05","1","12.62","1","0.31","1","6.4","2","9.61","1","7.89","2","251","1","7","2","9","1","47","1","","","68","2","0.32","2","13","2","","","25","2"
"해양환경측정망","감포연안1_연안","2005-05-01 00:00:00","129.5108333","35.79805556","0","0","표층","69","2","32.74","1","16.16","1","1.85","1","7.6","2","8.78","1","7.95","2","142","1","2","2","10","1","14","1","4","2","29","2","0.86","2","13","2","","","16","2"
"해양환경측정망","감포연안1_연안","2005-05-01 00:00:00","129.5108333","35.79805556","0","29","저층","76","2","32.85","1","13.78","1","1.62","1","8.4","2","8.61","1","7.87","2","217","1","3","2","13","1","20","1","","","51","2","1.22","2","28","2","","","20","2"
"해양환경측정망","감포연안1_연안","2005-08-01 00:00:00","129.5108333","35.79805556","0","0","표층","64","2","33.28","1","18.49","1","2.27","1","6.7","2","8.79","1","7.99","2","49","1","2","2","2","1","5","1","9","2","19","2","1.16","2","13","2","","","38","2"
"해양환경측정망","감포연안1_연안","2005-08-01 00:00:00","129.5108333","35.79805556","0","29","저층","59","2","33.77","1","12.13","1","4.54","1","7","2","8.61","1","7.92","2","97","1","2","2","2","1","6","1","","","20","2","1.04","2","12","2","","","45","2"
"해양환경측정망","감포연안1_연안","2005-11-01 00:00:00","129.5108333","35.79805556","0","0","표층","89","2","33.48","1","18.2","1","1.87","1","6.3","2","9.43","1","8.03","2","371","1","8","2","21","1","64","1","7","2","77","2","0.76","2","5","2","","","36","2"
"해양환경측정망","감포연안1_연안","2005-11-01 00:00:00","129.5108333","35.79805556","0","30","저층","116","2","34.06","1","13.19","1","1.39","1","6.9","2","8.01","1","7.95","2","460","1","9","2","30","1","98","1","","","114","2","1.48","2","7","2","","","45","2"
"해양환경측정망","감포연안2_연안","2005-02-01 00:00:00","129.5305556","35.81555556","0","0","표층","107","2","34.03","1","13.05","1","0.01","1","6.7","2","9.82","1","7.9","2","143","1","7","2","6","1","41","1","5","2","54","2","0.48","2","6","2","","","21","2"
"해양환경측정망","감포연안2_연안","2005-02-01 00:00:00","129.5305556","35.81555556","0","44","저층","112","2","32.93","1","12.62","1","1.78","1","8.2","2","9.79","1","7.86","2","246","1","8","2","7","1","42","1","","","62","2","0.6","2","12","2","","","22","2"
"해양환경측정망","감포연안2_연안","2005-05-01 00:00:00","129.5305556","35.81555556","0","0","표층","61","2","32.76","1","15.03","1","1.27","1","7.8","2","8.93","1","7.91","2","146","1","3","2","15","1","21","1","4","2","43","2","1.7","2","20","2","","","17","2"
"해양환경측정망","감포연안2_연안","2005-05-01 00:00:00","129.5305556","35.81555556","0","44","저층","67","2","32.81","1","13.79","1","1.56","1","7.7","2","8.8","1","7.84","2","210","1","3","2","13","1","23","1","","","52","2","1.18","2","25","2","","","21","2"
"해양환경측정망","감포연안2_연안","2005-08-01 00:00:00","129.5305556","35.81555556","0","0","표층","52","2","33.26","1","18.82","1","1.71","1","6.1","2","9.15","1","8.02","2","65","1","2","2","16","1","4","1","8","2","17","2","0.76","2","11","2","","","40","2"
"해양환경측정망","감포연안2_연안","2005-08-01 00:00:00","129.5305556","35.81555556","0","43","저층","45","2","33.76","1","12.37","1","4.29","1","6.7","2","8.24","1","8","2","64","1","2","2","18","1","6","1","","","19","2","1","2","11","2","","","51","2"
"해양환경측정망","감포연안2_연안","2005-11-01 00:00:00","129.5305556","35.81555556","0","0","표층","87","2","33.41","1","17.07","1","1.96","1","6.8","2","9.89","1","8.04","2","313","1","9","2","20","1","35","1","6","2","45","2","0.64","2","2","2","","","32","2"
"해양환경측정망","감포연안2_연안","2005-11-01 00:00:00","129.5305556","35.81555556","0","44","저층","115","2","33.83","1","13.6","1","1.41","1","7.7","2","8.79","1","7.94","2","435","1","9","2","25","1","88","1","","","100","2","0.56","2","4","2","","","33","2"
"해양환경측정망","감포연안3_연안","2005-02-01 00:00:00","129.4883333","35.7075","0","0","표층","116","2","34.04","1","12.85","1","0.49","1","6.5","2","9.92","1","7.94","2","257","1","10","2","11","1","56","1","5","2","85","2","0.32","2","19","2","","","20","2"
"해양환경측정망","감포연안3_연안","2005-02-01 00:00:00","129.4883333","35.7075","0","27","저층","118","2","34.15","1","12.57","1","0.49","1","7.3","2","9.49","1","7.9","2","268","1","7","2","10","1","42","1","","","68","2","0.24","2","20","2","","","20","2"
"해양환경측정망","감포연안3_연안","2005-05-01 00:00:00","129.4883333","35.7075","0","0","표층","38","2","32.95","1","14.86","1","1.63","1","8","2","8.6","1","7.95","2","139","1","2","2","10","1","6","1","4","2","35","2","1.06","2","27","2","","","17","2"
"해양환경측정망","감포연안3_연안","2005-05-01 00:00:00","129.4883333","35.7075","0","32","저층","64","2","32.97","1","13.89","1","1.58","1","7.8","2","8.43","1","7.89","2","222","1","3","2","13","1","23","1","","","42","2","0.54","2","16","2","","","21","2"
"해양환경측정망","감포연안3_연안","2005-08-01 00:00:00","129.4883333","35.7075","0","0","표층","34","2","33.32","1","18.06","1","1.52","1","6.8","2","9.2","1","7.99","2","69","1","2","2","18","1","6","1","13","2","17","2","0.96","2","10","2","","","40","2"
"해양환경측정망","감포연안3_연안","2005-08-01 00:00:00","129.4883333","35.7075","0","35","저층","26","2","33.75","1","12.74","1","4.27","1","6.8","2","8.45","1","7.95","2","56","1","2","2","19","1","4","1","","","17","2","0.92","2","12","2","","","71","2"
"해양환경측정망","감포연안3_연안","2005-11-01 00:00:00","129.4883333","35.7075","0","0","표층","78","2","33.41","1","17.05","1","2.16","1","6.4","2","9.91","1","8.03","2","300","1","7","2","18","1","30","1","7","2","38","2","0.46","2","1","2","","","31","2"
"해양환경측정망","감포연안3_연안","2005-11-01 00:00:00","129.4883333","35.7075","0","30","저층","199","2","34.06","1","11.91","1","0.88","1","6.5","2","8.37","1","7.89","2","559","1","5","2","35","1","84","1","","","93","2","0.48","2","5","2","","","46","2"
"해양환경측정망","감포연안4_연안","2005-02-01 00:00:00","129.5005556","35.74638889","0","0","표층","74","2","34.03","1","13.04","1","0.19","1","6.5","2","9.95","1","8","2","96","1","4","2","1","1","29","1","5","2","43","2","0.52","2","10","2","","","11","2"
"해양환경측정망","감포연안4_연안","2005-02-01 00:00:00","129.5005556","35.74638889","0","36","저층","94","2","34.12","1","12.56","1","0.66","1","6.6","2","9.95","1","7.98","2","213","1","9","2","8","1","28","1","","","52","2","0.4","2","15","2","","","19","2"
"해양환경측정망","감포연안4_연안","2005-05-01 00:00:00","129.5005556","35.74638889","0","0","표층","74","2","32.52","1","14.92","1","1.2","1","8.8","2","8.32","1","7.94","2","145","1","2","2","10","1","4","1","4.5","2","19","2","0.54","2","13","2","","","12","2"
"해양환경측정망","감포연안4_연안","2005-05-01 00:00:00","129.5005556","35.74638889","0","35","저층","63","2","33.43","1","12.92","1","0.76","1","8","2","7.82","1","7.78","2","257","1","4","2","15","1","21","1","","","45","2","0.34","2","19","2","","","17","2"
"해양환경측정망","감포연안4_연안","2005-08-01 00:00:00","129.5005556","35.74638889","0","0","표층","39","2","33.35","1","16.52","1","1.78","1","9.1","2","9.17","1","8.01","2","70","1","2","2","19","1","3","1","12","2","24","2","0.84","2","19","2","","","51","2"
"해양환경측정망","감포연안4_연안","2005-08-01 00:00:00","129.5005556","35.74638889","0","37","저층","55","2","33.42","1","10.4","1","4.88","1","7.7","2","7.96","1","8","2","217","1","3","2","21","1","20","1","","","45","2","1.04","2","22","2","","","69","2"
"해양환경측정망","감포연안4_연안","2005-11-01 00:00:00","129.5005556","35.74638889","0","0","표층","84","2","33.42","1","17.09","1","3.04","1","7.7","2","9.74","1","8","2","327","1","6","2","19","1","57","1","7","2","71","2","0.56","2","7","2","","","31","2"
"해양환경측정망","감포연안4_연안","2005-11-01 00:00:00","129.5005556","35.74638889","0","35","저층","100","2","34","1","13.32","1","1.14","1","7.2","2","8.5","1","7.86","2","479","1","7","2","32","1","89","1","","","99","2","0.44","2","4","2","","","40","2"
"해양환경측정망","감포연안H1_항만","2005-02-01 00:00:00","129.5055556","35.80694444","0","0","표층","141","2","34.01","1","11.08","1","0.05","1","6.6","2","10.17","1","7.69","2","311","1","8","2","12","1","74","1","4.5","2","114","2","0.52","2","32","2","","","27","2"
"해양환경측정망","감포연안H1_항만","2005-02-01 00:00:00","129.5055556","35.80694444","0","7","저층","133","2","34.08","1","11.06","1","0.13","1","6.3","2","9.24","1","7.65","2","287","1","8","2","16","1","71","1","","","119","2","0.72","2","41","2","","","27","2"
"해양환경측정망","감포연안H1_항만","2005-08-01 00:00:00","129.5055556","35.80694444","0","0","표층","68","2","33.4","1","18.2","1","4.9","1","2.6","2","8.45","1","7.99","2","45","1","3","2","13","1","10","1","3","2","46","2","1.2","2","33","2","","","62","2"
"해양환경측정망","감포연안H1_항만","2005-08-01 00:00:00","129.5055556","35.80694444","0","7","저층","76","2","33.54","1","16.59","1","4.12","1","7.2","2","8.08","1","7.95","2","35","1","2","2","2","1","7","1","","","22","2","0.32","2","14","2","","","45","2"
"해양환경측정망","강구연안1_연안","2005-02-01 00:00:00","129.4205556","36.38055556","0","0","표층","88","2","34.09","1","11.12","1","0.09","1","6.3","2","9.61","1","8.03","2","296","1","7","2","41","1","60","1","15","2","85","2","0.78","2","17","2","","","47","2"
"해양환경측정망","강구연안1_연안","2005-02-01 00:00:00","129.4205556","36.38055556","0","53","저층","133","2","33.94","1","9.58","1","0.2","1","6.6","2","9.59","1","7.96","2","273","1","7","2","13","1","88","1","","","101","2","0.86","2","6","2","","","19","2"
"해양환경측정망","강구연안1_연안","2005-05-01 00:00:00","129.4205556","36.38055556","0","0","표층","177","2","33.02","1","13.04","1","7.52","1","9","2","9.36","1","8.04","2","19","1","1","2","7","1","4","1","9","2","14","2","2.06","2","9","2","","","19","2"
"해양환경측정망","강구연안1_연안","2005-05-01 00:00:00","129.4205556","36.38055556","0","53","저층","55","2","33.09","1","10.83","1","3.54","1","8","2","9.26","1","7.96","2","165","1","3","2","13","1","31","1","","","50","2","1.66","2","16","2","","","18","2"
"해양환경측정망","강구연안1_연안","2005-08-01 00:00:00","129.4205556","36.38055556","0","0","표층","128","2","33","1","24.07","1","0.67","1","7","2","8.7","1","8.01","2","82","1","3","2","6","1","4","1","14.5","2","8","2","1.2","2","1","2","","","8","2"
"해양환경측정망","강구연안1_연안","2005-08-01 00:00:00","129.4205556","36.38055556","0","60","저층","41","2","33.62","1","6.86","1","0.32","1","7.4","2","8.47","1","7.74","2","172","1","4","2","9","1","7","1","","","22","2","1.24","2","11","2","","","14","2"
"해양환경측정망","강구연안1_연안","2005-11-01 00:00:00","129.4205556","36.38055556","0","0","표층","48","2","33.69","1","15.24","1","4.72","1","6.1","2","9.92","1","8.01","2","234","1","4","2","9","1","21","1","9","2","29","2","0.48","2","4","2","","","28","2"
"해양환경측정망","강구연안1_연안","2005-11-01 00:00:00","129.4205556","36.38055556","0","60","저층","129","2","34.02","1","9.87","1","1.43","1","6.5","2","8.9","1","7.8","2","488","1","6","2","27","1","59","1","","","69","2","0.36","2","4","2","","","36","2"
"해양환경측정망","강구연안2_연안","2005-02-01 00:00:00","129.3975","36.35","0","0","표층","212","2","33.49","1","10.9","1","0.25","1","6.2","2","9.51","1","8.02","2","357","1","10","2","8","1","95","1","15","2","116","2","0.38","2","12","2","","","24","2"
"해양환경측정망","강구연안2_연안","2005-02-01 00:00:00","129.3975","36.35","0","22","저층","183","2","34.08","1","10.89","1","1.3","1","6.6","2","9.1","1","7.95","2","295","1","11","2","13","1","56","1","","","86","2","0.42","2","19","2","","","20","2"
"해양환경측정망","강구연안2_연안","2005-05-01 00:00:00","129.3975","36.35","0","0","표층","44","2","32.9","1","13.35","1","3.59","1","8.1","2","9.51","1","8.03","2","32","1","1","2","9","1","2","1","9","2","12","2","1.14","2","9","2","","","13","2"
"해양환경측정망","강구연안2_연안","2005-05-01 00:00:00","129.3975","36.35","0","25","저층","79","2","32.94","1","12.25","1","2.77","1","8","2","9.2","1","7.94","2","43","1","1","2","8","1","9","1","","","21","2","0.66","2","11","2","","","19","2"
"해양환경측정망","강구연안2_연안","2005-08-01 00:00:00","129.3975","36.35","0","0","표층","103","2","33.1","1","24.09","1","2.23","1","7.3","2","8.32","1","8","2","88","1","3","2","10","1","4","1","13","2","14","2","1.52","2","7","2","","","11","2"
"해양환경측정망","강구연안2_연안","2005-08-01 00:00:00","129.3975","36.35","0","24","저층","89","2","33.56","1","11.75","1","0.34","1","6.9","2","8.19","1","7.81","2","136","1","3","2","5","1","6","1","","","15","2","1.08","2","6","2","","","17","2"
