"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc","총인[μg/L]","totp_qc"
"해양환경측정망","가로림연안2_연안","2001-05-01 00:00:00","126.3133333","36.99","0","0","표층","","","31.51","1","9.82","1","0.19","1","14.6","2","7.45677","1","7.87","2","8.0276","2","15.0174","1","161.042","1","1.5","2","246.781","2","1.06","2","77.7112","2","","","",""
"해양환경측정망","가로림연안2_연안","2001-05-01 00:00:00","126.3133333","36.99","0","20","저층","","","31.5","1","9.62","1","","","","","7.32821","1","7.87","2","9.7174","2","18.0493","1","182.448","1","","","254.136","2","1","2","61.971","2","","","",""
"해양환경측정망","가로림연안2_연안","2001-08-01 00:00:00","126.3133333","36.99","0","0","표층","218.598","2","31.02","1","22.74","1","0.1","1","8.8","2","6.61396","1","7.81","2","6.4204","2","10.0745","1","37.2022","1","1.8","2","75.7092","2","0.65","2","32.0866","2","","","42.819","2"
"해양환경측정망","가로림연안2_연안","2001-08-01 00:00:00","126.3133333","36.99","0","17","저층","172.704","2","31.04","1","22.59","1","","","","","6.68538","1","7.81","2","6.657","2","10.4617","1","44.338","1","","","89.5104","2","0.26","2","38.5154","2","","","46.2826","2"
"해양환경측정망","가로림연안2_연안","2001-11-01 00:00:00","126.3133333","36.99","0","0","표층","239.287","2","31.68","1","16.75","1","1.32","1","9","2","6.78538","1","8","2","2.44359","2","19.0354","1","79.7495","1","2.5","2","97.7154","2","1.26","2","15.5224","2","","","45.3111","2"
"해양환경측정망","가로림연안2_연안","2001-11-01 00:00:00","126.3133333","36.99","0","13","저층","264.038","2","31.68","1","16.73","1","","","","","6.81394","1","8.02","2","2.96178","2","21.7658","1","82.5703","1","","","134.443","2","1.23","2","48.9104","2","","","42.9041","2"
"해양환경측정망","가로림연안3_연안","2001-02-01 00:00:00","126.2","36.94166667","0","0","표층","81","2","31.36","1","3.22","1","0.31","1","51","2","10.8852","1","7.62","2","5","2","20","1","41","1","0.3","2","106","2","1.91","2","60","2","","","55","2"
"해양환경측정망","가로림연안3_연안","2001-02-01 00:00:00","126.2","36.94166667","0","35","저층","90","2","31.36","1","3.22","1","","","","","10.8852","1","7.62","2","5","2","16","1","42","1","","","108","2","1.51","2","61","2","","","37","2"
"해양환경측정망","가로림연안3_연안","2001-05-01 00:00:00","126.2","36.94166667","0","0","표층","","","32.7","1","8.58","1","0.11","1","14.8","2","5.95684","1","7.87","2","9.7622","2","14.1905","1","165.298","1","2","2","232.061","2","0.97","2","57.001","2","","","",""
"해양환경측정망","가로림연안3_연안","2001-05-01 00:00:00","126.2","36.94166667","0","34","저층","","","32.8","1","8.55","1","","","","","5.84257","1","7.88","2","8.54","2","16.1199","1","153.874","1","","","209.569","2","0.92","2","47.1548","2","","","",""
"해양환경측정망","가로림연안3_연안","2001-08-01 00:00:00","126.2","36.94166667","0","0","표층","123.343","2","31.18","1","21.81","1","0.16","1","39.2","2","6.78538","1","7.84","2","9.5984","2","14.5187","1","38.8906","1","5.2","2","74.3106","2","0.45","2","25.8216","2","","","42.6482","2"
"해양환경측정망","가로림연안3_연안","2001-08-01 00:00:00","126.2","36.94166667","0","30","저층","320.484","2","31.18","1","21.8","1","","","","","6.64253","1","7.84","2","9.3688","2","12.1929","1","45.7044","1","","","93.5858","2","0.42","2","38.5126","2","","","51.807","2"
"해양환경측정망","가로림연안3_연안","2001-11-01 00:00:00","126.2","36.94166667","0","0","표층","247.743","2","31.69","1","17.18","1","1.81","1","13.8","2","6.71395","1","8.01","2","3.50497","2","21.0832","1","62.1979","1","4","2","196.511","2","1.69","2","130.808","2","","","43.4213","2"
"해양환경측정망","가로림연안3_연안","2001-11-01 00:00:00","126.2","36.94166667","0","33","저층","288.286","2","31.69","1","17.06","1","","","","","6.8568","1","8.03","2","1.6472","2","14.5302","1","81.4792","1","","","288.108","2","1.43","2","204.982","2","","","37.4524","2"
"해양환경측정망","가막만1_환경관리","2001-02-01 00:00:00","127.73417","34.7225","0","0","표층","163.77","2","33.7","1","6.52","1","1.09067","1","11","2","11.25","1","8.14","2","2.83043","2","27.6588","1","8.56007","1","3","2","25.5728","2","3.312","2","14.1823","2","","","60.8194","2"
"해양환경측정망","가막만1_환경관리","2001-02-01 00:00:00","127.73417","34.7225","0","10","저층","171.402","2","33.7","1","6.51","1","","","","","11.42","1","8.16","2","2.4833","2","22.2922","1","8.92241","1","","","26.5335","2","1.84","2","15.1278","2","","","52.4041","2"
"해양환경측정망","가막만1_환경관리","2001-05-01 00:00:00","127.73417","34.7225","0","0","표층","667.634","2","33.53","1","17.4","1","1.8427","1","14","2","7.2","1","8.03","2","2.42692","2","29.4807","1","31.839","1","1.8","2","65.0287","2","1.312","2","30.7628","2","","","36.4654","2"
"해양환경측정망","가막만1_환경관리","2001-05-01 00:00:00","127.73417","34.7225","0","11","저층","411.987","2","33.57","1","17.38","1","","","","","7.3","1","8.11","2","2.04082","2","27.7828","1","8.33037","1","","","40.0683","2","0.976","2","29.6971","2","","","78.5123","2"
"해양환경측정망","가막만1_환경관리","2001-08-01 00:00:00","127.73417","34.7225","0","0","표층","106.077","2","31.34","1","25.1","1","3.48332","1","44","2","5.15","1","8","2","9.17946","2","57.0252","1","43.6163","1","1.8","2","182.161","2","2.256","2","129.366","2","","","287.203","2"
"해양환경측정망","가막만1_환경관리","2001-08-01 00:00:00","127.73417","34.7225","0","12","저층","106.077","2","31.48","1","24.96","1","","","","","4.5","1","7.96","2","10.1963","2","70.0001","1","51.4274","1","","","186.897","2","2.176","2","125.273","2","","","212.076","2"
"해양환경측정망","가막만1_환경관리","2001-11-01 00:00:00","127.73417","34.7225","0","0","표층","129.633","2","32.29","1","15.69","1","0.435363","1","49.2","2","8.17","1","8.15","2","3.86574","2","41.3328","1","6.92016","1","2.2","2","66.5421","2","0.976","2","55.7561","2","","","85.2819","2"
"해양환경측정망","가막만1_환경관리","2001-11-01 00:00:00","127.73417","34.7225","0","16","저층","146.226","2","32.29","1","15.66","1","","","","","8.18","1","8.15","2","3.05663","2","45.3935","1","2.89471","1","","","44.5793","2","0.736","2","38.628","2","","","88.8272","2"
"해양환경측정망","가막만2_환경관리","2001-02-01 00:00:00","127.68833","34.68917","0","0","표층","145.333","2","33.83","1","6.58","1","0.712395","1","7.8","2","11.59","1","8.2","2","3.97863","2","13.0726","1","8.83182","1","2.8","2","26.655","2","3.536","2","13.8446","2","","","31.5572","2"
"해양환경측정망","가막만2_환경관리","2001-02-01 00:00:00","127.68833","34.68917","0","6","저층","157.845","2","33.81","1","5.74","1","","","","","12.17","1","8.21","2","5.07342","2","13.623","1","8.28833","1","","","19.8451","2","1.6","2","6.48332","2","","","27.5409","2"
"해양환경측정망","가막만2_환경관리","2001-05-01 00:00:00","127.68833","34.68917","0","0","표층","863.863","2","33.61","1","18.28","1","0.846346","1","10","2","7.35","1","8.09","2","2.28902","2","11.2675","1","4.41227","1","2.8","2","40.6612","2","1.776","2","33.9599","2","","","90.4193","2"
"해양환경측정망","가막만2_환경관리","2001-05-01 00:00:00","127.68833","34.68917","0","5","저층","365.767","2","33.63","1","17.48","1","","","","","8","1","8.04","2","1.79261","2","14.2001","1","4.27108","1","","","16.6495","2","1.488","2","10.5858","2","","","52.0934","2"
"해양환경측정망","가막만2_환경관리","2001-08-01 00:00:00","127.68833","34.68917","0","0","표층","77.2352","2","31.51","1","25.56","1","3.02245","1","48.4","2","7.43","1","8.19","2","3.07814","2","31.3959","1","21.5824","1","2.5","2","63.629","2","1.856","2","38.9685","2","","","153.221","2"
"해양환경측정망","가막만2_환경관리","2001-08-01 00:00:00","127.68833","34.68917","0","6","저층","74.3316","2","31.82","1","24.98","1","","","","","6.15","1","8.1","2","2.50099","2","37.1625","1","6.86301","1","","","42.2857","2","2","2","32.9217","2","","","213.786","2"
"해양환경측정망","가막만2_환경관리","2001-11-01 00:00:00","127.68833","34.68917","0","0","표층","80.08","2","32.21","1","15.44","1","0.358829","1","8.8","2","8.32","1","8.14","2","3.53611","2","33.7914","1","4.2516","1","2.4","2","65.1922","2","0.928","2","57.4045","2","","","71.4294","2"
"해양환경측정망","가막만2_환경관리","2001-11-01 00:00:00","127.68833","34.68917","0","7","저층","76.6045","2","32.31","1","15.59","1","","","","","8.25","1","8.14","2","1.73809","2","36.1118","1","3.01532","1","","","52.6263","2","1.104","2","47.8729","2","","","76.222","2"
"해양환경측정망","가막만3_환경관리","2001-02-01 00:00:00","127.69028","34.62139","0","0","표층","160.075","2","34.02","1","8.68","1","0.722931","1","10.6","2","11.41","1","8.14","2","6.56874","2","27.7964","1","133.745","1","2","2","154.497","2","1.664","2","14.1823","2","","","48.3878","2"
"해양환경측정망","가막만3_환경관리","2001-02-01 00:00:00","127.69028","34.62139","0","9","저층","182.485","2","34.01","1","8.21","1","","","","","10.91","1","8.14","2","6.67555","2","29.8605","1","127.631","1","","","145.112","2","1.16267","2","10.8055","2","","","42.4588","2"
"해양환경측정망","가막만3_환경관리","2001-05-01 00:00:00","127.69028","34.62139","0","0","표층","232.513","2","33.75","1","17.75","1","0.908053","1","18","2","7.99","1","8.14","2","2.34418","2","14.0458","1","4.09459","1","1.6","2","39.2619","2","1.664","2","32.8232","2","","","48.1864","2"
"해양환경측정망","가막만3_환경관리","2001-05-01 00:00:00","127.69028","34.62139","0","7","저층","815.938","2","33.76","1","15.63","1","","","","","8.01","1","8.06","2","7.14286","2","27.6285","1","5.18884","1","","","91.7609","2","1.632","2","79.4292","2","","","71.4424","2"
"해양환경측정망","가막만3_환경관리","2001-08-01 00:00:00","127.69028","34.62139","0","0","표층","71.0409","2","31.84","1","24.49","1","3.73258","1","48.4","2","6.92","1","8.14","2","2.91324","2","32.357","1","20.3181","1","2.8","2","37.4017","2","2.464","2","14.1704","2","","","225.839","2"
"해양환경측정망","가막만3_환경관리","2001-08-01 00:00:00","127.69028","34.62139","0","9","저층","75.8802","2","32.22","1","22.69","1","","","","","6.19","1","8.09","2","5.88145","2","36.8421","1","28.942","1","","","72.3872","2","2.24","2","37.5637","2","","","216.41","2"
"해양환경측정망","가막만3_환경관리","2001-11-01 00:00:00","127.69028","34.62139","0","0","표층","112.24","2","32.74","1","16.72","1","0.452092","1","15","2","8.08","1","8.17","2","2.42733","2","38.5773","1","4.11591","1","1.6","2","19.1206","2","0.784","2","12.5774","2","","","79.9641","2"
"해양환경측정망","가막만3_환경관리","2001-11-01 00:00:00","127.69028","34.62139","0","9","저층","108.973","2","32.86","1","16.35","1","","","","","8.17","1","8.15","2","18.8492","2","41.7679","1","39.5308","1","","","70.7783","2","0.88","2","12.3982","2","","","83.3124","2"
"해양환경측정망","감포연안1_연안","2001-02-01 00:00:00","129.5108333","35.79805556","0","0","표층","880.268","2","32.61","1","13.58","1","0.06","1","4.3","2","7.85","1","8.08","2","6.9","2","8.08775","1","101","1","3.5","2","108","2","1.55","2","0","2","","","33.2179","2"
"해양환경측정망","감포연안1_연안","2001-02-01 00:00:00","129.5108333","35.79805556","0","26","저층","796.595","2","32.91","1","13.01","1","","","","","6.44","1","8.06","2","7.4","2","8.27156","1","110","1","","","118","2","1.47","2","0","2","","","564.705","2"
"해양환경측정망","감포연안1_연안","2001-05-01 00:00:00","129.5108333","35.79805556","0","0","표층","633.2","2","33.1","1","15.63","1","4.46","1","8.1","2","8.13","1","7.97","2","1.4","2","4","1","49","1","9","2","124","2","2.76","2","74","2","","","3.1","2"
"해양환경측정망","감포연안1_연안","2001-05-01 00:00:00","129.5108333","35.79805556","0","29","저층","660.4","2","32.89","1","12.69","1","","","","","6.37","1","7.93","2","0","2","2.2","1","98","1","","","111","2","0.46","2","13","2","","","2.2","2"
"해양환경측정망","감포연안1_연안","2001-08-01 00:00:00","129.5108333","35.79805556","0","0","표층","566","2","33.13","1","21.57","1","0.52","1","8.6","2","10.19","1","8.09","2","5","2","21","1","87","1","6","2","198","2","1.819","2","106","2","","","332","2"
"해양환경측정망","감포연안1_연안","2001-08-01 00:00:00","129.5108333","35.79805556","0","29","저층","1152","2","33.12","1","14.03","1","","","","","9.81","1","7.91","2","8","2","3","1","95","1","","","208","2","1.582","2","105","2","","","233","2"
"해양환경측정망","감포연안1_연안","2001-11-01 00:00:00","129.5108333","35.79805556","0","0","표층","194.2","2","32.74","1","18.99","1","0.44","1","5.1","2","7.71","1","8.16","2","1.5","2","2.4","1","14","1","5.5","2","23.5","2","1.4","2","8","2","","","17","2"
"해양환경측정망","감포연안1_연안","2001-11-01 00:00:00","129.5108333","35.79805556","0","30","저층","319.2","2","33.27","1","18.8","1","","","","","7.81","1","8.09","2","3.1","2","1.7","1","28","1","","","39.1","2","0.21","2","8","2","","","19","2"
"해양환경측정망","감포연안2_연안","2001-02-01 00:00:00","129.5305556","35.81555556","0","0","표층","1711.02","2","33.24","1","13.57","1","0.05","1","1.2","2","7.22","1","8.07","2","1.9","2","5.69819","1","67","1","4","2","69","2","1.31","2","0","2","","","797.23","2"
"해양환경측정망","감포연안2_연안","2001-02-01 00:00:00","129.5305556","35.81555556","0","44","저층","1808.35","2","33.67","1","12.57","1","","","","","6.8","1","8.02","2","1.4","2","8.823","1","71","1","","","75","2","1.44","2","3","2","","","498.269","2"
"해양환경측정망","감포연안2_연안","2001-05-01 00:00:00","129.5305556","35.81555556","0","0","표층","776.8","2","33.13","1","14.8","1","4.43","1","6.3","2","8.52","1","8.03","2","0.2","2","3.7","1","5","1","8","2","10","2","2.78","2","5","2","","","8.7","2"
"해양환경측정망","감포연안2_연안","2001-05-01 00:00:00","129.5305556","35.81555556","0","44","저층","846.7","2","33.12","1","13.33","1","","","","","6.58","1","7.98","2","1.6","2","0.2","1","4","1","","","15","2","2.48","2","10","2","","","4.2","2"
"해양환경측정망","감포연안2_연안","2001-08-01 00:00:00","129.5305556","35.81555556","0","0","표층","1154","2","33.14","1","20.11","1","0.36","1","4.4","2","10.07","1","8.09","2","4","2","17","1","58","1","4.5","2","139","2","1.74","2","77","2","","","332","2"
"해양환경측정망","감포연안2_연안","2001-08-01 00:00:00","129.5305556","35.81555556","0","43","저층","769","2","33.27","1","15.25","1","","","","","9.73","1","7.99","2","5","2","3","1","59","1","","","146","2","1.32","2","82","2","","","133","2"
"해양환경측정망","감포연안2_연안","2001-11-01 00:00:00","129.5305556","35.81555556","0","0","표층","238.2","2","33.09","1","20.37","1","0.6","1","3.2","2","7.54","1","8.14","2","6.4","2","2","1","16","1","4.5","2","30.4","2","1.7","2","8","2","","","14","2"
"해양환경측정망","감포연안2_연안","2001-11-01 00:00:00","129.5305556","35.81555556","0","44","저층","218.7","2","33.02","1","18.83","1","","","","","7.58","1","8.12","2","1.9","2","3","1","26","1","","","35.9","2","0.93","2","8","2","","","16","2"
"해양환경측정망","감포연안H1_항만","2001-02-01 00:00:00","129.5055556","35.80694444","0","0","표층","3832.71","2","32.34","1","11.35","1","0.09","1","1.8","2","7.81","1","7.96","2","8.7","2","9.55825","1","195","1","3.5","2","210","2","1.58","2","6","2","","","365.397","2"
"해양환경측정망","감포연안H1_항만","2001-02-01 00:00:00","129.5055556","35.80694444","0","7","저층","2373.56","2","32.46","1","11.24","1","","","","","6.61","1","7.89","2","10.5","2","11.3964","1","212","1","","","231","2","1.56","2","8","2","","","664.358","2"
"해양환경측정망","감포연안H1_항만","2001-05-01 00:00:00","129.5055556","35.80694444","0","0","표층","566.4","2","32.84","1","16.2","1","5.3","1","5.6","2","8.26","1","8.02","2","2.2","2","3.5","1","3","1","3.7","2","26","2","0.69","2","21","2","","","7.8","2"
"해양환경측정망","감포연안H1_항만","2001-05-01 00:00:00","129.5055556","35.80694444","0","7","저층","652.9","2","32.91","1","15.1","1","","","","","7.66","1","8.05","2","0.8","2","4","1","10","1","","","27","2","3.66","2","17","2","","","7.6","2"
"해양환경측정망","감포연안H1_항만","2001-08-01 00:00:00","129.5055556","35.80694444","0","0","표층","1650","2","32.37","1","19.82","1","0.46","1","7.4","2","10.46","1","8.01","2","6","2","15","1","67","1","4","2","173","2","1.56","2","100","2","","","183","2"
"해양환경측정망","감포연안H1_항만","2001-08-01 00:00:00","129.5055556","35.80694444","0","7","저층","448","2","32.48","1","17.8","1","","","","","10.2","1","7.98","2","10","2","4","1","91","1","","","180","2","1.708","2","79","2","","","365","2"
"해양환경측정망","감포연안H1_항만","2001-11-01 00:00:00","129.5055556","35.80694444","0","0","표층","382","2","32.18","1","17.25","1","0.47","1","3.3","2","6.61","1","8.01","2","8.3","2","4.6","1","74","1","3","2","88.3","2","1.67","2","6","2","","","16","2"
"해양환경측정망","감포연안H1_항만","2001-11-01 00:00:00","129.5055556","35.80694444","0","7","저층","443.3","2","32.96","1","17.09","1","","","","","6.98","1","7.93","2","2.8","2","3.3","1","74","1","","","82.8","2","0.88","2","6","2","","","12","2"
"해양환경측정망","강구연안1_연안","2001-02-01 00:00:00","129.4205556","36.38055556","0","0","표층","2471.75","2","32.22","1","11.52","1","0.13","1","2.7","2","8.17","1","8.1","2","3.6","2","10.8449","1","72","1","7","2","77","2","0.59","2","1","2","","","514.878","2"
"해양환경측정망","강구연안1_연안","2001-02-01 00:00:00","129.4205556","36.38055556","0","53","저층","1770.78","2","33.26","1","11.22","1","","","","","8.16","1","8.18","2","7.3","2","7.72013","1","38","1","","","46","2","1.63","2","1","2","","","481.66","2"
"해양환경측정망","강구연안1_연안","2001-05-01 00:00:00","129.4205556","36.38055556","0","0","표층","567.5","2","33.11","1","16.12","1","0.29","1","4.9","2","9.911","1","7.99","2","0.6","2","0.2","1","6","1","7.5","2","13","2","1.7","2","7","2","","","7.4","2"
"해양환경측정망","강구연안1_연안","2001-05-01 00:00:00","129.4205556","36.38055556","0","53","저층","584.2","2","32.96","1","11.18","1","","","","","7.8","1","7.76","2","0.3","2","4.2","1","6","1","","","8","2","0.14","2","2","2","","","7.3","2"
"해양환경측정망","강구연안1_연안","2001-08-01 00:00:00","129.4205556","36.38055556","0","0","표층","1480","2","33.12","1","23.7","1","0.78","1","7.2","2","8.95","1","8.06","2","5","2","6","1","67","1","9","2","177","2","0.696","2","105","2","","","233","2"
"해양환경측정망","강구연안1_연안","2001-08-01 00:00:00","129.4205556","36.38055556","0","60","저층","791","2","32.44","1","12.61","1","","","","","8.56","1","7.9","2","4","2","5","1","91","1","","","252","2","0.759","2","157","2","","","515","2"
"해양환경측정망","강구연안1_연안","2001-11-01 00:00:00","129.4205556","36.38055556","0","0","표층","265.1","2","32.78","1","18.2","1","0.25","1","3.2","2","7.8","1","8.05","2","1.7","2","6.4","1","130","1","10","2","137.7","2","2.36","2","6","2","","","24","2"
"해양환경측정망","강구연안1_연안","2001-11-01 00:00:00","129.4205556","36.38055556","0","60","저층","232.4","2","32.79","1","18.18","1","","","","","7.9","1","8.02","2","5.6","2","3.9","1","41","1","","","52.6","2","0.93","2","6","2","","","17","2"
"해양환경측정망","강구연안H1_항만","2001-02-01 00:00:00","129.3905556","36.35666667","0","0","표층","4053.84","2","30.63","1","10.31","1","0.27","1","2.2","2","8.44","1","8.06","2","14.6","2","8.27156","1","210","1","2","2","225","2","1.5","2","1","2","","","614.531","2"
"해양환경측정망","강구연안H1_항만","2001-02-01 00:00:00","129.3905556","36.35666667","0","8","저층","3099.29","2","32.33","1","10.74","1","","","","","7.7","1","8.02","2","11.2","2","10.2935","1","202","1","","","215","2","1.47","2","1","2","","","747.403","2"
"해양환경측정망","강구연안H1_항만","2001-05-01 00:00:00","129.3905556","36.35666667","0","0","표층","630.1","2","32.16","1","15.63","1","1.4","1","4","2","9.99","1","7.87","2","0.7","2","3.3","1","2","1","5.5","2","7","2","0.13","2","4","2","","","0.3","2"
"해양환경측정망","강구연안H1_항만","2001-05-01 00:00:00","129.3905556","36.35666667","0","8","저층","621.8","2","32.83","1","14.99","1","","","","","9.46","1","7.82","2","0.5","2","2.9","1","1","1","","","5","2","1.66","2","3","2","","","9.5","2"
"해양환경측정망","강구연안H1_항만","2001-08-01 00:00:00","129.3905556","36.35666667","0","0","표층","914","2","31.72","1","23.73","1","7.75","1","8.2","2","9.12","1","8.06","2","9","2","32","1","183","1","1.5","2","317","2","0.933","2","125","2","","","266","2"
"해양환경측정망","강구연안H1_항만","2001-08-01 00:00:00","129.3905556","36.35666667","0","9","저층","1175","2","33.1","1","21.65","1","","","","","7.74","1","8.06","2","4","2","4","1","118","1","","","265","2","0.981","2","143","2","","","316","2"
"해양환경측정망","강구연안H1_항만","2001-11-01 00:00:00","129.3905556","36.35666667","0","0","표층","579.7","2","29.96","1","16.29","1","0.2","1","3","2","7.67","1","8.02","2","6.3","2","4.6","1","323","1","3","2","334.3","2","2.3","2","5","2","","","18","2"
"해양환경측정망","강구연안H1_항만","2001-11-01 00:00:00","129.3905556","36.35666667","0","9","저층","248.2","2","32.81","1","17.45","1","","","","","7.75","1","8.07","2","2.3","2","2","1","123","1","","","132.3","2","0.85","2","7","2","","","14","2"
"해양환경측정망","강릉연안1_연안","2001-02-01 00:00:00","128.9616667","37.78166667","0","0","표층","21.8","2","33.51","1","9.76","1","0.120976","1","1.4","2","8.74","1","8.16","2","4.0418","2","13.6524","1","33.8184","1","10","2","54.6966","2","1.168","2","16.8364","2","","","27","2"
"해양환경측정망","강릉연안1_연안","2001-02-01 00:00:00","128.9616667","37.78166667","0","16","저층","47.1","2","33.77","1","9.57","1","","","","","8.76","1","8.17","2","6.2636","2","10.492","1","31.4006","1","","","37.9512","2","1.104","2","0.287","2","","","34.3","2"
"해양환경측정망","강릉연안1_연안","2001-05-01 00:00:00","128.9616667","37.78166667","0","0","표층","1321","2","34.49","1","14.87","1","0.657","1","0.9","2","9.71","1","8.16","2","2.7048","2","7.1145","1","5.6014","1","8.5","2","25.2154","2","0.285","2","16.9092","2","","","26.8","2"
"해양환경측정망","강릉연안1_연안","2001-05-01 00:00:00","128.9616667","37.78166667","0","20","저층","1481","2","34.48","1","9.98","1","","","","","9.45","1","8.02","2","4.6676","2","6.8541","1","4.6522","1","","","31.647","2","0.085","2","22.3272","2","","","37.3","2"
"해양환경측정망","강릉연안1_연안","2001-08-01 00:00:00","128.9616667","37.78166667","0","0","표층","204","2","32.67","1","23.39","1","1.74314","1","1.3","2","7.93","1","8.2","2","1.5666","2","6.7828","1","10.6358","1","7","2","34.643","2","0.77","2","22.4406","2","","","47.4389","2"
"해양환경측정망","강릉연안1_연안","2001-08-01 00:00:00","128.9616667","37.78166667","0","19","저층","861","2","33.4","1","18.84","1","","","","","8.05","1","8.01","2","2.3422","2","8.6707","1","11.3316","1","","","25.2686","2","0.65","2","11.5948","2","","","45.8246","2"
"해양환경측정망","강릉연안1_연안","2001-11-01 00:00:00","128.9616667","37.78166667","0","0","표층","355.3","2","32.88","1","17.37","1","0.81","1","4","2","7.36","1","8.02","2","81.7684","2","12.0404","1","42.0434","1","2.5","2","129.98","2","1.176","2","6.1684","2","","","14","2"
"해양환경측정망","강릉연안1_연안","2001-11-01 00:00:00","128.9616667","37.78166667","0","20","저층","318.9","2","32.98","1","16.95","1","","","","","7.35","1","7.98","2","31.8178","2","8.0259","1","43.2978","1","","","80.1948","2","1.592","2","5.0792","2","","","22","2"
"해양환경측정망","강릉연안2_연안","2001-02-01 00:00:00","128.9555556","37.78","0","0","표층","27.3","2","33.29","1","9.47","1","0.115318","1","1.8","2","8.99","1","8.15","2","5.3634","2","9.1574","1","34.8474","1","11","2","46.046","2","1.232","2","5.8352","2","","","22.8","2"
"해양환경측정망","강릉연안2_연안","2001-02-01 00:00:00","128.9555556","37.78","0","24","저층","28.8","2","33.59","1","5.45","1","","","","","8.87","1","8.07","2","3.78","2","9.765","1","31.0422","1","","","39.0306","2","0.336","2","4.2084","2","","","31.7","2"
