station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
가막만3_환경관리,2011-05-18,127.69028,34.62139,0,7.0,저층,297.579,33.6459,15.9217,2.204,12.5,6.55742,8.013,285.222,2.11823,8.87193,31.2431,,77.6669,0.629421,44.3056,27.5978
가막만3_환경관리,2011-08-10,127.69028,34.62139,0,0.0,표층,153.167,29.8796,26.4993,5.0404,5.5,5.85414,8.256,477.792,0.784,1.86,3.801,3.5,23.555,3.00955,18.97,18.104
가막만3_환경관리,2011-08-10,127.69028,34.62139,0,9.0,저층,194.187,30.7925,24.8851,4.292,28.3,5.2937,8.065,602.77,2.072,4.34,10.766,,37.569,2.01708,24.731,18.476
가막만3_환경관리,2011-11-07,127.69028,34.62139,0,0.0,표층,219.793,32.4544,18.2822,1.943,5.4,5.35584,7.94,448.224,14.294,18.228,41.188,2.0,82.887,0.815968,27.405,23.6853
가막만3_환경관리,2011-11-07,127.69028,34.62139,0,9.0,저층,258.755,32.6173,18.2199,1.653,9.5,6.92198,7.99,453.488,16.562,19.3905,43.428,,90.461,0.75197,30.471,26.7165
가막만4_환경관리,2011-02-22,127.66111,34.7325,0,0.0,표층,153.069,33.6865,5.0117,1.276,5.0,12.3822,8.22572,107.072,0.476,8.06,1.47,4.0,21.532,0.505793,19.586,14.756
가막만4_환경관리,2011-02-22,127.66111,34.7325,0,9.0,저층,168.389,33.6917,4.8849,1.537,3.4,12.206,8.23061,107.492,0.952,8.928,1.078,,20.58,1.01397,18.55,16.12
가막만4_환경관리,2011-05-19,127.66111,34.7325,0,0.0,표층,252.476,33.3575,20.2705,5.336,4.7,6.76855,8.113,339.799,0.330114,7.8209,1.17521,2.1,37.7113,1.26154,36.206,21.1243
가막만4_환경관리,2011-05-19,127.66111,34.7325,0,8.0,저층,341.659,33.5064,18.1973,4.9038,3.0,5.7482,7.833,793.794,1.44425,10.5412,7.96744,,90.8132,0.749461,81.4015,21.6508
가막만4_환경관리,2011-08-11,127.66111,34.7325,0,0.0,표층,200.144,28.2984,28.1239,4.5502,4.7,5.26048,8.39,199.024,0.63,0.372,2.1,5.6,18.613,3.56982,15.883,20.026
가막만4_환경관리,2011-08-11,127.66111,34.7325,0,9.0,저층,301.301,29.6316,25.646,1.566,4.9,2.35825,7.901,1035.75,4.011,19.3285,17.549,,71.446,1.61682,49.886,24.583
가막만4_환경관리,2011-11-11,127.66111,34.7325,0,0.0,표층,313.911,32.192,18.1041,1.566,8.3,7.67032,8.05,266.756,3.297,11.594,8.995,4.5,61.257,0.943963,48.965,20.429
가막만4_환경관리,2011-11-11,127.66111,34.7325,0,9.0,저층,235.025,32.2229,17.8824,1.74,10.3,7.50666,8.03,242.676,4.557,11.935,12.229,,69.23,0.991961,52.444,20.2275
가막만5_환경관리,2011-02-22,127.64417,34.6975,0,0.0,표층,148.123,33.7606,5.3857,1.76471,5.8,11.6678,8.21008,115.332,0.616,8.68,1.4,2.0,22.722,0.998497,20.706,15.531
가막만5_환경관리,2011-02-22,127.64417,34.6975,0,8.0,저층,167.685,33.8191,5.9223,3.0768,11.6,11.4609,8.19834,153.384,0.826,8.649,1.022,,16.772,1.27066,14.924,24.397
가막만5_환경관리,2011-05-19,127.64417,34.6975,0,0.0,표층,254.689,33.4794,19.4234,4.669,3.9,5.39833,8.069,219.284,2.10245,9.73374,34.7422,2.5,66.6442,1.0773,29.7995,20.5667
가막만5_환경관리,2011-05-19,127.64417,34.6975,0,8.0,저층,322.931,33.5437,17.7085,7.6008,4.7,7.06963,7.858,311.106,3.67246,13.4033,52.5468,,112.275,1.15879,56.0555,28.9917
가막만5_환경관리,2011-08-11,127.64417,34.6975,0,0.0,표층,186.718,28.7961,28.2243,4.93,6.2,5.32645,8.38,227.794,1.022,0.434,3.038,7.0,34.678,4.18614,30.618,21.235
가막만5_환경관리,2011-08-11,127.64417,34.6975,0,9.0,저층,174.16,29.6517,25.8629,3.6222,7.3,5.17826,8.044,274.176,0.378,0.4185,1.281,,16.303,3.16968,14.644,18.135
가막만5_환경관리,2011-11-11,127.64417,34.6975,0,0.0,표층,219.94,32.0494,18.0325,2.2068,4.8,7.78578,8.07,205.128,2.576,6.9905,7.77,4.0,43.071,0.895965,32.725,18.941
가막만5_환경관리,2011-11-11,127.64417,34.6975,0,9.0,저층,221.991,32.1778,17.668,3.8542,8.6,7.1767,8.08,199.472,5.131,8.9745,12.565,,37.527,0.815968,19.831,21.762
감포연안1_연안,2011-02-23,129.5108333,35.79805556,0,0.0,표층,279.542,34.17,10.4,0.6698,3.4,9.08908,8.18,293.216,4.186,16.864,72.548,15.0,108.808,0.732096,32.074,29.5959
감포연안1_연안,2011-02-23,129.5108333,35.79805556,0,26.0,저층,200.941,34.32,10.33,0.667,3.4,8.92963,8.16,290.416,4.396,16.089,60.228,,100.968,0.772768,36.344,29.5959
감포연안1_연안,2011-05-05,129.5108333,35.79805556,0,0.0,표층,195.762,34.33,13.78,2.001,5.2,9.29638,8.26,44.0747,0.541248,4.42042,8.27098,3.0,21.4521,0.917276,12.6398,22.7039
감포연안1_연안,2011-05-05,129.5108333,35.79805556,0,29.0,저층,269.971,34.4,9.61,2.465,9.0,8.33963,8.15,279.68,5.89933,13.9772,56.2688,,89.568,0.757286,27.3999,55.4744
감포연안1_연안,2011-08-11,129.5108333,35.79805556,0,0.0,표층,127.12,33.3147,21.8415,0.87,2.8,7.76559,8.23,35.91,0.056,0.744,2.639,7.0,10.353,0.842381,7.658,8.711
감포연안1_연안,2011-08-11,129.5108333,35.79805556,0,29.0,저층,244.692,34.2425,11.1813,0.87,3.8,8.05261,8.19,391.398,6.405,17.0965,139.181,,159.18,0.4905,13.594,16.647
감포연안1_연안,2011-11-12,129.5108333,35.79805556,0,0.0,표층,347.375,33.4606,19.1797,0.4378,5.4,6.68127,8.24,210.35,3.164,7.3315,24.059,9.0,66.815,0.635086,39.592,24.7535
감포연안1_연안,2011-11-12,129.5108333,35.79805556,0,30.0,저층,197.302,33.7411,17.3228,0.232,5.0,6.80884,8.24,243.684,3.633,9.0985,29.596,,67.865,0.651097,34.636,10.664
감포연안2_연안,2011-02-23,129.5305556,35.81555556,0,0.0,표층,260.551,33.9631,10.08,0.87,2.8,8.97746,8.19,264.992,4.424,16.399,59.556,11.0,95.41,0.569408,31.43,33.3053
감포연안2_연안,2011-02-23,129.5305556,35.81555556,0,44.0,저층,256.858,34.31,10.3395,0.6698,3.6,8.86584,8.19,189.308,4.48,17.453,58.688,,89.726,0.447392,26.558,33.3053
감포연안2_연안,2011-05-06,129.5305556,35.81555556,0,0.0,표층,193.563,34.28,14.26,1.972,4.8,9.55151,8.24,20.9334,0.125113,4.2959,3.26639,5.0,25.4229,0.85328,22.0314,21.403
감포연안2_연안,2011-05-06,129.5305556,35.81555556,0,44.0,저층,256.356,34.35,11.06,3.132,9.2,8.70639,8.19,181.368,5.02494,10.7212,32.9652,,55.7255,0.549299,17.7354,33.7307
감포연안2_연안,2011-08-11,129.5305556,35.81555556,0,0.0,표층,132.048,33.2517,22.4281,0.87,2.4,8.37153,8.24,26.348,0.287,0.6045,2.03,8.0,9.093,0.746414,6.776,8.928
감포연안2_연안,2011-08-11,129.5305556,35.81555556,0,43.0,저층,241.724,34.2147,9.3258,0.4378,4.8,7.86126,8.18,396.466,4.284,18.9875,140.301,,159.971,0.202598,15.386,19.561
감포연안2_연안,2011-11-12,129.5305556,35.81555556,0,0.0,표층,213.479,33.517,19.6257,0.638,3.6,6.87262,8.26,195.958,3.332,6.0,21.644,8.0,57.554,0.18679,32.578,8.68
감포연안2_연안,2011-11-12,129.5305556,35.81555556,0,44.0,저층,206.451,34.1705,11.4764,0.638,6.2,6.29858,8.09,724.234,9.03,7.8895,27.363,,72.247,0.234822,35.854,9.889
감포연안3_연안,2011-02-19,129.4883333,35.7075,0,0.0,표층,289.696,33.8348,11.6848,0.435,4.8,8.96152,8.13,296.688,4.522,19.158,69.972,4.0,96.992,0.40672,22.498,33.3053
감포연안3_연안,2011-02-19,129.4883333,35.7075,0,27.0,저층,348.119,34.3383,10.4876,0.4378,3.0,8.72233,8.14,236.6,4.886,21.08,68.124,,102.116,0.366048,29.106,35.16
감포연안3_연안,2011-05-06,129.4883333,35.7075,0,0.0,표층,201.883,34.37,14.55,0.87,7.2,9.12098,8.19,155.019,2.65499,10.69,30.606,3.0,41.7188,0.645293,8.45778,30.5713
감포연안3_연안,2011-05-06,129.4883333,35.7075,0,32.0,저층,282.591,34.35,11.76,0.638,7.0,8.43531,8.17,276.814,7.33787,13.1522,77.3744,,108.063,0.501302,23.3511,43.9521
감포연안3_연안,2011-08-11,129.4883333,35.7075,0,0.0,표층,133.35,30.3646,23.2152,0.8672,3.0,8.30774,8.26,55.384,0.175,1.023,1.302,9.0,10.318,0.922354,8.841,9.517
감포연안3_연안,2011-08-11,129.4883333,35.7075,0,35.0,저층,257.376,33.4323,14.7026,0.435,3.4,8.14828,8.18,383.278,4.991,13.423,145.215,,166.943,0.666441,16.737,16.213
감포연안3_연안,2011-11-12,129.4883333,35.7075,0,0.0,표층,220.206,33.8178,19.8883,0.6408,4.4,6.71317,8.25,190.274,3.276,6.82,26.754,6.0,50.764,0.426949,20.734,8.618
감포연안3_연안,2011-11-12,129.4883333,35.7075,0,30.0,저층,203.924,33.7715,16.5392,0.667,3.2,6.2029,8.2,366.226,5.439,7.254,65.632,,100.345,0.362906,29.274,8.06
감포연안4_연안,2011-02-19,129.5005556,35.74638889,0,0.0,표층,274.201,34.1233,10.4881,0.87,4.2,8.72233,8.13,214.48,4.788,20.243,67.074,4.0,107.786,0.691424,35.924,35.16
감포연안4_연안,2011-02-19,129.5005556,35.74638889,0,36.0,저층,319.04,34.0663,10.4639,0.667,5.0,8.6426,8.14,302.764,4.984,20.274,66.71,,112.126,1.05747,40.432,38.8693
감포연안4_연안,2011-05-06,129.5005556,35.74638889,0,0.0,표층,264.368,34.29,13.99,1.5398,6.2,9.408,8.24,97.7289,0.553802,6.48258,6.85335,4.0,18.666,0.741287,11.2588,32.3059
감포연안4_연안,2011-05-06,129.5005556,35.74638889,0,35.0,저층,280.168,34.32,11.73,1.305,7.0,8.33963,8.16,329.37,9.98472,14.9598,70.6963,,95.6154,0.469304,14.9343,40.7308
감포연안4_연안,2011-08-11,129.5005556,35.74638889,0,0.0,표층,134.666,33.4272,21.013,0.667,2.8,8.75422,8.28,58.226,0.294,0.899,2.282,9.0,10.619,0.890365,8.043,9.92
감포연안4_연안,2011-08-11,129.5005556,35.74638889,0,37.0,저층,254.394,34.277,10.4957,0.667,3.6,8.10045,8.17,366.786,4.312,17.6855,140.63,,158.368,0.906359,13.426,18.228
감포연안4_연안,2011-11-12,129.5005556,35.74638889,0,0.0,표층,352.541,33.766,20.0924,0.638,4.2,5.88399,8.24,203.336,3.199,7.223,28.616,6.0,53.039,0.410938,21.224,26.1485
감포연안4_연안,2011-11-12,129.5005556,35.74638889,0,35.0,저층,369.663,32.9753,14.0377,0.667,3.8,6.82479,8.16,482.608,6.055,23.405,93.646,,131.915,0.282853,32.214,26.536
감포연안H1_항만,2011-02-14,129.5055556,35.80694444,0,0.0,표층,221.8,34.61,10.41,0.64,1.6,8.4,8.2,253.2,5.3,19.5,75.1,5.0,96.4,0.52,16.0,26.4
감포연안H1_항만,2011-02-14,129.5055556,35.80694444,0,7.0,저층,175.0,34.25,10.23,0.43,4.2,8.13,8.2,249.0,5.0,17.7,76.2,,100.4,0.71,19.3,19.1
감포연안H1_항만,2011-02-20,129.5055556,35.80694444,0,0.0,표층,241.45,34.61,10.41,0.87,0.6,8.92963,8.14,251.86,3.948,21.886,63.378,6.0,98.154,0.650752,30.828,26.009
감포연안H1_항만,2011-02-20,129.5055556,35.80694444,0,7.0,저층,261.078,34.25,10.23,0.638,2.6,8.75422,8.13,339.724,3.878,21.979,52.724,,89.446,0.854112,32.844,30.008
감포연안H1_항만,2011-08-11,129.5055556,35.80694444,0,0.0,표층,189.252,33.3684,20.8582,4.64,4.0,8.49909,8.23,474.838,0.49,0.279,4.123,3.0,16.786,1.22625,12.173,12.648
감포연안H1_항만,2011-08-11,129.5055556,35.80694444,0,7.0,저층,186.018,33.4291,19.9861,4.4398,4.8,8.38747,8.24,496.622,0.427,0.2325,8.561,,19.446,1.3862,10.458,15.717
강구연안1_연안,2011-02-24,129.4205556,36.38055556,0,0.0,표층,342.712,34.14,10.59,1.0758,3.6,8.83395,8.16,268.436,4.242,13.578,52.934,13.0,91.294,0.0528736,34.118,48.174
강구연안1_연안,2011-02-24,129.4205556,36.38055556,0,53.0,저층,346.998,34.2,9.53,0.638,4.4,8.86584,8.17,280.14,4.032,14.539,56.112,,98.224,0.296906,38.08,47.275
강구연안1_연안,2011-05-05,129.4205556,36.38055556,0,0.0,표층,156.5,34.19,13.54,0.8438,2.8,8.48315,8.22,56.3651,1.95368,4.6329,0.563331,9.0,11.2164,0.773333,8.6994,18.7083
강구연안1_연안,2011-05-05,129.4205556,36.38055556,0,53.0,저층,288.684,34.26,6.74,0.87,3.6,8.80206,8.11,249.996,4.0,17.6921,47.0,,78.0802,1.05333,27.0802,45.7796
강구연안1_연안,2011-08-10,129.4205556,36.38055556,0,0.0,표층,170.52,33.2956,20.8762,0.667,2.8,8.83395,8.16,142.87,0.476,0.744,16.856,12.0,35.14,0.826386,17.808,5.487
강구연안1_연안,2011-08-10,129.4205556,36.38055556,0,60.0,저층,283.766,34.0999,7.8421,0.638,4.2,8.86584,8.17,443.884,6.643,12.0745,144.088,,174.51,0.506495,23.779,17.298
강구연안1_연안,2011-11-04,129.4205556,36.38055556,0,0.0,표층,216.02,33.2845,18.8678,0.464,1.4,7.55829,8.21,172.27,1.519,3.6425,16.744,18.0,25.095,0.56037,6.832,17.0965
강구연안1_연안,2011-11-04,129.4205556,36.38055556,0,60.0,저층,186.123,33.9729,2.6082,0.203,3.2,8.38747,8.04,587.944,2.429,4.6655,160.048,,174.335,0.864571,11.858,11.0515
강구연안2_연안,2011-02-23,129.3975,36.35,0,0.0,표층,362.56,34.22,10.52,1.305,1.2,9.07314,8.19,169.596,3.948,13.051,51.268,13.0,92.596,0.296906,37.38,51.212
강구연안2_연안,2011-02-23,129.3975,36.35,0,22.0,저층,365.593,34.3,9.79,0.8728,4.2,8.99341,8.2,254.352,3.878,13.237,52.318,,90.594,0.0935456,34.398,48.081
강구연안2_연안,2011-05-05,129.3975,36.35,0,0.0,표층,200.398,34.33,13.74,0.232,3.6,8.43531,8.23,24.9549,0.816995,5.53461,1.27341,11.0,11.3154,0.813333,9.22496,20.7526
강구연안2_연안,2011-05-05,129.3975,36.35,0,25.0,저층,185.537,34.45,13.21,0.4612,5.6,8.94557,8.24,35.2946,0.120227,4.47743,1.30182,,10.564,0.853333,9.14198,26.3279
강구연안2_연안,2011-08-10,129.3975,36.35,0,0.0,표층,160.482,33.5171,20.327,0.435,2.6,9.07314,8.19,118.244,0.175,0.4805,7.126,11.0,20.027,0.602462,12.726,5.394
강구연안2_연안,2011-08-10,129.3975,36.35,0,24.0,저층,169.68,34.2602,13.7097,1.769,3.8,8.99341,8.2,267.946,1.638,4.4795,16.709,,40.138,0.186603,21.791,7.44
강구연안2_연안,2011-11-04,129.3975,36.35,0,0.0,표층,204.169,33.401,19.153,0.667,3.0,7.41478,8.23,156.912,1.372,2.8365,14.798,18.0,30.408,0.720476,14.238,12.462
강구연안2_연안,2011-11-04,129.3975,36.35,0,28.0,저층,226.31,34.2111,12.2421,0.87,1.6,6.93641,8.17,309.806,3.85,12.6015,61.033,,66.465,0.736486,1.582,15.004
강구연안H1_항만,2011-02-13,129.3905556,36.35666667,0,0.0,표층,527.8,33.68,9.99,1.07,3.0,9.07,8.18,286.4,8.3,25.0,306.8,8.0,363.8,0.3,48.7,29.8
강구연안H1_항만,2011-02-13,129.3905556,36.35666667,0,9.0,저층,286.1,34.14,9.72,1.1,4.0,9.33,8.2,332.3,5.5,17.2,138.4,,158.1,0.31,14.3,24.7
강구연안H1_항만,2011-02-23,129.3905556,36.35666667,0,0.0,표층,251.583,33.68,9.99,0.87,4.2,9.36016,8.17,240.464,4.788,21.452,105.882,3.0,149.436,0.703626,38.766,24.025
강구연안H1_항만,2011-02-23,129.3905556,36.35666667,0,8.0,저층,217.426,34.14,9.72,0.87,5.6,9.24854,8.19,281.764,4.158,19.468,94.136,,135.212,0.540938,36.918,21.0
강구연안H1_항만,2011-08-10,129.3905556,36.35666667,0,0.0,표층,484.126,33.7248,18.9226,1.537,2.6,7.27127,8.17,1018.33,5.005,24.583,430.415,5.0,468.992,2.43118,33.572,25.823
강구연안H1_항만,2011-08-10,129.3905556,36.35666667,0,9.0,저층,175.098,33.765,17.1268,1.537,3.4,7.82937,8.22,650.594,0.658,8.0755,21.553,,45.297,0.639783,23.086,10.943
강릉연안1_연안,2011-03-04,128.9616667,37.78166667,0,0.0,표층,82.7327,33.18,3.64,2.9,3.4,10.9547,8.25,180.656,0.364,7.471,1.526,6.0,4.592,0.683419,2.702,10.106
강릉연안1_연안,2011-03-04,128.9616667,37.78166667,0,16.0,저층,99.6793,33.8,4.28,3.799,4.0,11.1461,8.27,209.748,0.686,8.184,1.302,,15.596,0.920443,13.608,10.943
강릉연안1_연안,2011-05-03,128.9616667,37.78166667,0,0.0,표층,261.763,33.8,13.19,0.6698,3.0,9.13692,8.23,198.327,2.19724,15.2962,37.6675,6.0,74.4777,1.54667,34.613,42.1556
강릉연안1_연안,2011-05-03,128.9616667,37.78166667,0,20.0,저층,193.801,34.3,10.0,1.566,4.6,9.13692,8.22,149.836,2.04329,16.934,28.5242,,34.7779,0.6,4.21034,27.1642
강릉연안1_연안,2011-08-04,128.9616667,37.78166667,0,0.0,표층,330.47,30.9012,22.2214,1.827,2.8,10.9547,8.25,530.194,0.336,0.2325,7.616,2.0,17.682,1.99005,9.73,6.541
강릉연안1_연안,2011-08-04,128.9616667,37.78166667,0,19.0,저층,216.79,33.1893,16.3821,0.87,1.6,11.1461,8.27,488.292,0.147,0.496,2.933,,11.557,0.869039,8.477,19.003
