project_name,station,일시,longitude,latitude,bot.depth[m],수심(m),dep_flag,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],year,month,quarter,year_quarter
해양환경측정망,가로림연안3_연안,2017-08-12 00:00:00,126.2,36.94166667,0,0.0,0,157.8,31.69,22.67,1.48,5.9,7.67,8.04,,23.5,,44.5,3.8,68.6,1.3,0.5,16.4,2017,8,3,20173
해양환경측정망,가로림연안3_연안,2017-08-12 00:00:00,126.2,36.94166667,0,24.0,0,173.6,31.69,22.66,1.51,11.4,7.65,8.04,,22.8,,47.6,,71.0,1.92,0.6,18.6,2017,8,3,20173
해양환경측정망,가로림연안3_연안,2017-11-20 10:00:00,126.2,36.94166667,0,0.0,0,256.3,31.85,14.15,1.02,12.3,8.44,8.13,,1.9,,,2.8,127.3,1.14,0.1,33.2,2017,11,4,20174
해양환경측정망,가로림연안3_연안,2017-11-20 10:00:00,126.2,36.94166667,0,20.0,0,164.2,31.86,14.15,1.14,19.1,8.55,8.13,,3.8,,112.9,,119.5,1.99,2.8,22.6,2017,11,4,20174
해양환경측정망,가로림연안4_연안,2017-02-07 16:19:00,126.3336111,36.9225,0,0.0,0,275.3,32.18,4.53,0.49,12.8,10.67,8.15,,1.7,,,1.2,164.8,1.75,2.5,29.3,2017,2,1,20171
해양환경측정망,가로림연안4_연안,2017-02-07 16:19:00,126.3336111,36.9225,0,20.0,0,278.4,32.18,4.53,0.54,16.2,10.45,8.2,,1.8,,,,166.3,1.72,3.2,31.2,2017,2,1,20171
해양환경측정망,가로림연안4_연안,2017-05-18 09:21:00,126.3336111,36.9225,0,0.0,0,284.4,32.06,11.79,3.07,9.4,9.9,8.08,67.6,3.3,,121.0,1.9,124.7,1.44,0.3,29.2,2017,5,2,20172
해양환경측정망,가로림연안4_연안,2017-05-18 09:21:00,126.3336111,36.9225,0,22.0,0,322.5,32.06,11.47,4.28,19.8,9.94,8.09,63.5,3.1,,,,130.6,1.59,0.1,35.1,2017,5,2,20172
해양환경측정망,가로림연안4_연안,2017-08-12 00:00:00,126.3336111,36.9225,0,0.0,0,229.8,31.67,23.85,2.1,19.4,7.65,8.04,,12.8,,45.6,1.3,59.6,1.39,1.3,24.4,2017,8,3,20173
해양환경측정망,가로림연안4_연안,2017-08-12 00:00:00,126.3336111,36.9225,0,12.0,0,314.6,31.68,23.72,2.25,20.6,7.63,8.04,,12.8,,48.7,,62.7,1.68,1.1,30.4,2017,8,3,20173
해양환경측정망,가로림연안4_연안,2017-11-20 08:50:00,126.3336111,36.9225,0,0.0,0,256.7,32.1,10.06,0.82,16.3,9.36,8.15,,8.3,,96.4,0.8,115.0,1.52,10.2,31.8,2017,11,4,20174
해양환경측정망,가로림연안4_연안,2017-11-20 08:50:00,126.3336111,36.9225,0,14.0,0,243.5,32.1,10.1,0.92,23.7,9.3,8.17,,11.1,,90.0,,112.2,2.04,11.1,31.2,2017,11,4,20174
해양환경측정망,가로림연안5_연안,2017-02-07 13:27:00,126.3225,36.97083333,0,0.0,0,315.8,32.15,5.46,0.51,36.1,10.35,8.1,,1.1,,,0.6,135.4,1.17,2.0,32.1,2017,2,1,20171
해양환경측정망,가로림연안5_연안,2017-02-07 13:27:00,126.3225,36.97083333,0,14.5,0,324.9,32.15,5.44,0.51,27.7,10.28,8.13,,1.6,,,,142.5,1.88,1.8,31.8,2017,2,1,20171
해양환경측정망,가로림연안5_연안,2017-05-18 08:51:00,126.3225,36.97083333,0,0.0,0,304.3,32.06,11.43,3.26,10.9,10.07,8.1,65.1,3.7,,,2.1,133.6,1.44,0.3,28.7,2017,5,2,20172
해양환경측정망,가로림연안5_연안,2017-05-18 08:51:00,126.3225,36.97083333,0,15.0,0,295.2,32.06,11.41,3.3,12.4,10.02,8.09,62.9,3.4,,,,131.1,1.63,0.1,30.1,2017,5,2,20172
해양환경측정망,가로림연안5_연안,2017-08-12 00:00:00,126.3225,36.97083333,0,0.0,0,255.4,31.73,23.24,2.58,16.9,7.82,8.05,,12.9,,40.0,1.2,53.8,1.74,0.8,24.5,2017,8,3,20173
해양환경측정망,가로림연안5_연안,2017-08-12 00:00:00,126.3225,36.97083333,0,12.0,0,230.4,31.73,23.21,2.46,14.8,7.83,8.05,,12.5,,42.1,,55.4,1.4,0.8,19.7,2017,8,3,20173
해양환경측정망,가로림연안5_연안,2017-11-20 09:10:00,126.3225,36.97083333,0,0.0,0,241.1,32.03,11.41,0.95,29.1,9.03,8.15,,8.0,,108.2,1.0,121.4,1.18,5.1,33.2,2017,11,4,20174
해양환경측정망,가로림연안5_연안,2017-11-20 09:10:00,126.3225,36.97083333,0,17.0,0,254.8,32.03,11.45,0.98,32.3,9.05,8.16,,8.2,,87.8,,102.1,2.07,6.1,32.0,2017,11,4,20174
해양환경측정망,가로림연안6_연안,2017-02-04 17:39:00,126.2608333,37.03305556,0,0.0,0,309.3,32.12,5.15,0.42,35.1,10.32,8.17,,2.0,,,1.0,194.7,1.48,1.9,28.6,2017,2,1,20171
해양환경측정망,가로림연안6_연안,2017-02-04 17:39:00,126.2608333,37.03305556,0,44.0,0,326.3,32.1,4.99,0.42,36.1,10.25,8.19,,1.8,,,,133.2,1.11,2.0,35.7,2017,2,1,20171
해양환경측정망,가로림연안6_연안,2017-05-17 11:27:00,126.2608333,37.03305556,0,0.0,0,300.1,32.0,11.44,2.12,9.0,9.9,8.15,58.6,3.7,,,3.1,131.8,1.36,0.4,23.1,2017,5,2,20172
해양환경측정망,가로림연안6_연안,2017-05-17 11:27:00,126.2608333,37.03305556,0,43.0,0,326.7,32.01,11.02,3.82,15.5,9.85,8.14,57.6,3.7,,,,138.2,1.64,0.2,29.0,2017,5,2,20172
해양환경측정망,가로림연안6_연안,2017-08-11 00:00:00,126.2608333,37.03305556,0,0.0,0,328.2,31.27,23.69,1.1,18.9,7.46,8.02,,16.8,,57.6,2.2,76.2,1.18,1.8,24.6,2017,8,3,20173
해양환경측정망,가로림연안6_연안,2017-08-11 00:00:00,126.2608333,37.03305556,0,29.0,0,325.8,31.44,23.18,1.48,8.6,7.53,8.03,,17.5,,60.5,,79.3,1.55,1.3,29.3,2017,8,3,20173
해양환경측정망,가로림연안6_연안,2017-11-19 13:37:00,126.2608333,37.03305556,0,0.0,0,246.2,31.84,14.03,1.01,10.8,8.73,8.18,,2.4,,112.2,2.4,115.3,1.52,0.7,33.3,2017,11,4,20174
해양환경측정망,가로림연안6_연안,2017-11-19 13:37:00,126.2608333,37.03305556,0,43.0,0,264.3,31.82,13.92,1.21,22.6,8.71,8.19,,5.3,,115.4,,121.5,1.96,0.9,32.1,2017,11,4,20174
해양환경측정망,가막만1_환경관리,2017-02-12 16:56:00,127.73417,34.7225,0,0.0,0,284.4,32.22,5.82,1.07,10.3,10.3,8.35,23.0,1.2,,3.0,2.0,8.6,1.33,4.4,24.0,2017,2,1,20171
해양환경측정망,가막만1_환경관리,2017-02-12 16:56:00,127.73417,34.7225,0,16.5,0,136.9,32.58,6.09,2.26,5.0,10.3,8.36,17.2,0.9,1.6,1.1,,7.4,1.29,5.4,18.1,2017,2,1,20171
해양환경측정망,가막만1_환경관리,2017-05-21 09:00:00,127.73417,34.7225,0,0.0,0,145.5,33.81,19.28,3.4,8.1,7.45,8.1,85.2,2.7,,9.7,1.7,29.3,1.55,16.9,21.4,2017,5,2,20172
해양환경측정망,가막만1_환경관리,2017-05-21 09:00:00,127.73417,34.7225,0,18.0,0,164.7,33.73,17.73,2.48,8.3,6.95,8.06,,5.9,,23.9,,68.3,1.47,38.5,21.1,2017,5,2,20172
해양환경측정망,가막만1_환경관리,2017-08-16 00:00:00,127.73417,34.7225,0,0.0,0,263.5,32.06,27.24,0.83,7.7,4.97,7.97,,6.3,,38.1,2.0,139.6,1.98,95.2,39.9,2017,8,3,20173
해양환경측정망,가막만1_환경관리,2017-08-16 00:00:00,127.73417,34.7225,0,19.0,0,312.9,32.09,27.24,0.67,8.4,4.85,7.98,,6.3,,37.1,,166.4,1.34,123.0,45.9,2017,8,3,20173
해양환경측정망,가막만1_환경관리,2017-11-16 08:20:00,127.73417,34.7225,0,0.0,0,193.9,32.36,16.01,0.96,5.35,4.28,8.11,,8.1,,41.0,3.0,69.5,1.3,20.5,29.0,2017,11,4,20174
해양환경측정망,가막만1_환경관리,2017-11-16 08:20:00,127.73417,34.7225,0,19.5,0,174.2,32.36,16.01,0.9,5.15,4.95,8.11,,8.9,,47.3,,127.3,1.88,71.1,25.4,2017,11,4,20174
해양환경측정망,가막만2_환경관리,2017-02-13 14:33:00,127.68833,34.68917,0,0.0,0,117.9,33.5,5.92,0.36,6.5,10.8,8.25,55.5,0.1,3.0,1.1,1.5,3.9,0.96,2.7,14.4,2017,2,1,20171
해양환경측정망,가막만2_환경관리,2017-02-13 14:33:00,127.68833,34.68917,0,5.5,0,120.8,33.55,5.96,0.12,3.9,10.82,8.27,63.1,0.8,1.9,2.0,,9.1,1.08,6.4,18.7,2017,2,1,20171
해양환경측정망,가막만2_환경관리,2017-05-21 14:00:00,127.68833,34.68917,0,0.0,0,140.2,33.93,20.11,1.01,8.0,8.04,8.12,57.1,0.2,1.7,1.3,2.8,2.9,1.24,1.4,18.5,2017,5,2,20172
해양환경측정망,가막만2_환경관리,2017-05-21 14:00:00,127.68833,34.68917,0,5.5,0,98.3,33.89,19.66,0.95,9.2,7.92,8.13,63.0,1.1,2.4,56.3,,67.5,1.93,10.1,12.7,2017,5,2,20172
해양환경측정망,가막만2_환경관리,2017-08-17 00:00:00,127.68833,34.68917,0,0.0,0,157.0,32.49,27.7,3.53,6.4,10.71,8.3,57.7,0.1,3.3,1.3,2.0,4.9,1.47,3.5,29.9,2017,8,3,20173
해양환경측정망,가막만2_환경관리,2017-08-17 00:00:00,127.68833,34.68917,0,6.0,0,137.1,32.51,27.59,4.6,8.4,9.62,8.27,78.9,0.8,2.6,2.0,,8.1,4.16,5.3,26.0,2017,8,3,20173
해양환경측정망,가막만2_환경관리,2017-11-18 15:48:00,127.68833,34.68917,0,0.0,0,119.8,32.52,13.77,1.5,4.15,8.1,8.13,,3.9,,15.0,2.6,89.8,1.28,70.9,26.6,2017,11,4,20174
해양환경측정망,가막만2_환경관리,2017-11-18 15:48:00,127.68833,34.68917,0,4.5,0,123.5,32.52,13.78,1.69,5.15,8.1,8.14,,5.2,,17.5,,35.0,2.1,12.4,18.9,2017,11,4,20174
해양환경측정망,가막만3_환경관리,2017-02-13 14:00:00,127.69028,34.62139,0,0.0,0,178.0,33.63,6.94,0.48,29.3,9.33,8.19,,1.8,,30.6,1.5,38.4,1.05,6.0,23.3,2017,2,1,20171
해양환경측정망,가막만3_환경관리,2017-02-13 14:00:00,127.69028,34.62139,0,9.0,0,148.4,33.62,6.84,1.26,12.2,9.56,8.22,,2.4,,26.2,,36.6,1.08,8.0,22.9,2017,2,1,20171
해양환경측정망,가막만3_환경관리,2017-05-21 13:33:00,127.69028,34.62139,0,0.0,0,144.2,34.06,18.9,5.72,6.9,9.23,8.22,82.1,0.9,1.7,2.1,2.5,6.4,1.54,3.3,17.3,2017,5,2,20172
해양환경측정망,가막만3_환경관리,2017-05-21 13:33:00,127.69028,34.62139,0,8.0,0,128.8,33.92,16.85,6.06,8.4,9.12,8.22,57.9,1.4,2.2,45.8,,52.1,1.85,5.0,18.5,2017,5,2,20172
해양환경측정망,가막만3_환경관리,2017-08-17 00:00:00,127.69028,34.62139,0,0.0,0,136.6,32.4,27.46,4.14,9.8,7.32,8.18,,2.6,,8.0,5.2,26.7,1.99,16.2,21.1,2017,8,3,20173
해양환경측정망,가막만3_환경관리,2017-08-17 00:00:00,127.69028,34.62139,0,8.5,0,155.0,32.42,26.85,4.8,4.8,6.84,8.17,,1.9,,6.5,,30.9,2.46,22.5,21.9,2017,8,3,20173
해양환경측정망,가막만3_환경관리,2017-11-18 15:16:00,127.69028,34.62139,0,0.0,0,189.2,32.94,15.32,0.82,13.5,7.79,8.07,,9.7,,42.7,1.5,65.0,1.24,12.6,26.9,2017,11,4,20174
해양환경측정망,가막만3_환경관리,2017-11-18 15:16:00,127.69028,34.62139,0,7.5,0,169.4,32.94,15.31,0.72,11.7,7.68,8.08,,10.3,,46.2,,76.6,1.69,20.0,23.1,2017,11,4,20174
해양환경측정망,가막만4_환경관리,2017-02-14 08:26:00,127.66111,34.7325,0,0.0,0,112.4,33.2,4.15,0.06,11.0,10.98,8.24,94.4,1.4,,6.7,5.0,12.1,1.41,3.9,12.0,2017,2,1,20171
해양환경측정망,가막만4_환경관리,2017-02-14 08:26:00,127.66111,34.7325,0,8.5,0,111.3,33.2,4.15,0.05,11.0,10.97,8.25,90.3,1.4,2.5,6.9,,13.3,0.96,5.0,12.6,2017,2,1,20171
해양환경측정망,가막만4_환경관리,2017-05-21 14:40:00,127.66111,34.7325,0,0.0,0,145.9,33.81,20.78,1.31,5.0,8.16,8.15,32.6,0.4,1.6,0.8,4.3,60.2,0.95,59.0,18.2,2017,5,2,20172
해양환경측정망,가막만4_환경관리,2017-05-21 14:40:00,127.66111,34.7325,0,8.5,0,118.9,33.78,19.95,1.75,1.7,8.08,8.14,45.0,0.8,,2.0,,6.4,2.0,3.5,17.1,2017,5,2,20172
해양환경측정망,가막만4_환경관리,2017-08-17 00:00:00,127.66111,34.7325,0,0.0,0,125.3,32.75,28.98,1.12,4.7,8.78,8.24,25.8,0.5,,1.3,3.9,5.0,1.51,3.3,22.8,2017,8,3,20173
해양환경측정망,가막만4_환경관리,2017-08-17 00:00:00,127.66111,34.7325,0,9.0,0,125.6,33.03,28.16,1.58,5.4,8.45,8.23,41.9,1.1,,1.9,,5.8,3.51,2.7,22.0,2017,8,3,20173
해양환경측정망,가막만4_환경관리,2017-11-18 16:24:00,127.66111,34.7325,0,0.0,0,115.6,32.27,13.7,1.46,4.15,8.24,8.17,,3.8,,20.7,4.5,44.4,1.69,19.9,22.9,2017,11,4,20174
해양환경측정망,가막만4_환경관리,2017-11-18 16:24:00,127.66111,34.7325,0,7.5,0,113.8,32.27,13.7,1.51,5.05,7.93,8.17,,4.9,,22.1,,50.6,2.21,23.6,15.2,2017,11,4,20174
해양환경측정망,가막만5_환경관리,2017-02-14 08:52:00,127.64417,34.6975,0,0.0,0,157.8,33.36,4.7,0.15,11.6,11.08,8.24,54.5,0.9,,2.5,4.0,6.0,1.2,2.5,17.7,2017,2,1,20171
해양환경측정망,가막만5_환경관리,2017-02-14 08:52:00,127.64417,34.6975,0,8.5,0,109.7,33.36,4.72,0.15,10.3,11.16,8.26,45.9,1.0,1.5,2.2,,10.2,1.16,7.1,14.4,2017,2,1,20171
해양환경측정망,가막만5_환경관리,2017-05-21 14:20:00,127.64417,34.6975,0,0.0,0,150.4,33.79,20.75,0.91,5.5,8.24,8.14,24.0,0.7,2.1,2.3,4.0,49.3,1.52,46.4,19.7,2017,5,2,20172
해양환경측정망,가막만5_환경관리,2017-05-21 14:20:00,127.64417,34.6975,0,7.5,0,127.4,33.78,19.52,2.68,15.5,8.08,8.1,51.4,1.3,2.7,61.3,,67.3,2.47,4.6,18.4,2017,5,2,20172
해양환경측정망,가막만5_환경관리,2017-08-17 00:00:00,127.64417,34.6975,0,0.0,0,171.3,32.58,28.65,1.98,7.7,9.56,8.25,48.5,1.5,,4.3,3.2,8.8,1.89,3.0,27.7,2017,8,3,20173
해양환경측정망,가막만5_환경관리,2017-08-17 00:00:00,127.64417,34.6975,0,8.5,0,151.7,32.74,27.44,3.5,7.0,8.26,8.18,,0.8,,1.6,,8.3,3.06,5.8,31.0,2017,8,3,20173
해양환경측정망,가막만5_환경관리,2017-11-18 16:05:00,127.64417,34.6975,0,0.0,0,147.6,32.39,13.9,1.44,4.65,8.66,8.18,,2.7,,9.5,4.5,27.8,1.3,15.6,21.9,2017,11,4,20174
해양환경측정망,가막만5_환경관리,2017-11-18 16:05:00,127.64417,34.6975,0,7.0,0,80.9,32.39,13.91,1.54,4.2,8.24,8.19,,3.9,,10.8,,25.3,2.09,10.7,18.9,2017,11,4,20174
해양환경측정망,감포연안1_연안,2017-02-05 10:44:00,129.5108333,35.79805556,0,0.0,0,114.5,34.42,13.69,0.15,2.5,8.53,8.13,,5.1,,,10.0,102.3,1.71,12.5,14.1,2017,2,1,20171
해양환경측정망,감포연안1_연안,2017-02-05 10:44:00,129.5108333,35.79805556,0,27.0,0,131.6,34.44,13.44,0.32,2.7,8.48,8.13,,4.6,,,,89.1,1.13,10.9,13.8,2017,2,1,20171
해양환경측정망,감포연안1_연안,2017-05-16 12:05:00,129.5108333,35.79805556,0,0.0,0,197.8,34.3,14.32,3.18,8.2,8.02,8.18,,8.0,,,4.0,67.9,0.85,0.1,16.4,2017,5,2,20172
해양환경측정망,감포연안1_연안,2017-05-16 12:05:00,129.5108333,35.79805556,0,33.0,0,274.4,34.31,12.76,1.3,4.3,8.9,8.14,,7.1,,,,109.8,0.66,0.5,21.7,2017,5,2,20172
해양환경측정망,감포연안1_연안,2017-08-04 00:00:00,129.5108333,35.79805556,0,0.0,0,71.9,31.92,28.07,0.58,4.4,6.54,8.21,140.0,0.2,0.4,2.3,10.0,3.1,0.91,0.6,6.2,2017,8,3,20173
해양환경측정망,감포연안1_연안,2017-08-04 00:00:00,129.5108333,35.79805556,0,28.0,0,185.9,34.23,10.16,0.37,4.8,6.18,7.94,,9.2,,,,142.5,1.56,2.8,33.8,2017,8,3,20173
해양환경측정망,감포연안1_연안,2017-11-17 11:10:00,129.5108333,35.79805556,0,0.0,0,134.2,33.51,17.07,1.16,4.3,7.73,8.17,,3.5,,,9.5,53.4,1.42,3.5,19.4,2017,11,4,20174
해양환경측정망,감포연안1_연안,2017-11-17 11:10:00,129.5108333,35.79805556,0,29.0,0,250.7,34.16,15.31,0.25,5.8,5.56,8.04,,3.9,,,,153.6,1.26,3.4,29.5,2017,11,4,20174
해양환경측정망,감포연안2_연안,2017-02-05 11:28:00,129.5305556,35.81555556,0,0.0,0,107.9,34.43,13.82,0.32,2.8,8.21,8.13,,3.9,,,11.5,82.8,1.42,10.4,14.7,2017,2,1,20171
해양환경측정망,감포연안2_연안,2017-02-05 11:28:00,129.5305556,35.81555556,0,42.0,0,111.0,34.41,13.35,0.33,2.9,8.3,8.13,,4.9,,,,97.7,0.84,12.4,11.5,2017,2,1,20171
해양환경측정망,감포연안2_연안,2017-05-16 12:20:00,129.5305556,35.81555556,0,0.0,0,218.0,33.28,14.14,1.86,3.8,8.44,8.16,,6.0,,,4.5,81.7,0.75,0.3,17.3,2017,5,2,20172
해양환경측정망,감포연안2_연안,2017-05-16 12:20:00,129.5305556,35.81555556,0,42.0,0,375.2,34.26,8.5,0.35,9.9,7.5,8.04,,4.5,,,,177.1,0.74,1.5,30.0,2017,5,2,20172
해양환경측정망,감포연안2_연안,2017-08-04 00:00:00,129.5305556,35.81555556,0,0.0,0,124.6,31.98,27.86,0.43,3.0,7.3,8.23,93.2,0.0,1.2,1.4,11.1,2.0,1.16,0.6,7.5,2017,8,3,20173
해양환경측정망,감포연안2_연안,2017-08-04 00:00:00,129.5305556,35.81555556,0,43.0,0,181.3,34.18,8.36,0.56,4.9,5.99,7.88,,9.5,,,,174.7,1.41,3.8,43.1,2017,8,3,20173
해양환경측정망,감포연안2_연안,2017-11-17 11:23:00,129.5305556,35.81555556,0,0.0,0,133.7,33.51,17.19,1.6,4.5,7.82,8.17,,2.8,,43.3,8.8,48.3,1.73,2.2,19.2,2017,11,4,20174
해양환경측정망,감포연안2_연안,2017-11-17 11:23:00,129.5305556,35.81555556,0,40.0,0,253.1,34.27,14.61,0.15,5.0,5.56,8.02,,2.9,,,,165.1,1.49,1.2,31.1,2017,11,4,20174
해양환경측정망,감포연안3_연안,2017-02-05 09:29:00,129.4883333,35.7075,0,0.0,0,135.8,34.41,14.64,0.23,1.7,8.48,8.1,,5.1,,,7.0,90.0,1.18,8.6,14.3,2017,2,1,20171
해양환경측정망,감포연안3_연안,2017-02-05 09:29:00,129.4883333,35.7075,0,24.0,0,152.0,34.42,13.18,0.39,2.1,8.43,8.11,,4.7,,,,81.8,0.79,9.9,14.8,2017,2,1,20171
해양환경측정망,감포연안3_연안,2017-05-16 11:20:00,129.4883333,35.7075,0,0.0,0,210.8,34.28,15.46,2.06,4.2,8.36,8.13,,5.9,,,4.0,70.2,0.67,0.2,17.9,2017,5,2,20172
해양환경측정망,감포연안3_연안,2017-05-16 11:20:00,129.4883333,35.7075,0,31.0,0,308.8,34.3,11.35,0.62,16.2,7.52,8.08,,7.0,,,,147.1,0.84,1.0,27.7,2017,5,2,20172
해양환경측정망,감포연안3_연안,2017-08-04 00:00:00,129.4883333,35.7075,0,0.0,0,99.1,32.02,27.57,0.51,3.1,7.51,8.2,,0.3,0.6,2.3,9.0,3.3,1.08,0.8,9.4,2017,8,3,20173
해양환경측정망,감포연안3_연안,2017-08-04 00:00:00,129.4883333,35.7075,0,26.0,0,175.4,34.18,12.73,1.01,4.1,6.15,7.98,,8.9,,,,142.3,1.05,1.2,27.6,2017,8,3,20173
해양환경측정망,감포연안3_연안,2017-11-17 10:25:00,129.4883333,35.7075,0,0.0,0,140.7,33.58,17.44,1.45,2.9,7.61,8.17,,3.5,,,10.0,56.2,0.81,1.8,19.1,2017,11,4,20174
해양환경측정망,감포연안3_연안,2017-11-17 10:25:00,129.4883333,35.7075,0,30.0,0,143.3,33.58,17.17,1.17,4.8,7.61,8.18,,5.1,,,,55.4,0.69,4.2,21.2,2017,11,4,20174
해양환경측정망,감포연안4_연안,2017-02-05 09:54:00,129.5005556,35.74638889,0,0.0,0,119.9,34.4,13.37,0.37,2.8,8.63,8.12,,5.0,,,7.5,88.9,1.14,8.8,13.1,2017,2,1,20171
해양환경측정망,감포연안4_연안,2017-02-05 09:54:00,129.5005556,35.74638889,0,19.0,0,153.7,34.43,13.35,0.23,2.4,8.6,8.12,,5.6,,,,100.7,1.01,11.3,15.4,2017,2,1,20171
해양환경측정망,감포연안4_연안,2017-05-16 11:40:00,129.5005556,35.74638889,0,0.0,0,256.4,34.3,14.56,2.64,5.0,8.81,8.16,,6.4,,,4.0,69.2,0.88,0.2,19.9,2017,5,2,20172
해양환경측정망,감포연안4_연안,2017-05-16 11:40:00,129.5005556,35.74638889,0,25.0,0,295.5,34.3,11.85,0.78,12.0,7.6,8.1,,6.8,,,,137.6,0.87,0.8,28.4,2017,5,2,20172
