"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","규산염[μg/L]","reasil_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","총인[μg/L]","totp_qc"
"해양환경측정망","가막만1_환경관리","2013-02-23 00:00:00","127.73417","34.7225","0","18","저층","193.1","2","32.97","1","7.43","1","9.91","1","9","2","10.66","1","8.4","2","37.9","1","1.9","2","3.9","1","10.7","1","","","26.7","2","1.36","2","14.2","2","27","2"
"해양환경측정망","가막만1_환경관리","2013-05-21 00:00:00","127.73417","34.7225","0","0","표층","118.9","2","32.81","1","18.27","1","4.09","1","10.9","2","8.15","1","8.1","2","214.4","1","1.9","2","9","1","11.3","1","1.9","2","33.9","2","1.33","2","20.7","2","10.7","2"
"해양환경측정망","가막만1_환경관리","2013-05-21 00:00:00","127.73417","34.7225","0","17","저층","132.5","2","32.82","1","18.03","1","4.76","1","13.3","2","8.01","1","8.11","2","184.8","1","1.8","2","8.7","1","10.2","1","","","25","2","1.49","2","13","2","12.3","2"
"해양환경측정망","가막만1_환경관리","2013-08-12 00:00:00","127.73417","34.7225","0","0","표층","174.8","2","32.72","1","24.85","1","2.44","1","5.3","2","5.79","1","7.97","2","729.4","1","1","2","6.5","1","3.1","1","2","2","9.1","2","0.85","2","5","2","23.2","2"
"해양환경측정망","가막만1_환경관리","2013-08-12 00:00:00","127.73417","34.7225","0","17","저층","185.4","2","32.64","1","22.48","1","1.34","1","7.7","2","4.38","1","7.84","2","784.2","1","2.2","2","9.5","1","8.2","1","","","29.6","2","0.46","2","19.2","2","21.8","2"
"해양환경측정망","가막만1_환경관리","2013-11-07 00:00:00","127.73417","34.7225","0","0","표층","228.8","2","32.35","1","19.12","1","2.67","1","8.5","2","7.16","1","8.15","2","238.3","1","12.3","2","16.4","1","35.4","1","1.5","2","60.7","2","0.77","2","13","2","23.7","2"
"해양환경측정망","가막만1_환경관리","2013-11-07 00:00:00","127.73417","34.7225","0","18","저층","239.5","2","32.33","1","18.98","1","2.84","1","10.2","2","7.13","1","8.14","2","264.1","1","11.4","2","17.3","1","35.3","1","","","48.3","2","1.59","2","1.6","2","29.8","2"
"해양환경측정망","가막만2_환경관리","2013-02-24 00:00:00","127.68833","34.68917","0","0","표층","121.6","2","33.1","1","4.86","1","5.18","1","8.2","2","10.46","1","8.34","2","28.9","1","0.5","2","1.6","1","2.2","1","2","2","3.5","2","1.43","2","0.7","2","17.7","2"
"해양환경측정망","가막만2_환경관리","2013-02-24 00:00:00","127.68833","34.68917","0","6","저층","123.2","2","33.06","1","4.81","1","3.19","1","9.1","2","10.48","1","8.35","2","29.6","1","0.3","2","1.5","1","0.3","1","","","0.7","2","1.25","2","0.1","2","17.4","2"
"해양환경측정망","가막만2_환경관리","2013-05-22 00:00:00","127.68833","34.68917","0","0","표층","83.4","2","33.21","1","19.82","1","0.26","1","8.75","2","8.13","1","8.13","2","87.1","1","0.5","2","0.6","1","0.4","1","4.1","2","3.9","2","1.18","2","2.9","2","4","2"
"해양환경측정망","가막만2_환경관리","2013-05-22 00:00:00","127.68833","34.68917","0","5","저층","62.2","2","33.18","1","19.61","1","0.49","1","8.5","2","8.23","1","8.13","2","89.3","1","0.3","2","0.5","1","0.2","1","","","1.2","2","1.24","2","0.7","2","5.2","2"
"해양환경측정망","가막만2_환경관리","2013-08-12 00:00:00","127.68833","34.68917","0","0","표층","174.2","2","32.92","1","25.24","1","1.77","1","3.6","2","6.92","1","8.09","2","638.3","1","0.5","2","3.8","1","0.8","1","2.5","2","7.7","2","0.67","2","6.4","2","20.2","2"
"해양환경측정망","가막만2_환경관리","2013-08-12 00:00:00","127.68833","34.68917","0","5.5","저층","166.4","2","32.96","1","23.83","1","3.08","1","2","2","6.61","1","8.03","2","708.3","1","0.8","2","7.9","1","0.7","1","","","8.6","2","0.53","2","7.1","2","25.4","2"
"해양환경측정망","가막만2_환경관리","2013-11-12 00:00:00","127.68833","34.68917","0","0","표층","200.9","2","32.29","1","17.66","1","0.7","1","7.8","2","7.62","1","8.18","2","200.3","1","4","2","10.5","1","11.3","1","1.6","2","17.2","2","1.14","2","1.8","2","24.8","2"
"해양환경측정망","가막만2_환경관리","2013-11-12 00:00:00","127.68833","34.68917","0","7","저층","214.7","2","32.44","1","17.78","1","0.7","1","14.4","2","7.32","1","8.16","2","285.8","1","7.6","2","13.9","1","20.5","1","","","29.6","2","1.42","2","1.5","2","26.5","2"
"해양환경측정망","가막만3_환경관리","2013-02-23 00:00:00","127.69028","34.62139","0","0","표층","158.8","2","33.22","1","5.67","1","4.17","1","6.6","2","10.47","1","8.32","2","33.9","1","0.4","2","2.1","1","0.5","1","1","2","2","2","1.28","2","1","2","21.2","2"
"해양환경측정망","가막만3_환경관리","2013-02-23 00:00:00","127.69028","34.62139","0","7.5","저층","86","2","33.23","1","5.65","1","5.5","1","2.6","2","10.44","1","8.32","2","45","1","0.4","2","2.1","1","1.6","1","","","3.4","2","0.87","2","1.4","2","16.7","2"
"해양환경측정망","가막만3_환경관리","2013-05-22 00:00:00","127.69028","34.62139","0","0","표층","99","2","33.3","1","17.78","1","2.06","1","7.15","2","8.4","1","8.13","2","137.7","1","0.9","2","1.4","1","0.2","1","1.8","2","3","2","1.23","2","1.8","2","8.5","2"
"해양환경측정망","가막만3_환경관리","2013-05-22 00:00:00","127.69028","34.62139","0","9","저층","93","2","33.32","1","16.73","1","4.53","1","17.4","2","8.23","1","8.1","2","213.8","1","3.2","2","5.7","1","13.6","1","","","25.3","2","1.06","2","8.4","2","8.1","2"
"해양환경측정망","가막만3_환경관리","2013-08-12 00:00:00","127.69028","34.62139","0","0","표층","179.5","2","32.97","1","22.91","1","2.47","1","5.6","2","6.42","1","8.01","2","605.5","1","6.3","2","10.2","1","21.1","1","1.5","2","38.7","2","0.75","2","11.3","2","19.6","2"
"해양환경측정망","가막만3_환경관리","2013-08-12 00:00:00","127.69028","34.62139","0","8.5","저층","191.5","2","33.09","1","21.14","1","2.03","1","6.8","2","6.23","1","8.02","2","593.1","1","6.8","2","11.1","1","25.5","1","","","46.2","2","0.46","2","13.9","2","19.1","2"
"해양환경측정망","가막만3_환경관리","2013-11-12 00:00:00","127.69028","34.62139","0","0","표층","233.9","2","32.72","1","18.69","1","0.46","1","17.5","2","7.05","1","8.15","2","295","1","15.7","2","16.4","1","40.1","1","1.8","2","58.4","2","1.33","2","2.6","2","24.8","2"
"해양환경측정망","가막만3_환경관리","2013-11-12 00:00:00","127.69028","34.62139","0","19","저층","223.6","2","32.71","1","18.67","1","0.9","1","6.6","2","7.09","1","8.15","2","299.5","1","14.9","2","14.4","1","39.8","1","","","56.5","2","1.28","2","1.8","2","25","2"
"해양환경측정망","가막만4_환경관리","2013-02-24 00:00:00","127.66111","34.7325","0","0","표층","144.7","2","32.95","1","4.73","1","3.56","1","5.1","2","10.67","1","8.36","2","17","1","0.3","2","1.4","1","0.4","1","5","2","2.3","2","0.98","2","1.7","2","16.6","2"
"해양환경측정망","가막만4_환경관리","2013-02-24 00:00:00","127.66111","34.7325","0","9.5","저층","106.7","2","32.95","1","4.73","1","3.56","1","6","2","10.7","1","8.37","2","17.9","1","0.4","2","1.2","1","0.3","1","","","1.6","2","0.95","2","0.9","2","12.8","2"
"해양환경측정망","가막만4_환경관리","2013-05-22 00:00:00","127.66111","34.7325","0","0","표층","92.7","2","32.97","1","20.97","1","4.53","1","15.45","2","8.51","1","8.13","2","314.3","1","0.5","2","1.8","1","0.1","1","2.8","2","2.2","2","1.31","2","1.7","2","11.7","2"
"해양환경측정망","가막만4_환경관리","2013-05-22 00:00:00","127.66111","34.7325","0","8","저층","79.9","2","33.28","1","19.16","1","3.83","1","10.1","2","6.97","1","8.01","2","616.6","1","0.5","2","4.2","1","0.1","1","","","1.4","2","1.21","2","0.8","2","9.7","2"
"해양환경측정망","가막만4_환경관리","2013-08-12 00:00:00","127.66111","34.7325","0","0","표층","176.2","2","32.85","1","27.02","1","1.77","1","3.3","2","7.54","1","8.17","2","554","1","0.5","2","1.9","1","0.6","1","2.5","2","6.9","2","1.18","2","5.8","2","20.7","2"
"해양환경측정망","가막만4_환경관리","2013-08-12 00:00:00","127.66111","34.7325","0","7.5","저층","207.3","2","32.8","1","23.89","1","5.34","1","2.9","2","5.19","1","7.89","2","947","1","1.2","2","12.4","1","0.8","1","","","21.1","2","0.97","2","19.1","2","28.8","2"
"해양환경측정망","가막만4_환경관리","2013-11-12 00:00:00","127.66111","34.7325","0","0","표층","203.5","2","32.13","1","17.73","1","0.93","1","9.3","2","7.47","1","8.08","2","173","1","1.7","2","8.8","1","3.7","1","5","2","7.2","2","1.19","2","1.8","2","25.7","2"
"해양환경측정망","가막만4_환경관리","2013-11-12 00:00:00","127.66111","34.7325","0","10","저층","191.6","2","32.11","1","17.54","1","3.83","1","11","2","7.74","1","8.16","2","130.9","1","1.2","2","6.2","1","2.8","1","","","5.8","2","1.36","2","1.7","2","21.7","2"
"해양환경측정망","가막만5_환경관리","2013-02-24 00:00:00","127.64417","34.6975","0","0","표층","149.9","2","32.99","1","4.67","1","4.92","1","6.6","2","10.67","1","8.36","2","11.4","1","0.3","2","1.2","1","1.6","1","3","2","2.7","2","1.03","2","0.8","2","17.8","2"
"해양환경측정망","가막만5_환경관리","2013-02-24 00:00:00","127.64417","34.6975","0","8.5","저층","123.5","2","32.96","1","4.51","1","2.75","1","7.2","2","10.75","1","8.35","2","8.8","1","0.1","2","1.2","1","0.3","1","","","1.7","2","0.85","2","1.2","2","10.8","2"
"해양환경측정망","가막만5_환경관리","2013-05-22 00:00:00","127.64417","34.6975","0","0","표층","118.1","2","33.23","1","19.6","1","1.16","1","13.1","2","8.18","1","8.11","2","263.8","1","0.4","2","1.6","1","0.1","1","4.6","2","11.5","2","1.11","2","11","2","14.6","2"
"해양환경측정망","가막만5_환경관리","2013-05-22 00:00:00","127.64417","34.6975","0","7","저층","131.8","2","33.23","1","19.46","1","1.6","1","10.5","2","7.8","1","8.07","2","388.5","1","0.4","2","2.9","1","0.5","1","","","1.3","2","1.05","2","0.4","2","16","2"
"해양환경측정망","가막만5_환경관리","2013-08-12 00:00:00","127.64417","34.6975","0","0","표층","186.5","2","32.79","1","27.33","1","1.13","1","3.3","2","7.38","1","8.17","2","600.2","1","0.6","2","1.5","1","0.4","1","2","2","7.8","2","1.16","2","6.9","2","19.2","2"
"해양환경측정망","가막만5_환경관리","2013-08-12 00:00:00","127.64417","34.6975","0","7.5","저층","227.1","2","32.96","1","22.74","1","2.21","1","5.3","2","5.32","1","7.93","2","915.4","1","3","2","15.7","1","1.1","1","","","54.4","2","0.72","2","50.3","2","33.3","2"
"해양환경측정망","가막만5_환경관리","2013-11-12 00:00:00","127.64417","34.6975","0","0","표층","169.9","2","32.18","1","17.86","1","0.67","1","9","2","7.78","1","8.17","2","155.1","1","1.8","2","8.2","1","4.1","1","4.7","2","7.4","2","1.01","2","1.5","2","21.7","2"
"해양환경측정망","가막만5_환경관리","2013-11-12 00:00:00","127.64417","34.6975","0","9.5","저층","199.9","2","32.18","1","17.58","1","1.13","1","3.9","2","7.66","1","8.19","2","161.6","1","1.9","2","8.3","1","3.5","1","","","6.9","2","1.45","2","1.6","2","24.4","2"
"해양환경측정망","감포연안1_연안","2013-02-28 00:00:00","129.5108333","35.79805556","0","0","표층","169.9","2","34.14","1","11.27","1","4.31","1","2.8","2","8.2","1","7.97","2","343.8","1","6.5","2","18.1","1","98.9","1","4","2","117.6","2","1.25","2","12.3","2","19.6","2"
"해양환경측정망","감포연안1_연안","2013-02-28 00:00:00","129.5108333","35.79805556","0","28","저층","200","2","34.13","1","10.42","1","2.37","1","2","2","8.02","1","7.95","2","384.9","1","6.9","2","21.6","1","108.6","1","","","130.4","2","0.69","2","14.9","2","22.1","2"
"해양환경측정망","감포연안1_연안","2013-05-13 00:00:00","129.5108333","35.79805556","0","0","표층","166.3","2","34","1","12.07","1","4.29","1","4.1","2","9.23","1","8.19","2","264.7","1","5.9","2","9.6","1","40.1","1","4.3","2","48.4","2","0.92","2","2.3","2","21.6","2"
"해양환경측정망","감포연안1_연안","2013-05-13 00:00:00","129.5108333","35.79805556","0","25","저층","239.3","2","34.05","1","9.04","1","0.93","1","11","2","7.96","1","8.08","2","497.9","1","7.7","2","25.5","1","134","1","","","150.6","2","1.06","2","8.8","2","25.5","2"
"해양환경측정망","감포연안1_연안","2013-08-08 00:00:00","129.5108333","35.79805556","0","0","표층","152.6","2","34.44","1","21","1","3.13","1","2.6","2","9.29","1","8.29","2","210.5","1","0.2","2","2.8","1","1.2","1","5","2","1.8","2","1.61","2","0.5","2","11.4","2"
"해양환경측정망","감포연안1_연안","2013-08-08 00:00:00","129.5108333","35.79805556","0","29","저층","275","2","34.11","1","15.4","1","1.56","1","1.3","2","5.53","1","7.99","2","571.6","1","5.1","2","30.4","1","141.9","1","","","159.1","2","0.11","2","12.2","2","31.6","2"
"해양환경측정망","감포연안1_연안","2013-11-15 00:00:00","129.5108333","35.79805556","0","0","표층","173.1","2","33.75","1","17.84","1","2.64","1","4.5","2","8.18","1","8.16","2","254.7","1","6.7","2","10.4","1","62.1","1","6","2","70.9","2","0.82","2","2.1","2","15.4","2"
"해양환경측정망","감포연안1_연안","2013-11-15 00:00:00","129.5108333","35.79805556","0","34","저층","203","2","33.98","1","16","1","1.27","1","5.7","2","6.17","1","8.11","2","385","1","8.4","2","17.4","1","100.6","1","","","113.1","2","1.02","2","4.1","2","20.1","2"
"해양환경측정망","감포연안2_연안","2013-02-28 00:00:00","129.5305556","35.81555556","0","0","표층","155.7","2","34.16","1","11.87","1","2.78","1","1.8","2","8.52","1","8","2","264.8","1","6","2","14.8","1","84.1","1","4","2","106.9","2","1.12","2","16.8","2","15.2","2"
"해양환경측정망","감포연안2_연안","2013-02-28 00:00:00","129.5305556","35.81555556","0","45","저층","199.3","2","34.16","1","10.41","1","2.2","1","3.8","2","8.29","1","7.97","2","333.5","1","5.8","2","18.9","1","96.4","1","","","115","2","0.9","2","12.7","2","19","2"
"해양환경측정망","감포연안2_연안","2013-05-13 00:00:00","129.5305556","35.81555556","0","0","표층","144.9","2","34.18","1","12.45","1","3.88","1","5.4","2","9.59","1","8.21","2","212","1","3.7","2","5.7","1","21.1","1","4","2","25.8","2","1.01","2","0.9","2","19.7","2"
"해양환경측정망","감포연안2_연안","2013-05-13 00:00:00","129.5305556","35.81555556","0","44","저층","268.6","2","34.11","1","7.05","1","0.26","1","13.6","2","7.96","1","8.03","2","601.3","1","4","2","31.1","1","172.1","1","","","189","2","1.03","2","12.8","2","32","2"
"해양환경측정망","감포연안2_연안","2013-08-08 00:00:00","129.5305556","35.81555556","0","0","표층","261.5","2","33.6","1","21.1","1","14.12","1","3.8","2","10.22","1","8.34","2","203.3","1","0.1","2","3.7","1","0","1","5","2","6.1","2","0.77","2","5.9","2","21.9","2"
"해양환경측정망","감포연안2_연안","2013-08-08 00:00:00","129.5305556","35.81555556","0","43","저층","276.9","2","34.14","1","13.8","1","0.89","1","1.4","2","8.71","1","7.98","2","546.9","1","4.2","2","29.3","1","152.9","1","","","177.9","2","0.7","2","20.8","2","30.1","2"
"해양환경측정망","감포연안2_연안","2013-11-15 00:00:00","129.5305556","35.81555556","0","0","표층","171.3","2","33.73","1","17.89","1","2.64","1","3.6","2","7.64","1","8.14","2","252.9","1","6.6","2","10.1","1","60.2","1","6","2","68.9","2","1.07","2","2.1","2","16.8","2"
"해양환경측정망","감포연안2_연안","2013-11-15 00:00:00","129.5305556","35.81555556","0","34","저층","261.8","2","34.31","1","14.61","1","1.27","1","4.4","2","7.02","1","8.05","2","531.5","1","5.3","2","25.3","1","158.3","1","","","164.4","2","1.05","2","0.8","2","26.4","2"
"해양환경측정망","감포연안3_연안","2013-02-28 00:00:00","129.4883333","35.7075","0","0","표층","173.9","2","34.06","1","11.3","1","0.99","1","2.2","2","8.32","1","7.98","2","332.5","1","6.1","2","16.9","1","96.3","1","4","2","115.9","2","1.2","2","13.5","2","17.8","2"
"해양환경측정망","감포연안3_연안","2013-02-28 00:00:00","129.4883333","35.7075","0","36","저층","180.5","2","34.12","1","10.73","1","0.81","1","2.8","2","8.37","1","7.97","2","346.1","1","6.1","2","19.2","1","98.6","1","","","120.7","2","1","2","16","2","20","2"
"해양환경측정망","감포연안3_연안","2013-05-13 00:00:00","129.4883333","35.7075","0","0","표층","194.7","2","33.97","1","12.65","1","2.49","1","8.9","2","8.13","1","8.09","2","443.5","1","6.7","2","20.6","1","99.9","1","3.6","2","111.5","2","1.21","2","4.8","2","25.6","2"
"해양환경측정망","감포연안3_연안","2013-05-13 00:00:00","129.4883333","35.7075","0","26","저층","325.1","2","34.11","1","7.18","1","0.7","1","14.2","2","7.48","1","7.99","2","684","1","3.9","2","36.5","1","180.7","1","","","221.1","2","0.88","2","36.5","2","40.9","2"
"해양환경측정망","감포연안3_연안","2013-08-08 00:00:00","129.4883333","35.7075","0","0","표층","116.4","2","33.49","1","20.3","1","1.56","1","2.1","2","9.04","1","8.2","2","215.4","1","0.1","2","3.4","1","1.2","1","7","2","3.5","2","1.23","2","2.2","2","8.4","2"
"해양환경측정망","감포연안3_연안","2013-08-08 00:00:00","129.4883333","35.7075","0","36","저층","280.1","2","34.21","1","14.1","1","0.69","1","1.9","2","6.16","1","8","2","552","1","2.8","2","30.7","1","165.1","1","","","181.5","2","1.05","2","13.7","2","31.4","2"
"해양환경측정망","감포연안3_연안","2013-11-15 00:00:00","129.4883333","35.7075","0","0","표층","169.7","2","33.78","1","17.98","1","2.41","1","3","2","8.63","1","8.16","2","251.9","1","6.3","2","10.1","1","58.9","1","5","2","66.9","2","0.93","2","1.7","2","15.7","2"
"해양환경측정망","감포연안3_연안","2013-11-15 00:00:00","129.4883333","35.7075","0","36","저층","209.4","2","33.97","1","16.24","1","1.77","1","6.6","2","7.58","1","8.12","2","386.9","1","8.7","2","17","1","100.3","1","","","112.7","2","0.94","2","3.7","2","20.6","2"
"해양환경측정망","감포연안4_연안","2013-02-28 00:00:00","129.5005556","35.74638889","0","0","표층","163.4","2","34.19","1","11.49","1","3.9","1","1.6","2","8.53","1","8","2","282.1","1","5.9","2","15.4","1","84.3","1","3","2","104.3","2","1.16","2","14.1","2","15.7","2"
"해양환경측정망","감포연안4_연안","2013-02-28 00:00:00","129.5005556","35.74638889","0","38","저층","199.6","2","34.12","1","10.35","1","2.98","1","2.6","2","7.99","1","7.95","2","399.3","1","6.2","2","22.5","1","111.9","1","","","137.5","2","1.06","2","19.5","2","23","2"
"해양환경측정망","감포연안4_연안","2013-05-13 00:00:00","129.5005556","35.74638889","0","0","표층","185.9","2","34.05","1","11.89","1","2.96","1","8","2","8.79","1","8.12","2","372.6","1","8","2","15.6","1","88.3","1","3.5","2","99.4","2","0.77","2","3.1","2","20.9","2"
"해양환경측정망","감포연안4_연안","2013-05-13 00:00:00","129.5005556","35.74638889","0","25","저층","324.2","2","34.13","1","5.96","1","0.93","1","13.9","2","7.73","1","7.96","2","733","1","2.4","2","39.8","1","201.6","1","","","236.2","2","0.85","2","32.1","2","42.7","2"
"해양환경측정망","감포연안4_연안","2013-08-08 00:00:00","129.5005556","35.74638889","0","0","표층","118.3","2","33.52","1","20.8","1","1.53","1","1.4","2","9.2","1","8.28","2","193.5","1","0","2","2.5","1","0.4","1","8","2","2.6","2","0.88","2","2.2","2","6.9","2"
