"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc","총인[μg/L]","totp_qc"
"해양환경측정망","가로림연안3_연안","2002-08-01 00:00:00","126.2","36.94166667","0","0","표층","231","2","31.21","1","20.98","1","1.41","1","6.4","2","5.7","1","7.82","2","14","2","9.3","1","36","1","4.5","2","135","2","1.16","2","85","2","","","26.9","2"
"해양환경측정망","가로림연안3_연안","2002-08-01 00:00:00","126.2","36.94166667","0","30","저층","279","2","31.22","1","20.97","1","","","","","6.02","1","7.89","2","13","2","10.5","1","25","1","","","72","2","0.89","2","34","2","","","29","2"
"해양환경측정망","가로림연안3_연안","2002-11-01 00:00:00","126.2","36.94166667","0","0","표층","87.3803","2","31.46","1","14.59","1","0.70648","1","13","2","7.67","1","8.14","2","2.11429","2","16.7032","1","68.2585","1","2.3","2","71.5492","2","0.9","2","1.17647","2","","","34.1709","2"
"해양환경측정망","가로림연안3_연안","2002-11-01 00:00:00","126.2","36.94166667","0","33","저층","85","2","31.46","1","14.56","1","","","","","7.52","1","8.11","2","2.77143","2","15.1461","1","67.062","1","","","72.4216","2","0.87","2","2.58823","2","","","47.5712","2"
"해양환경측정망","가막만1_환경관리","2002-02-01 00:00:00","127.73417","34.7225","0","0","표층","286.37","2","33.38","1","7.04","1","3.34113","1","11.6","2","11.01","1","8.3","2","4.38825","2","21.9355","1","91.3182","1","1.8","2","110.7","2","1.448","2","14.9938","2","","","50.727","2"
"해양환경측정망","가막만1_환경관리","2002-02-01 00:00:00","127.73417","34.7225","0","10","저층","384.842","2","33.42","1","7.03","1","","","","","10.9","1","8.3","2","4.47326","2","23.4326","1","24.2841","1","","","44.6585","2","1.352","2","15.9011","2","","","51.1328","2"
"해양환경측정망","가막만1_환경관리","2002-05-01 00:00:00","127.73417","34.7225","0","0","표층","197.33","2","32.32","1","16.35","1","1.52231","1","51","2","8.73","1","7.85","2","3.87575","2","20.5366","1","127.039","1","1.3","2","184.605","2","1.76533","2","53.6903","2","","","38.8189","2"
"해양환경측정망","가막만1_환경관리","2002-05-01 00:00:00","127.73417","34.7225","0","11","저층","174.004","2","32.59","1","16.63","1","","","","","8.22","1","7.83","2","3.67177","2","21.3405","1","113.548","1","","","151.59","2","1.62133","2","34.3701","2","","","36.9304","2"
"해양환경측정망","가막만1_환경관리","2002-08-01 00:00:00","127.73417","34.7225","0","0","표층","834.38","2","27.82","1","23.48","1","1.10509","1","9.125","2","7.34","1","7.86","2","7.12491","2","99.0051","4","168.804","1","1.8","2","267.947","2","0.389333","2","92.0182","2","","","121.757","2"
"해양환경측정망","가막만1_환경관리","2002-08-01 00:00:00","127.73417","34.7225","0","12","저층","789.303","2","30.7","1","24.93","1","","","","","6.99","1","7.81","2","8.71989","2","35.1266","1","181.431","1","","","292.068","2","0.229333","2","101.918","2","","","54.4794","2"
"해양환경측정망","가막만1_환경관리","2002-11-01 00:00:00","127.73417","34.7225","0","0","표층","272.579","2","31.7","1","13.12","1","1.51511","1","31.375","2","7.03","1","8.07","2","4.16102","2","16.1013","1","160.918","1","1.3","2","184.235","2","1.25333","2","19.1562","2","","","25.5775","2"
"해양환경측정망","가막만1_환경관리","2002-11-01 00:00:00","127.73417","34.7225","0","16","저층","254.927","2","31.71","1","13.16","1","","","","","8.06","1","8.08","2","3.77469","2","15.9565","1","106.92","1","","","126.286","2","1.44533","2","15.5914","2","","","69.139","2"
"해양환경측정망","가막만2_환경관리","2002-02-01 00:00:00","127.68833","34.68917","0","0","표층","241.498","2","33.62","1","7.32","1","0.698003","1","6.8","2","10.15","1","8.27","2","5.40835","2","34.0619","1","112.567","1","1.6","2","138.111","2","2.944","2","20.1356","2","","","36.1176","2"
"해양환경측정망","가막만2_환경관리","2002-02-01 00:00:00","127.68833","34.68917","0","6","저층","268.344","2","33.59","1","7.06","1","","","","","10.44","1","8.28","2","5.72949","2","36.2077","1","126.328","1","","","154.058","2","1.952","2","22.0008","2","","","39.5671","2"
"해양환경측정망","가막만2_환경관리","2002-05-01 00:00:00","127.68833","34.68917","0","0","표층","142.906","2","32.76","1","16.3","1","1.84433","1","67.4","2","9.65","1","7.95","2","2.03987","2","10.2318","1","36.6986","1","1.3","2","54.4161","2","1.76533","2","15.6777","2","","","27.488","2"
"해양환경측정망","가막만2_환경관리","2002-05-01 00:00:00","127.68833","34.68917","0","5","저층","221.827","2","32.81","1","16.3","1","","","","","9.53","1","7.94","2","1.7776","2","11.1088","1","200.104","1","","","202.796","2","2.56533","2","0.91434","2","","","30.5685","2"
"해양환경측정망","가막만2_환경관리","2002-08-01 00:00:00","127.68833","34.68917","0","0","표층","523.096","2","30.16","1","22.64","1","1.17234","1","40.5","2","7.94","1","7.9","2","9.38688","2","29.3996","1","126.767","1","1.2","2","169.941","2","0.261333","2","33.7872","2","","","58.1114","2"
"해양환경측정망","가막만2_환경관리","2002-08-01 00:00:00","127.68833","34.68917","0","6","저층","522.893","2","30.24","1","22.57","1","","","","","7.02","1","7.9","2","5.55893","2","28.6654","1","137.199","1","","","173.197","2","0.373333","2","30.4389","2","","","57.7655","2"
"해양환경측정망","가막만2_환경관리","2002-11-01 00:00:00","127.68833","34.68917","0","0","표층","252.366","2","31.98","1","14.17","1","0.656432","1","38.125","2","7.72","1","8.07","2","5.40282","2","16.5355","1","132.816","1","1.2","2","156.313","2","1.01333","2","18.0944","2","","","64.3601","2"
"해양환경측정망","가막만2_환경관리","2002-11-01 00:00:00","127.68833","34.68917","0","7","저층","277.026","2","31.98","1","13.98","1","","","","","8.02","1","8.08","2","5.62358","2","14.9432","1","141.6","1","","","159.705","2","1.36533","2","12.4817","2","","","86.4166","2"
"해양환경측정망","가막만3_환경관리","2002-02-01 00:00:00","127.69028","34.62139","0","0","표층","266.203","2","33.58","1","8.57","1","0.405251","1","8.8","2","9.75","1","8.29","2","6.16398","2","29.0217","1","92.0771","1","1.8","2","111.521","2","0.984","2","13.2798","2","","","48.6979","2"
"해양환경측정망","가막만3_환경관리","2002-02-01 00:00:00","127.69028","34.62139","0","9","저층","274.925","2","33.69","1","8.26","1","","","","","9.84","1","8.29","2","5.74838","2","31.0178","1","156.809","1","","","176.694","2","1.976","2","14.1368","2","","","44.6398","2"
"해양환경측정망","가막만3_환경관리","2002-05-01 00:00:00","127.69028","34.62139","0","0","표층","133.728","2","33.03","1","15.81","1","1.54865","1","55.2","2","9.99","1","7.96","2","3.08895","2","16.6632","1","57.0955","1","1.6","2","85.2316","2","1.34933","2","25.0471","2","","","26.6442","2"
"해양환경측정망","가막만3_환경관리","2002-05-01 00:00:00","127.69028","34.62139","0","7","저층","131.242","2","33.19","1","15.6","1","","","","","9.99","1","7.98","2","3.64263","2","12.7653","1","62.2947","1","","","91.6354","2","1.39733","2","25.6981","2","","","26.6442","2"
"해양환경측정망","가막만3_환경관리","2002-08-01 00:00:00","127.69028","34.62139","0","0","표층","757.496","2","30.11","1","22.53","1","0.866711","1","38.375","2","8.31","1","7.97","2","5.09494","2","12.0716","1","209.764","1","1.6","2","245.443","2","0.453333","2","30.5845","2","","","18.8516","2"
"해양환경측정망","가막만3_환경관리","2002-08-01 00:00:00","127.69028","34.62139","0","9","저층","601.6","2","30.21","1","22.22","1","","","","","7","1","8","2","3.78996","2","42.0284","1","187.706","1","","","231.324","2","0.613333","2","39.8287","2","","","61.3974","2"
"해양환경측정망","가막만3_환경관리","2002-11-01 00:00:00","127.69028","34.62139","0","0","표층","289.76","2","32.52","1","15.4","1","0.402491","1","36.625","2","6.84","1","7.9","2","2.80885","2","16.6803","1","145.139","1","1.4","2","164.753","2","1.06133","2","16.805","2","","","66.382","2"
"해양환경측정망","가막만3_환경관리","2002-11-01 00:00:00","127.69028","34.62139","0","9","저층","299.9","2","32.56","1","15.43","1","","","","","6.83","1","7.89","2","2.72606","2","23.4839","1","133.773","1","","","154.745","2","1.33333","2","18.2461","2","","","103.327","2"
"해양환경측정망","감포연안1_연안","2002-02-01 00:00:00","129.5108333","35.79805556","0","0","표층","130.6","2","33.18","1","12.08","1","0.31","1","3.4","2","8.54","1","8.12","2","4","2","4.6","1","119","1","4","2","128","2","1.5","2","5","2","","","5.2","2"
"해양환경측정망","감포연안1_연안","2002-02-01 00:00:00","129.5108333","35.79805556","0","26","저층","312.8","2","33.45","1","11.39","1","","","","","8.4","1","8.07","2","8.4","2","3.3","1","159","1","","","173","2","0.24","2","6","2","","","4.2","2"
"해양환경측정망","감포연안1_연안","2002-05-01 00:00:00","129.5108333","35.79805556","0","0","표층","299","2","32.61","1","18.9","1","3.03","1","11","2","9.04","1","8.06","2","0.9","2","3.9","1","1","1","3.5","2","7","2","0.51","2","5","2","","","6","2"
"해양환경측정망","감포연안1_연안","2002-05-01 00:00:00","129.5108333","35.79805556","0","29","저층","273","2","33.33","1","14.3","1","","","","","8.43","1","7.98","2","1.1","2","0.2","1","37","1","","","53","2","0.13","2","15","2","","","4","2"
"해양환경측정망","감포연안1_연안","2002-08-01 00:00:00","129.5108333","35.79805556","0","0","표층","1102","2","27.93","1","22.92","1","4.98","1","5","2","9.17","1","7.78","2","1.6","2","1.5","1","113","1","8","2","119","2","0.21","2","4","2","","","2","2"
"해양환경측정망","감포연안1_연안","2002-08-01 00:00:00","129.5108333","35.79805556","0","29","저층","633","2","30.05","1","20.08","1","","","","","8.59","1","7.76","2","1.9","2","3.1","1","28","1","","","34","2","0.1","2","4","2","","","6","2"
"해양환경측정망","감포연안1_연안","2002-11-01 00:00:00","129.5108333","35.79805556","0","0","표층","150.7","2","31.78","1","14.99","1","5.5","1","0.428","2","8.21","1","7.89","2","11.7","2","16.4","1","30","1","5.5","2","109","2","0.45","2","67","2","","","21.4","2"
"해양환경측정망","감포연안1_연안","2002-11-01 00:00:00","129.5108333","35.79805556","0","30","저층","181","2","31.62","1","14.78","1","","","","","8.23","1","7.87","2","13.2","2","11.4","1","114","1","","","141","2","0.38","2","14","2","","","14.5","2"
"해양환경측정망","감포연안2_연안","2002-02-01 00:00:00","129.5305556","35.81555556","0","0","표층","392.4","2","33.14","1","11.94","1","0.62","1","3.4","2","8.59","1","8.1","2","7.4","2","5.5","1","95","1","4","2","106","2","0.91","2","4","2","","","7.2","2"
"해양환경측정망","감포연안2_연안","2002-02-01 00:00:00","129.5305556","35.81555556","0","44","저층","280.3","2","33.34","1","11.49","1","","","","","8.46","1","8.02","2","4.6","2","4","1","148","1","","","159","2","0.21","2","6","2","","","8.6","2"
"해양환경측정망","감포연안2_연안","2002-05-01 00:00:00","129.5305556","35.81555556","0","0","표층","179","2","32.67","1","17.52","1","2.85","1","12.6","2","9.14","1","8.07","2","0.5","2","1.8","1","18","1","4","2","20","2","0.4","2","1","2","","","4","2"
"해양환경측정망","감포연안2_연안","2002-05-01 00:00:00","129.5305556","35.81555556","0","44","저층","209","2","33.4","1","14.72","1","","","","","8.56","1","8.02","2","1.4","2","1.5","1","26","1","","","39","2","0.32","2","12","2","","","3","2"
"해양환경측정망","감포연안2_연안","2002-08-01 00:00:00","129.5305556","35.81555556","0","0","표층","492","2","29.16","1","21.93","1","4.94","1","12.6","2","9.29","1","7.89","2","1.6","2","2.4","1","91","1","8","2","93","2","0.03","2","0","2","","","3","2"
"해양환경측정망","감포연안2_연안","2002-08-01 00:00:00","129.5305556","35.81555556","0","43","저층","481","2","30.77","1","19.12","1","","","","","8.41","1","7.72","2","2.8","2","1.1","1","36","1","","","44","2","0.21","2","5","2","","","2","2"
"해양환경측정망","감포연안2_연안","2002-11-01 00:00:00","129.5305556","35.81555556","0","0","표층","152.3","2","31.7","1","17.25","1","5","1","0.168","2","8.32","1","7.9","2","11.3","2","10.8","1","102","1","5","2","126","2","0.75","2","13","2","","","15","2"
"해양환경측정망","감포연안2_연안","2002-11-01 00:00:00","129.5305556","35.81555556","0","44","저층","152.9","2","31.48","1","14.75","1","","","","","8.53","1","7.88","2","11.1","2","9.6","1","72","1","","","100","2","0.64","2","17","2","","","15.2","2"
"해양환경측정망","감포연안H1_항만","2002-02-01 00:00:00","129.5055556","35.80694444","0","0","표층","457.4","2","33.07","1","10.3","1","0.58","1","2.6","2","9.18","1","8.04","2","5.7","2","0.4","1","129","1","3","2","139","2","1.04","2","5","2","","","5.7","2"
"해양환경측정망","감포연안H1_항만","2002-02-01 00:00:00","129.5055556","35.80694444","0","7","저층","570.5","2","33.35","1","10.22","1","","","","","9.04","1","8.03","2","7.6","2","6.8","1","146","1","","","161","2","0.14","2","7","2","","","12.2","2"
"해양환경측정망","감포연안H1_항만","2002-05-01 00:00:00","129.5055556","35.80694444","0","0","표층","240","2","32.74","1","16.54","1","3.61","1","5.6","2","8.86","1","8.08","2","2.8","2","0.7","1","24","1","3.5","2","30","2","0.4","2","3","2","","","5","2"
"해양환경측정망","감포연안H1_항만","2002-05-01 00:00:00","129.5055556","35.80694444","0","7","저층","260","2","32.75","1","16.47","1","","","","","9.37","1","8.12","2","2.4","2","0.7","1","26","1","","","32","2","0.11","2","4","2","","","5","2"
"해양환경측정망","감포연안H1_항만","2002-08-01 00:00:00","129.5055556","35.80694444","0","0","표층","994","2","24.6","1","21","1","0.83","1","18","2","8.44","1","7.7","2","9.4","2","3.1","1","744","1","1.5","2","755","2","0.29","2","2","2","","","8","2"
"해양환경측정망","감포연안H1_항만","2002-08-01 00:00:00","129.5055556","35.80694444","0","7","저층","864","2","29.51","1","20.89","1","","","","","8.28","1","7.77","2","1.5","2","3.7","1","281","1","","","290","2","0.1","2","8","2","","","5","2"
"해양환경측정망","감포연안H1_항만","2002-11-01 00:00:00","129.5055556","35.80694444","0","0","표층","369.1","2","31.42","1","13.78","1","0.168","1","12.4","2","6.98","1","7.92","2","12.8","2","32.4","1","147","1","3.5","2","322","2","0.38","2","162","2","","","39.9","2"
"해양환경측정망","감포연안H1_항만","2002-11-01 00:00:00","129.5055556","35.80694444","0","7","저층","338","2","31.59","1","13.67","1","","","","","7.16","1","7.87","2","13.5","2","26.8","1","133","1","","","316","2","0.58","2","170","2","","","34.4","2"
"해양환경측정망","강구연안1_연안","2002-02-01 00:00:00","129.4205556","36.38055556","0","0","표층","533.2","2","33.42","1","10.82","1","0.87","1","1","2","9.11","1","8.05","2","7.6","2","7","1","114","1","14","2","160","2","0.94","2","39","2","","","9","2"
"해양환경측정망","강구연안1_연안","2002-02-01 00:00:00","129.4205556","36.38055556","0","53","저층","396.4","2","33.81","1","10.71","1","","","","","8.73","1","8.03","2","223.8","2","9.9","1","81","1","","","150","2","0.82","2","7","2","","","12.9","2"
"해양환경측정망","강구연안1_연안","2002-05-01 00:00:00","129.4205556","36.38055556","0","0","표층","343","2","32.63","1","15.34","1","2.42","1","25","2","9.31","1","7.97","2","1.1","2","3.3","1","146","1","8","2","153","2","0.28","2","5","2","","","6","2"
"해양환경측정망","강구연안1_연안","2002-05-01 00:00:00","129.4205556","36.38055556","0","53","저층","310","2","33.34","1","5.68","1","","","","","9.11","1","7.82","2","2.6","2","1.1","1","120","1","","","135","2","0.22","2","13","2","","","3","2"
"해양환경측정망","강구연안1_연안","2002-08-01 00:00:00","129.4205556","36.38055556","0","0","표층","785","2","30.16","1","20.32","1","1.51","1","7","2","8.95","1","7.93","2","1.1","2","3.9","1","170","1","11","2","179","2","0.08","2","8","2","","","5","2"
"해양환경측정망","강구연안1_연안","2002-08-01 00:00:00","129.4205556","36.38055556","0","60","저층","617","2","30.69","1","21.29","1","","","","","8.84","1","7.87","2","1.6","2","2.6","1","34","1","","","63","2","0.14","2","28","2","","","4","2"
"해양환경측정망","강구연안1_연안","2002-11-01 00:00:00","129.4205556","36.38055556","0","0","표층","179.5","2","31.85","1","14.39","1","0.344","1","17.2","2","8.32","1","8.09","2","10.5","2","22.2","1","131","1","9","2","166","2","0.34","2","25","2","","","24","2"
"해양환경측정망","강구연안1_연안","2002-11-01 00:00:00","129.4205556","36.38055556","0","60","저층","164","2","31.83","1","14.09","1","","","","","8.6","1","8.08","2","9.9","2","5.1","1","111","1","","","151","2","0.38","2","29","2","","","5.7","2"
"해양환경측정망","강구연안H1_항만","2002-02-01 00:00:00","129.3905556","36.35666667","0","0","표층","683.2","2","30.09","1","10.08","1","0.73","1","0.6","2","9.45","1","8.1","2","26.8","2","3.9","1","268","1","4","2","305","2","1.49","2","10","2","","","10.2","2"
"해양환경측정망","강구연안H1_항만","2002-02-01 00:00:00","129.3905556","36.35666667","0","8","저층","399.3","2","33.29","1","10.39","1","","","","","9.57","1","8.06","2","8.5","2","7","1","273","1","","","290","2","0.63","2","9","2","","","8.5","2"
"해양환경측정망","강구연안H1_항만","2002-05-01 00:00:00","129.3905556","36.35666667","0","0","표층","871","2","15.47","1","16.61","1","2.29","1","13.8","2","8.94","1","7.92","2","18.2","2","5.1","1","423","1","2.5","2","475","2","0.58","2","34","2","","","6","2"
"해양환경측정망","강구연안H1_항만","2002-05-01 00:00:00","129.3905556","36.35666667","0","8","저층","635","2","32.93","1","15.22","1","","","","","8.96","1","7.92","2","4.4","2","1.5","1","202","1","","","220","2","0.72","2","13","2","","","4","2"
"해양환경측정망","강구연안H1_항만","2002-08-01 00:00:00","129.3905556","36.35666667","0","0","표층","1459","2","2.77","1","19","1","1.31","1","5.6","2","9.51","1","7.72","2","14.4","2","2.4","1","504","1","1","2","542","2","0.13","2","23","2","","","4","2"
"해양환경측정망","강구연안H1_항만","2002-08-01 00:00:00","129.3905556","36.35666667","0","9","저층","1145","2","29.9","1","21.11","1","","","","","8.97","1","7.99","2","5","2","5.3","1","466","1","","","476","2","0.26","2","5","2","","","7","2"
"해양환경측정망","강구연안H1_항만","2002-11-01 00:00:00","129.3905556","36.35666667","0","0","표층","365.1","2","30.48","1","12.78","1","0.685","1","7.4","2","8.49","1","8.02","2","19.9","2","27.6","1","268","1","2.5","2","322","2","0.54","2","34","2","","","35.6","2"
"해양환경측정망","강구연안H1_항만","2002-11-01 00:00:00","129.3905556","36.35666667","0","9","저층","315","2","31.94","1","13.82","1","","","","","8.54","1","8.02","2","16.7","2","22.1","1","233","1","","","278","2","0.3","2","28","2","","","27","2"
"해양환경측정망","강릉연안1_연안","2002-02-01 00:00:00","128.9616667","37.78166667","0","0","표층","182","2","33.55","1","10.1","1","0.502","1","2.7","2","10.84","1","8.16","2","6.6038","2","5.9396","1","82.88","1","9.3","2","97.7452","2","0.688","2","8.2614","2","","","104.978","2"
"해양환경측정망","강릉연안1_연안","2002-02-01 00:00:00","128.9616667","37.78166667","0","16","저층","181","2","33.69","1","9.63","1","","","","","9.83","1","8.17","2","6.426","2","2.4986","1","43.2684","1","","","116.39","2","0.928","2","66.696","2","","","4.745","2"
"해양환경측정망","강릉연안1_연안","2002-05-01 00:00:00","128.9616667","37.78166667","0","0","표층","1404.73","2","33.51","1","12.64","1","1.42","1","6.9","2","10.17","1","8.1","2","11.2714","2","3.6084","1","29.5932","1","","","94.57","2","0.515","2","53.7054","2","","","79","2"
"해양환경측정망","강릉연안1_연안","2002-05-01 00:00:00","128.9616667","37.78166667","0","20","저층","535.966","2","33.1","1","10.27","1","","","","","10.74","1","8.06","2","7.5824","2","3.3976","1","12.4306","1","","","70.7882","2","0.525","2","50.7752","2","","","84.5","2"
"해양환경측정망","강릉연안1_연안","2002-08-01 00:00:00","128.9616667","37.78166667","0","0","표층","818.1","2","32.15","1","19.82","1","1.642","1","1.6","2","8.12","1","8.18","2","1","2","10.4","1","219","1","6","2","300.2","2","1.42","2","80.2","2","","","25.3","2"
"해양환경측정망","강릉연안1_연안","2002-08-01 00:00:00","128.9616667","37.78166667","0","19","저층","873.9","2","32.75","1","18.66","1","","","","","8.09","1","8.16","2","1.7","2","12.7","1","249.3","1","","","304","2","0.85","2","53","2","","","44.3","2"
"해양환경측정망","강릉연안1_연안","2002-11-01 00:00:00","128.9616667","37.78166667","0","0","표층","590.3","2","33.7","1","13.94","1","0.704","1","3","2","9.08","1","8.2","2","13","2","25.4","1","190.9","1","9","2","212.3","2","1.03","2","8.4","2","","","39","2"
"해양환경측정망","강릉연안1_연안","2002-11-01 00:00:00","128.9616667","37.78166667","0","20","저층","622.4","2","33.54","1","10.45","1","","","","","9.14","1","8.16","2","18","2","34.1","1","155.5","1","","","176.6","2","0.27","2","3.1","2","","","76.6","2"
"해양환경측정망","강릉연안2_연안","2002-02-01 00:00:00","128.9555556","37.78","0","0","표층","238","2","33.82","1","10.44","1","1.382","1","0.9","2","9.32","1","8.14","2","6.8306","2","0.7378","1","147.582","1","10.6","2","228.463","2","1.536","2","74.0502","2","","","79.2425","2"
"해양환경측정망","강릉연안2_연안","2002-02-01 00:00:00","128.9555556","37.78","0","24","저층","370","2","33.56","1","6.46","1","","","","","9.05","1","7.97","2","6.377","2","4.9848","1","75.9444","1","","","165.085","2","1.088","2","82.7638","2","","","72.47","2"
"해양환경측정망","강릉연안2_연안","2002-05-01 00:00:00","128.9555556","37.78","0","0","표층","836.65","2","33.37","1","12.55","1","0.866","1","1.8","2","10.15","1","8.04","2","6.2636","2","13.6338","1","15.1494","1","8.5","2","76.9104","2","0.565","2","55.4974","2","","","24.2","2"
