"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","dep_flag","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[mg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","규산염[μg/L]","reasil_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","총인[μg/L]","totp_qc"
"해양환경측정망","가로림연안2_연안","2018-05-15 00:00:00","126.3133333","36.99","0","26","0","247.6","2","31.74","1","9.73","1","4.02","1","50","2","7.96","1","8.07","2","33","1","1.3","2","1.3","1","97.9","1","","","104.1","2","2.17","2","5","2","25.8","2"
"해양환경측정망","가로림연안2_연안","2018-08-13 11:30:00","126.3133333","36.99","0","0","0","206.8","2","31.63","1","24.3","1","1.55","1","12.1","2","7.91","1","8.07","2","170.2","4","1.8","2","9.1","4","8.7","1","1.5","2","26.5","2","1.4","2","16","2","29.7","2"
"해양환경측정망","가로림연안2_연안","2018-08-13 11:30:00","126.3133333","36.99","0","11","0","170.6","2","31.78","1","23.79","1","1.76","1","8.2","2","8.33","1","8.1","2","108.3","1","1.8","2","6.4","4","4","1","","","15.9","2","1.68","2","10.1","2","21.9","2"
"해양환경측정망","가로림연안2_연안","2018-11-12 13:35:00","126.3133333","36.99","0","0","0","303.8","2","31.32","1","16.1","1","0.76","1","7.3","2","7.55","1","8.13","2","321.3","4","12.6","2","29.8","4","157","4","2","2","177.8","2","1.36","2","8.2","2","35.5","2"
"해양환경측정망","가로림연안2_연안","2018-11-12 13:35:00","126.3133333","36.99","0","20","0","258.2","2","31.47","1","15.59","1","0.75","1","20.1","2","7.74","1","8.13","2","2","1","0.6","2","25.4","4","123.8","1","","","155.6","2","1.43","2","31.2","2","29.3","2"
"해양환경측정망","가로림연안3_연안","2018-02-01 13:00:00","126.2","36.94166667","0","0","0","316.7","2","31.85","1","3.35","1","0.12","1","25.4","2","10.33","1","8.15","2","371.1","4","3.8","2","29.2","4","190.1","4","0.9","2","197.3","2","1.63","2","3.4","2","38.7","2"
"해양환경측정망","가로림연안3_연안","2018-02-01 13:00:00","126.2","36.94166667","0","25","0","281.1","2","31.85","1","3.31","1","0.44","1","36.7","2","10.42","1","8.16","2","362","4","3.8","2","28.6","4","188.4","4","","","195.7","2","2.1","2","3.5","2","33.2","2"
"해양환경측정망","가로림연안3_연안","2018-05-15 00:00:00","126.2","36.94166667","0","0","0","258.8","2","31.76","1","9.06","1","2.59","1","27.3","2","8.01","1","8.05","2","18.8","1","0.5","2","0.5","1","62.3","1","2.2","2","67.7","2","2.38","2","4.8","2","24.1","2"
"해양환경측정망","가로림연안3_연안","2018-05-15 00:00:00","126.2","36.94166667","0","27","0","255.8","2","31.76","1","9.08","1","2.77","1","29","2","6.89","1","8.06","2","40","1","1.5","2","1.5","1","109.7","1","","","114.5","2","2.43","2","3.4","2","24.2","2"
"해양환경측정망","가로림연안3_연안","2018-08-13 12:20:00","126.2","36.94166667","0","0","0","157.9","2","31.41","1","22.81","1","1.77","1","5.1","2","8.65","1","8.03","2","59.8","1","1.1","2","4.7","4","4.5","1","4.7","2","14.4","2","1.64","2","8.8","2","18.9","2"
"해양환경측정망","가로림연안3_연안","2018-08-13 12:20:00","126.2","36.94166667","0","23","0","162.4","2","31.45","1","22.4","1","1.71","1","4.8","2","8.62","1","8.05","2","48.8","1","1.6","2","4.3","4","2.2","1","","","11.1","2","2.14","2","7.3","2","18.7","2"
"해양환경측정망","가로림연안3_연안","2018-11-13 10:00:00","126.2","36.94166667","0","0","0","264.1","2","31.73","1","16.36","1","0.76","1","15.8","2","7.78","1","7.91","2","280.9","4","3","2","24.9","4","123.8","1","1.1","2","128.8","2","1.38","2","2.1","2","32.6","2"
"해양환경측정망","가로림연안3_연안","2018-11-13 10:00:00","126.2","36.94166667","0","26","0","286.6","2","31.73","1","16.35","1","0.79","1","14.9","2","7.62","1","7.92","2","501.2","4","34.7","2","26.1","4","118.2","1","","","157.4","2","1.54","2","4.6","2","31.6","2"
"해양환경측정망","가로림연안4_연안","2018-02-08 15:14:00","126.3336111","36.9225","0","0","0","290.1","2","31.99","1","-0.15","1","2.2","1","9.3","2","10.26","1","8.27","2","347.7","4","2.7","2","32.1","4","178.3","4","2.5","2","184.9","2","1.25","2","4","2","33.3","2"
"해양환경측정망","가로림연안4_연안","2018-02-08 15:14:00","126.3336111","36.9225","0","17","0","296.5","2","31.99","1","-0.22","1","1.93","1","19.8","2","10.32","1","8.28","2","329.4","4","2.7","2","30.9","4","154.4","4","","","161.8","2","2.02","2","4.8","2","32.5","2"
"해양환경측정망","가로림연안4_연안","2018-05-15 00:00:00","126.3336111","36.9225","0","0","0","198.7","2","31.52","1","12.74","1","2.66","1","30.3","2","7.89","1","8.05","2","76.2","1","1.3","2","1.3","1","79.5","1","1.7","2","93","2","2.43","2","12.2","2","20.7","2"
"해양환경측정망","가로림연안4_연안","2018-05-15 00:00:00","126.3336111","36.9225","0","20","0","239.1","2","31.64","1","11.18","1","3","1","35.3","2","7.37","1","8.06","2","67.1","1","1.4","2","1.4","1","81.1","1","","","89.2","2","2.56","2","6.6","2","24.9","2"
"해양환경측정망","가로림연안4_연안","2018-08-13 10:50:00","126.3336111","36.9225","0","0","0","184.2","2","31.65","1","26.17","1","1.9","1","28","2","7.3","1","8","2","372.7","4","3.7","2","28","4","19","1","1.3","2","59.7","2","1.18","2","37","2","29","2"
"해양환경측정망","가로림연안4_연안","2018-08-13 10:50:00","126.3336111","36.9225","0","17","0","196.8","2","31.65","1","25.99","1","1.96","1","47.1","2","7.03","1","8.01","2","335.9","4","4","2","22.4","4","13.7","1","","","45.9","2","2.16","2","28.2","2","33.6","2"
"해양환경측정망","가로림연안4_연안","2018-11-12 14:25:00","126.3336111","36.9225","0","0","0","316.1","2","31.09","1","14.83","1","0.66","1","11.6","2","7.49","1","8.12","2","361.1","4","12.9","2","25","4","142.3","4","1.4","2","171.3","2","1.44","2","16.2","2","37.1","2"
"해양환경측정망","가로림연안4_연안","2018-11-12 14:25:00","126.3336111","36.9225","0","18","0","296.4","2","31.23","1","14.96","1","0.69","1","13.7","2","7.77","1","8.13","2","590.4","4","27.7","2","25.1","4","132.6","4","","","172.7","2","1.62","2","12.4","2","33","2"
"해양환경측정망","가로림연안5_연안","2018-02-08 15:42:00","126.3225","36.97083333","0","0","0","307.6","2","31.95","1","0.74","1","0.84","1","18.3","2","10.57","1","8.26","2","340.9","4","2.8","2","33.2","4","169.3","4","1.6","2","177.2","2","1.24","2","5.2","2","34","2"
"해양환경측정망","가로림연안5_연안","2018-02-08 15:42:00","126.3225","36.97083333","0","11","0","309.1","2","31.95","1","0.7","1","0.82","1","13.1","2","9.94","1","8.26","2","339.8","4","2.8","2","32.5","4","169.7","4","","","178.7","2","1.42","2","6.3","2","33.2","2"
"해양환경측정망","가로림연안5_연안","2018-05-15 00:00:00","126.3225","36.97083333","0","0","0","237.2","2","31.76","1","9.73","1","3.48","1","54","2","6.91","1","8.07","2","31.8","1","1.3","2","1.3","1","87.4","1","1.4","2","94.4","2","2.08","2","5.7","2","23.2","2"
"해양환경측정망","가로림연안5_연안","2018-05-15 00:00:00","126.3225","36.97083333","0","14","0","240","2","31.76","1","9.72","1","3.53","1","37.3","2","6.94","1","8.08","2","31","1","1.3","2","1.3","1","100.4","1","","","106.1","2","2.5","2","4.4","2","24.7","2"
"해양환경측정망","가로림연안5_연안","2018-08-13 11:20:00","126.3225","36.97083333","0","0","0","198.3","2","31.59","1","24.17","1","1.76","1","19.1","2","8.1","1","8.06","2","184.7","4","2","2","8.3","4","7.7","1","1.4","2","58.2","2","1.53","2","48.5","2","24","2"
"해양환경측정망","가로림연안5_연안","2018-08-13 11:20:00","126.3225","36.97083333","0","8","0","179.3","2","31.59","1","24.16","1","1.62","1","21.9","2","7.72","1","8.07","2","187.6","4","2.5","2","10","4","5.8","1","","","44.6","2","1.93","2","36.3","2","25","2"
"해양환경측정망","가로림연안5_연안","2018-11-12 13:55:00","126.3225","36.97083333","0","0","0","251.8","2","31.35","1","15.34","1","0.7","1","12.3","2","7.73","1","8.13","2","332.2","4","10.8","2","25.2","4","131.1","4","1.5","2","150","2","1.35","2","8.1","2","28.3","2"
"해양환경측정망","가로림연안5_연안","2018-11-12 13:55:00","126.3225","36.97083333","0","9","0","231.8","2","31.45","1","15.51","1","0.63","1","16","2","7.88","1","8.13","2","485.6","4","30.2","2","25.5","4","124.1","1","","","160.9","2","1.52","2","6.6","2","25.8","2"
"해양환경측정망","가로림연안6_연안","2018-02-01 11:55:00","126.2608333","37.03305556","0","0","0","364.7","2","31.68","1","2.2","1","0.06","1","14.2","2","10.65","1","8.19","2","402.6","4","3.6","2","31.7","4","213.3","4","1.5","2","231.9","2","1.19","2","15","2","38.1","2"
"해양환경측정망","가로림연안6_연안","2018-02-01 11:55:00","126.2608333","37.03305556","0","42","0","365.2","2","31.69","1","2.14","1","0.13","1","19.2","2","10.54","1","8.19","2","396.9","4","3.6","2","31.5","4","210.7","4","","","234.4","2","1.61","2","20","2","40.2","2"
"해양환경측정망","가로림연안6_연안","2018-05-15 00:00:00","126.2608333","37.03305556","0","0","0","274.9","2","31.47","1","10.48","1","2.22","1","27","2","7.92","1","8.05","2","27.4","1","1.4","2","1.4","1","88.5","1","2.1","2","96.5","2","1.67","2","6.6","2","24.6","2"
"해양환경측정망","가로림연안6_연안","2018-05-15 00:00:00","126.2608333","37.03305556","0","41","0","197.2","2","31.48","1","10.19","1","3.51","1","78.3","2","7.62","1","8.05","2","34.2","1","1.8","2","1.8","1","111.3","1","","","122.7","2","2.27","2","9.6","2","21.6","2"
"해양환경측정망","가로림연안6_연안","2018-08-12 14:55:00","126.2608333","37.03305556","0","0","0","166.1","2","31.35","1","22.26","1","1.55","1","1.6","2","8.74","1","8.13","2","45.2","1","2","2","5.2","4","11.6","1","3.7","2","27.4","2","1.74","2","13.8","2","18.5","2"
"해양환경측정망","가로림연안6_연안","2018-08-12 14:55:00","126.2608333","37.03305556","0","43","0","173.4","2","31.35","1","22.26","1","1.64","1","0.1","2","8.71","1","8.14","2","36.3","1","1.6","2","3.3","1","2.4","1","","","44.6","2","1.96","2","40.6","2","19","2"
"해양환경측정망","가로림연안6_연안","2018-11-13 13:30:00","126.2608333","37.03305556","0","0","0","263.4","2","31.16","1","16.13","1","0.91","1","12.7","2","7.78","1","7.9","2","333.1","4","10.2","2","26.1","4","169.8","4","2.9","2","187.2","2","1.25","2","7.3","2","30.2","2"
"해양환경측정망","가로림연안6_연안","2018-11-13 13:30:00","126.2608333","37.03305556","0","40","0","294.6","2","31.2","1","16.12","1","0.96","1","25.8","2","7.87","1","7.9","2","455.2","4","30.6","2","27.3","4","161","4","","","197.6","2","1.66","2","6","2","33.7","2"
"해양환경측정망","가막만1_환경관리","2018-02-06 08:49:00","127.73417","34.7225","0","0","0","209.4","2","33.36","1","3.32","1","0.09","1","16","2","10.93","1","8.29","2","157.2","4","2.7","2","16.5","4","48.4","1","2","2","81.2","2","1.81","2","30.1","2","26.6","2"
"해양환경측정망","가막만1_환경관리","2018-02-06 08:49:00","127.73417","34.7225","0","17","0","171.3","2","33.25","1","3.27","1","0.16","1","8.6","2","9.73","1","8.31","2","153.6","4","3","2","16.3","4","47.9","1","","","70.3","2","2.25","2","19.4","2","26.5","2"
"해양환경측정망","가막만1_환경관리","2018-05-24 00:00:00","127.73417","34.7225","0","0","0","255.4","2","32.62","1","18.04","1","1.53","1","15.5","2","7.37","1","8.1","2","481.1","4","5","2","13.2","4","48.5","1","3","2","109.1","2","1.23","2","55.7","2","27.8","2"
"해양환경측정망","가막만1_환경관리","2018-05-24 00:00:00","127.73417","34.7225","0","18","0","242.9","2","32.63","1","17.93","1","1.65","1","18.7","2","7.23","1","8.1","2","458.3","4","5.4","2","12.6","4","58.8","1","","","114.4","2","2.3","2","50.2","2","27.9","2"
"해양환경측정망","가막만1_환경관리","2018-08-19 17:45:00","127.73417","34.7225","0","0","0","256.7","2","32.34","1","28.21","1","5.6","1","7.4","2","5.59","1","7.94","2","483.5","4","4.7","2","28.7","4","29.9","1","2.5","2","117.5","2","2.29","2","82.9","2","48","2"
"해양환경측정망","가막만1_환경관리","2018-08-19 17:45:00","127.73417","34.7225","0","18","0","262.5","2","32.34","1","28.17","1","4.54","1","12.1","2","5.28","1","7.89","2","491.7","4","4.6","2","29.3","4","29.8","1","","","126.2","2","2.85","2","91.8","2","47.2","2"
"해양환경측정망","가막만1_환경관리","2018-11-11 09:05:00","127.73417","34.7225","0","0","0","234.4","2","32.71","1","17.18","1","0.54","1","7.6","2","8.99","1","8.19","2","340.6","4","11.5","2","17.3","4","50.6","1","2","2","114.6","2","1.09","2","52.4","2","36.4","2"
"해양환경측정망","가막만1_환경관리","2018-11-11 09:05:00","127.73417","34.7225","0","18","0","241.2","2","32.71","1","17.19","1","0.47","1","9","2","8.23","1","8.17","2","332.4","4","11.7","2","16.6","4","51.3","1","","","111.5","2","1.46","2","48.5","2","37.9","2"
"해양환경측정망","가막만2_환경관리","2018-02-04 09:20:00","127.68833","34.68917","0","0","0","192.6","2","32.96","1","1.96","1","0.77","1","17.7","2","9.75","1","8.31","2","163.3","4","0","2","14","4","143.4","4","2","2","148.3","2","1.79","2","4.8","2","26.7","2"
"해양환경측정망","가막만2_환경관리","2018-02-04 09:20:00","127.68833","34.68917","0","6","0","140.4","2","32.99","1","2.53","1","0.24","1","19.9","2","10.09","1","8.32","2","167.2","4","2","2","15.1","4","29.1","1","","","39.9","2","1.84","2","8.9","2","22.4","2"
"해양환경측정망","가막만2_환경관리","2018-05-23 00:00:00","127.68833","34.68917","0","0","0","148.7","2","33.15","1","19.71","1","3.13","1","18.4","2","9.13","1","8.17","2","369","4","0.3","2","0.6","1","1.4","1","2","2","7.1","2","1.9","2","5.3","2","22","2"
"해양환경측정망","가막만2_환경관리","2018-05-23 00:00:00","127.68833","34.68917","0","6.5","0","161.6","2","33.36","1","18.97","1","3.81","1","28.4","2","8.76","1","8.16","2","413.8","4","2.6","2","3.7","1","9.6","1","","","20.3","2","1.9","2","8.1","2","22.3","2"
"해양환경측정망","가막만2_환경관리","2018-08-27 11:48:00","127.68833","34.68917","0","0","0","211.4","2","32.6","1","28.05","1","4.66","1","7.8","2","6.3","1","8.09","2","357.4","4","2.2","2","21.6","4","15","1","2.8","2","74.5","2","1.31","2","57.3","2","38.4","2"
"해양환경측정망","가막만2_환경관리","2018-08-27 11:48:00","127.68833","34.68917","0","7","0","195.1","2","32.6","1","27.99","1","4.12","1","7.2","2","6.1","1","8.08","2","375","4","5.1","2","22","4","22.1","1","","","89.2","2","1.92","2","62","2","36.3","2"
"해양환경측정망","가막만2_환경관리","2018-11-11 14:40:00","127.68833","34.68917","0","0","0","187.7","2","32.37","1","16.21","1","0.56","1","2.9","2","8.46","1","8.21","2","349.7","4","5.6","2","11.9","4","24.7","1","3","2","66.7","2","1.22","2","36.4","2","30","2"
"해양환경측정망","가막만2_환경관리","2018-11-11 14:40:00","127.68833","34.68917","0","6","0","206","2","32.55","1","16.25","1","1.36","1","4.9","2","8.42","1","8.19","2","351.7","4","5.8","2","12.2","4","26.6","1","","","68.4","2","1.38","2","36","2","29.9","2"
"해양환경측정망","가막만3_환경관리","2018-02-04 10:00:00","127.69028","34.62139","0","0","0","172","2","33.3","1","5.94","1","0.44","1","27.5","2","9.58","1","8.29","2","257.5","4","1.3","2","15.9","4","151.6","4","2.5","2","169.6","2","1.49","2","16.7","2","29.1","2"
"해양환경측정망","가막만3_환경관리","2018-02-04 10:00:00","127.69028","34.62139","0","9.5","0","188.5","2","33.5","1","5.33","1","0.74","1","47.5","2","9.05","1","8.3","2","260","4","2.1","2","17.7","4","98.4","1","","","117","2","2.05","2","16.5","2","30.4","2"
"해양환경측정망","가막만3_환경관리","2018-05-23 00:00:00","127.69028","34.62139","0","0","0","177","2","33.46","1","18.22","1","1.98","1","9.8","2","8.13","1","8.13","2","364.7","4","6.6","2","7.3","4","28.6","1","2","2","47.3","2","1.23","2","12.2","2","21.3","2"
"해양환경측정망","가막만3_환경관리","2018-05-23 00:00:00","127.69028","34.62139","0","9.5","0","186.5","2","33.55","1","17.02","1","1.43","1","16.4","2","7.78","1","8.14","2","349.9","4","7.6","2","8.3","4","29.3","1","","","61","2","1.57","2","24.1","2","21.2","2"
"해양환경측정망","가막만3_환경관리","2018-08-27 12:30:00","127.69028","34.62139","0","0","0","152.3","2","32.55","1","27.51","1","1.04","1","10.8","2","5.95","1","8.1","2","414.8","4","3.8","2","19.7","4","16.4","1","1.8","2","92.9","2","1.03","2","72.7","2","21.3","2"
"해양환경측정망","가막만3_환경관리","2018-08-27 12:30:00","127.69028","34.62139","0","9","0","197.7","2","32.56","1","27.46","1","1.03","1","10.9","2","5.79","1","8.09","2","423.4","4","3.7","2","19.4","4","17.8","1","","","94.7","2","1.44","2","73.2","2","29.2","2"
"해양환경측정망","가막만3_환경관리","2018-11-11 14:00:00","127.69028","34.62139","0","0","0","208.4","2","32.98","1","16.9","1","0.55","1","8.8","2","8.95","1","8.16","2","365.1","4","12.2","2","16.4","4","60.2","1","2.5","2","102","2","1.03","2","29.7","2","35.9","2"
"해양환경측정망","가막만3_환경관리","2018-11-11 14:00:00","127.69028","34.62139","0","9.5","0","226.5","2","33.11","1","16.83","1","0.5","1","10.1","2","8.14","1","8.14","2","355.2","4","11.4","2","16.5","4","64.6","1","","","106.9","2","1.58","2","30.9","2","35.8","2"
"해양환경측정망","가막만4_환경관리","2018-02-04 14:53:00","127.66111","34.7325","0","0","0","188","2","33.56","1","2.49","1","0.04","1","7.1","2","10.48","1","8.35","2","48.1","1","0.1","2","11.6","4","1.3","1","4","2","5.5","2","1.66","2","4.1","2","18.8","2"
"해양환경측정망","가막만4_환경관리","2018-02-04 14:53:00","127.66111","34.7325","0","9","0","122.6","2","33.57","1","2.48","1","0.04","1","24.1","2","10.73","1","8.37","2","51.5","1","0.1","2","13.7","4","11.8","1","","","15.5","2","2.19","2","3.5","2","18.4","2"
"해양환경측정망","가막만4_환경관리","2018-05-24 00:00:00","127.66111","34.7325","0","0","0","173.5","2","33.04","1","19.35","1","1.44","1","10.3","2","7.82","1","8.1","2","333.7","4","0.1","2","0.7","1","2.5","1","4.2","2","7.2","2","1.54","2","4.6","2","19.7","2"
"해양환경측정망","가막만4_환경관리","2018-05-24 00:00:00","127.66111","34.7325","0","9","0","168.9","2","33.3","1","18.55","1","1.58","1","8.3","2","7.26","1","8.06","2","494.3","4","1","2","4.7","4","4.9","1","","","20.2","2","1.97","2","14.4","2","21.6","2"
"해양환경측정망","가막만4_환경관리","2018-08-27 08:52:00","127.66111","34.7325","0","0","0","180.5","2","32.5","1","28.32","1","6.54","1","6.3","2","6.35","1","8.14","2","263.3","4","1.6","2","14.6","4","11","1","4.2","2","56.4","2","1.6","2","43.8","2","28.1","2"
"해양환경측정망","가막만4_환경관리","2018-08-27 08:52:00","127.66111","34.7325","0","7.5","0","230","2","32.54","1","28.15","1","6.72","1","6.8","2","6.2","1","8.13","2","269","4","1.5","2","14.8","4","10.4","1","","","62.4","2","1.89","2","50.5","2","36.2","2"
"해양환경측정망","가막만4_환경관리","2018-11-11 15:30:00","127.66111","34.7325","0","0","0","205.8","2","32.02","1","16.17","1","2.34","1","3","2","8.38","1","8.24","2","358.7","4","3.6","2","10.4","4","14.3","1","5.7","2","58.5","2","1.38","2","40.6","2","28.7","2"
"해양환경측정망","가막만4_환경관리","2018-11-11 15:30:00","127.66111","34.7325","0","8.5","0","195.3","2","32.31","1","16.32","1","1.64","1","2.4","2","7.37","1","8.23","2","399.1","4","3.9","2","12.7","4","17.7","1","","","76.2","2","1.6","2","54.6","2","30.2","2"
"해양환경측정망","가막만5_환경관리","2018-02-04 14:29:00","127.64417","34.6975","0","0","0","143.6","2","33.64","1","2.94","1","0.04","1","12.7","2","11.55","1","8.32","2","75","1","0.2","2","13.4","4","4","1","2.3","2","7.3","2","1.59","2","3.1","2","19.5","2"
"해양환경측정망","가막만5_환경관리","2018-02-04 14:29:00","127.64417","34.6975","0","9","0","146","2","33.64","1","2.87","1","0.07","1","14.1","2","10.92","1","8.34","2","79.3","1","0.8","2","13.2","4","4.1","1","","","11.4","2","1.69","2","6.4","2","19.5","2"
"해양환경측정망","가막만5_환경관리","2018-05-24 00:00:00","127.64417","34.6975","0","0","0","173.8","2","33.01","1","19.54","1","1.23","1","7.5","2","7.97","1","8.14","2","294.6","4","1.7","2","0.7","1","15.6","1","4.5","2","23","2","1.85","2","5.8","2","19.2","2"
"해양환경측정망","가막만5_환경관리","2018-05-24 00:00:00","127.64417","34.6975","0","8.5","0","173.8","2","33.28","1","18.7","1","1.76","1","14.3","2","7.09","1","8.05","2","461.2","4","2.6","2","3.9","1","11.4","1","","","30.9","2","1.39","2","17","2","21.8","2"
"해양환경측정망","가막만5_환경관리","2018-08-27 15:15:00","127.64417","34.6975","0","0","0","156.7","2","32.62","1","28.17","1","5.3","1","8.4","2","6.61","1","8.18","2","171.5","4","0.1","2","10.7","4","2.5","1","4.7","2","26.1","2","1.76","2","23.5","2","27.2","2"
"해양환경측정망","가막만5_환경관리","2018-08-27 15:15:00","127.64417","34.6975","0","6.9","0","175.1","2","32.62","1","28.15","1","5.28","1","6.3","2","6.61","1","8.17","2","189.3","4","0","2","10.2","4","3.3","1","","","24.1","2","1.81","2","20.8","2","30.2","2"
"해양환경측정망","가막만5_환경관리","2018-11-11 15:00:00","127.64417","34.6975","0","0","0","154.2","2","32.13","1","16.3","1","1.68","1","2.9","2","8.15","1","8.25","2","307.8","4","2.9","2","7.8","4","9.4","1","6","2","41.5","2","1.58","2","29.2","2","25.2","2"
"해양환경측정망","가막만5_환경관리","2018-11-11 15:00:00","127.64417","34.6975","0","8","0","188.6","2","32.17","1","16.11","1","1.54","1","2.5","2","7.47","1","8.23","2","318.6","4","2.7","2","8.8","4","10.8","1","","","45.1","2","1.82","2","31.6","2","26.6","2"
"해양환경측정망","감포연안1_연안","2018-02-20 14:10:00","129.5108333","35.79805556","0","0","0","166","2","34.4","1","10.52","1","0.04","1","5.3","2","9.2","1","8.25","2","304.7","4","2.9","2","15.8","4","82.6","4","12.3","2","87.1","2","1.03","2","1.6","2","27","2"
"해양환경측정망","감포연안1_연안","2018-02-20 14:10:00","129.5108333","35.79805556","0","33","0","175.9","2","34.42","1","10.49","1","0.03","1","3.6","2","9.17","1","8.25","2","309","4","3.8","2","17.6","4","84","4","","","89.1","2","1.04","2","1.2","2","22.4","2"
"해양환경측정망","감포연안1_연안","2018-05-11 00:00:00","129.5108333","35.79805556","0","0","0","116.7","2","34.03","1","14.97","1","1.7","1","5.4","2","9.09","1","8.22","2","174.9","4","1.8","2","1.2","1","4","1","5.4","2","9.9","2","1.2","2","4.1","2","15.7","2"
"해양환경측정망","감포연안1_연안","2018-05-11 00:00:00","129.5108333","35.79805556","0","29","0","192.4","2","34.13","1","13.02","1","0.76","1","9.9","2","7.89","1","8.2","2","304.5","4","3.5","2","12","4","28.1","1","","","92.3","2","2.33","2","60.7","2","26.5","2"
"해양환경측정망","감포연안1_연안","2018-08-14 12:35:00","129.5108333","35.79805556","0","0","0","81.3","2","32.55","1","27.37","1","0.63","1","7","2","7.52","1","7.92","2","66.3","1","0.1","2","0","1","3.8","1","6.5","2","7.4","2","1.11","2","3.5","2","8","2"
