"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","규산염[μg/L]","reasil_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc","총인[μg/L]","totp_qc"
"해양환경측정망","가로림연안2_연안","1997-11-01 00:00:00","126.3133333","36.99","0","13","저층","","","32.98","1","15.5","1","","","","","6.66","1","7.85","2","","","3","2","14","1","36","1","","","81","2","1.04","2","42","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-02-01 00:00:00","126.2","36.94166667","0","0","표층","","","32.22","1","3","1","","","125","2","9.91429","1","8.01","2","","","10.64","2","12.71","1","65.94","1","0.5","2","83.16","2","1.99","2","6.58","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-02-01 00:00:00","126.2","36.94166667","0","35","저층","","","32.11","1","3.8","1","","","","","9.94286","1","8.04","2","","","5.6","2","24.18","1","94.36","1","","","108.22","2","0.86","2","8.26","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-05-01 00:00:00","126.2","36.94166667","0","0","표층","","","32.78","1","9","1","","","43.8","2","9.24","1","7.98","2","","","8","2","25","1","125","1","0.7","2","141","2","1.46","2","8","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-05-01 00:00:00","126.2","36.94166667","0","34","저층","","","32.82","1","9.3","1","","","","","9.14","1","7.94","2","","","8","2","25","1","132","1","","","145","2","0.69","2","5","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-08-01 00:00:00","126.2","36.94166667","0","0","표층","","","31.74","1","22.2","1","","","41.2","2","7.242","1","8.17","2","","","11","2","11","1","32","1","4.8","2","256","2","0.54","2","213","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-08-01 00:00:00","126.2","36.94166667","0","30","저층","","","31.36","1","22.2","1","","","","","6.02","1","7.99","2","","","26","2","1","1","23","1","","","1075","2","2.34","2","1026","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-11-01 00:00:00","126.2","36.94166667","0","0","표층","","","32.48","1","15.9","1","","","27","2","7.44","1","7.85","2","","","1","2","6","1","16","1","","","65","2","0.21","2","48","2","","","",""
"해양환경측정망","가로림연안3_연안","1997-11-01 00:00:00","126.2","36.94166667","0","33","저층","","","32.48","1","15.9","1","","","","","5.37","1","7.85","2","","","1","2","6","1","12","1","","","55","2","0.86","2","42","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-02-01 00:00:00","127.73417","34.7225","0","0","표층","","","33.104","1","5.4","1","","","8.2","2","11.27","1","8.16","2","","","11.06","2","57.35","1","28.7","1","2.2","2","115.36","2","1.43","2","75.6","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-02-01 00:00:00","127.73417","34.7225","0","10","저층","","","33.11","1","5.3","1","","","","","11.16","1","7.95","2","","","9.24","2","53.94","1","24.08","1","","","121.52","2","1.24","2","88.2","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-05-01 00:00:00","127.73417","34.7225","0","0","표층","","","33.23","1","18.7","1","0.380625","1","17.1","2","9.5","1","8.2","2","","","4","2","22","1","23","1","1","2","42","2","1.42","2","15","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-05-01 00:00:00","127.73417","34.7225","0","11","저층","","","33.62","1","17.8","1","","","","","9.47","1","8.27","2","","","2","2","10","1","9","1","","","26","2","1.55","2","15","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-08-01 00:00:00","127.73417","34.7225","0","0","표층","","","26.4388","4","24.4","1","","","5.375","2","7.13","1","8.45","2","","","10","2","31","1","82","1","1.3","2","101","2","1.216","2","8","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-08-01 00:00:00","127.73417","34.7225","0","12","저층","","","28.7253","1","24.3","1","","","","","6.39","1","8.33","2","","","12","2","42","1","91","1","","","113","2","0.752","2","10","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-11-01 00:00:00","127.73417","34.7225","0","0","표층","","","32.95","1","13.9","1","","","8.2","2","5.41","1","7.97","2","","","15","2","61","1","107","1","","","140","2","0.45","2","18","2","","","",""
"해양환경측정망","가막만1_환경관리","1997-11-01 00:00:00","127.73417","34.7225","0","16","저층","","","32.84","1","14.2","1","","","","","5.34","1","7.94","2","","","15","2","61","1","111","1","","","160","2","0.37","2","34","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-02-01 00:00:00","127.68833","34.68917","0","0","표층","","","33.449","1","4.3","1","","","7.2","2","11.33","1","7.95","2","","","9.24","2","40.61","1","26.32","1","1.8","2","110.6","2","1.21","2","75.04","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-02-01 00:00:00","127.68833","34.68917","0","6","저층","","","33.48","1","4.3","1","","","","","11.4","1","8.08","2","","","14.7","2","24.18","1","16.38","1","","","122.78","2","0.8","2","91.7","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-05-01 00:00:00","127.68833","34.68917","0","0","표층","","","33.87","1","18.8","1","0.213897","1","34","2","9.51","1","8.22","2","","","1","2","5","1","3","1","1.5","2","16","2","1.57","2","12","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-05-01 00:00:00","127.68833","34.68917","0","5","저층","","","33.87","1","18.8","1","","","","","9.51","1","8.22","2","","","1","2","4","1","1","1","","","11","2","1.6","2","9","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-08-01 00:00:00","127.68833","34.68917","0","0","표층","","","30.1715","1","25.5","1","","","25.625","2","7.06","1","8.32","2","","","6","2","36","1","33","1","3.6","2","117","2","0.656","2","78","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-08-01 00:00:00","127.68833","34.68917","0","6","저층","","","30.1369","1","25.2","1","","","","","7.11","1","8.35","2","","","7","2","29","1","39","1","","","173","2","1.376","2","127","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-11-01 00:00:00","127.68833","34.68917","0","0","표층","","","32.84","1","14.3","1","","","7.2","2","5.83","1","7.96","2","","","9","2","29","1","75","1","","","136","2","0.82","2","52","2","","","",""
"해양환경측정망","가막만2_환경관리","1997-11-01 00:00:00","127.68833","34.68917","0","7","저층","","","32.92","1","13.83","1","","","","","5.88","1","7.96","2","","","11","2","31","1","73","1","","","121","2","0.7","2","37","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-02-01 00:00:00","127.69028","34.62139","0","0","표층","","","33.768","1","6.3","1","","","3.8","2","11.25","1","7.89","2","","","9.66","2","18.29","1","41.16","1","2.6","2","76.3","2","0.71","2","25.48","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-02-01 00:00:00","127.69028","34.62139","0","9","저층","","","33.743","1","5.9","1","","","","","10.5","1","7.99","2","","","9.66","2","21.7","1","38.08","1","","","93.94","2","0.8","2","46.2","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-05-01 00:00:00","127.69028","34.62139","0","0","표층","","","33.81","1","18.1","1","0.297055","1","8.2","2","9.51","1","8.21","2","","","1","2","4","1","3","1","0.3","2","13","2","0.8","2","9","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-05-01 00:00:00","127.69028","34.62139","0","7","저층","","","34.36","1","16.3","1","","","","","9.51","1","8.21","2","","","3","2","8","1","12","1","","","100","2","0.83","2","85","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-08-01 00:00:00","127.69028","34.62139","0","0","표층","","","29.8702","1","23.3","1","","","25.5","2","6.71","1","8.33","2","","","12","2","37","1","75","1","2.9","2","154","2","0.144","2","67","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-08-01 00:00:00","127.69028","34.62139","0","9","저층","","","30.876","1","23","1","","","","","6.84","1","8.39","2","","","13","2","40","1","53","1","","","112","2","0.176","2","45","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-11-01 00:00:00","127.69028","34.62139","0","0","표층","","","33.09","1","14.3","1","","","3.8","2","5.55","1","7.92","2","","","17","2","32","1","109","1","","","167","2","0.03","2","41","2","","","",""
"해양환경측정망","가막만3_환경관리","1997-11-01 00:00:00","127.69028","34.62139","0","9","저층","","","32.93","1","14.3","1","","","","","5.78","1","8.02","2","","","17","2","35","1","120","1","","","180","2","0.16","2","43","2","","","",""
"해양환경측정망","감포연안1_연안","1997-02-01 00:00:00","129.5108333","35.79805556","0","0","표층","","","34","1","11.65","1","","","6.1","2","7.42857","1","8.21","2","","","8.12","2","12.71","1","49.98","1","7.5","2","105.7","2","0.72","2","47.6","2","","","",""
"해양환경측정망","감포연안1_연안","1997-02-01 00:00:00","129.5108333","35.79805556","0","26","저층","","","33.96","1","11.4","1","","","","","7.88571","1","8.22","2","","","9.52","2","12.4","1","58.66","1","","","109.48","2","0.4","2","41.3","2","","","",""
"해양환경측정망","감포연안1_연안","1997-05-01 00:00:00","129.5108333","35.79805556","0","0","표층","","","34.35","1","13.5","1","","","14.2","2","7.94","1","8.16","2","","","1","2","6","1","15","1","7.5","2","39","2","0.32","2","23","2","","","",""
"해양환경측정망","감포연안1_연안","1997-05-01 00:00:00","129.5108333","35.79805556","0","29","저층","","","34.25","1","12.8","1","","","","","8.91","1","8.13","2","","","1","2","7","1","10","1","","","45","2","0.45","2","34","2","","","",""
"해양환경측정망","감포연안1_연안","1997-08-01 00:00:00","129.5108333","35.79805556","0","0","표층","","","31.85","1","23.13","1","","","7.2","2","8.54286","1","8.21","2","","","1.4","2","4.991","1","6.3","1","7.5","2","23.128","2","0.72","2","15.428","2","","","",""
"해양환경측정망","감포연안1_연안","1997-08-01 00:00:00","129.5108333","35.79805556","0","29","저층","","","32.64","1","14.92","1","","","","","8.01","1","8.22","2","","","1.68","2","7.843","1","11.144","1","","","23.604","2","0.4","2","10.78","2","","","",""
"해양환경측정망","감포연안1_연안","1997-11-01 00:00:00","129.5108333","35.79805556","0","0","표층","","","34.11","1","16.2","1","","","16.4","2","7.86","1","8.07","2","","","7","2","11","1","35","1","","","61","2","0.32","2","19","2","","","",""
"해양환경측정망","감포연안1_연안","1997-11-01 00:00:00","129.5108333","35.79805556","0","30","저층","","","34.21","1","16.2","1","","","","","7.77","1","8.12","2","","","8","2","17","1","40","1","","","62","2","0.72","2","14","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-02-01 00:00:00","129.5055556","35.80694444","0","0","표층","","","34.11","1","10.5","1","","","7.7","2","7.31429","1","8.18","2","","","13.3","2","15.5","1","61.04","1","4","2","135.8","2","0.72","2","61.46","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-02-01 00:00:00","129.5055556","35.80694444","0","7","저층","","","33.94","1","10.38","1","","","","","7.14286","1","8.18","2","","","12.32","2","16.43","1","69.16","1","","","140.98","2","0.93","2","59.5","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-05-01 00:00:00","129.5055556","35.80694444","0","0","표층","","","34.27","1","14.2","1","","","17.8","2","8.23","1","8.17","2","","","3","2","20","1","32","1","4","2","106","2","1.48","2","71","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-05-01 00:00:00","129.5055556","35.80694444","0","7","저층","","","34.24","1","13.2","1","","","","","7.17","1","8.15","2","","","2","2","15","1","24","1","","","72","2","1.64","2","46","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-08-01 00:00:00","129.5055556","35.80694444","0","0","표층","","","31.45","1","23.33","1","","","10.8","2","6.7","1","8.18","2","","","8.26","2","19.22","1","33.446","1","4","2","61.068","2","1.72","2","19.362","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-08-01 00:00:00","129.5055556","35.80694444","0","7","저층","","","31.84","1","22.86","1","","","","","6.66","1","8.18","2","","","2.38","2","9.331","1","7.406","1","","","35.966","2","0.93","2","26.18","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-11-01 00:00:00","129.5055556","35.80694444","0","0","표층","","","34.11","1","15.9","1","","","19.4","2","6.86","1","8.01","2","","","10","2","20","1","65","1","","","133","2","1.68","2","58","2","","","",""
"해양환경측정망","감포연안H1_항만","1997-11-01 00:00:00","129.5055556","35.80694444","0","7","저층","","","34.21","1","15.8","1","","","","","6.99","1","8.06","2","","","10","2","17","1","75","1","","","139","2","1.92","2","54","2","","","",""
"해양환경측정망","강구연안1_연안","1997-02-01 00:00:00","129.4205556","36.38055556","0","0","표층","","","34.05","1","10.96","1","","","5.8","2","8.35714","1","8.2","2","","","7","2","10.85","1","33.32","1","12","2","90.3","2","0.88","2","49.98","2","","","",""
"해양환경측정망","강구연안1_연안","1997-02-01 00:00:00","129.4205556","36.38055556","0","53","저층","","","34.1","1","9.29","1","","","","","7.87143","1","8.19","2","","","7.7","2","13.02","1","61.18","1","","","116.48","2","0.4","2","47.6","2","","","",""
"해양환경측정망","강구연안1_연안","1997-05-01 00:00:00","129.4205556","36.38055556","0","0","표층","","","34.28","1","15.3","1","","","12.6","2","7.94","1","8.17","2","","","2","2","8","1","12","1","12","2","49","2","0.64","2","35","2","","","",""
"해양환경측정망","강구연안1_연안","1997-05-01 00:00:00","129.4205556","36.38055556","0","53","저층","","","34.22","1","13.4","1","","","","","7.74","1","8.2","2","","","3","2","4","1","15","1","","","37","2","1.12","2","19","2","","","",""
"해양환경측정망","강구연안1_연안","1997-08-01 00:00:00","129.4205556","36.38055556","0","0","표층","","","32.64","1","22.16","1","","","5.6","2","8.18571","1","8.2","2","","","1.96","2","7.285","1","18.34","1","7","2","36.4","2","0.88","2","16.1","2","","","",""
"해양환경측정망","강구연안1_연안","1997-08-01 00:00:00","129.4205556","36.38055556","0","60","저층","","","33.21","1","11.86","1","","","","","7.76","1","8.19","2","","","3.08","2","9.703","1","27.86","1","","","64.456","2","0.4","2","33.516","2","","","",""
"해양환경측정망","강구연안1_연안","1997-11-01 00:00:00","129.4205556","36.38055556","0","0","표층","","","34.18","1","14.8","1","","","14.8","2","7.59","1","8.04","2","","","7","2","14","1","63","1","","","94","2","0.88","2","24","2","","","",""
"해양환경측정망","강구연안1_연안","1997-11-01 00:00:00","129.4205556","36.38055556","0","60","저층","","","34.1","1","14.8","1","","","","","7.44","1","8.03","2","","","6","2","13","1","61","1","","","92","2","0.56","2","25","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-02-01 00:00:00","129.3905556","36.35666667","0","0","표층","","","33.55","1","10.02","1","","","7","2","7.68571","1","8.19","2","","","19.74","2","31.31","1","191.1","1","2.5","2","298.62","2","0.8","2","87.78","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-02-01 00:00:00","129.3905556","36.35666667","0","8","저층","","","33","1","9.11","1","","","","","7.48571","1","8.18","2","","","35.14","2","24.18","1","168.7","1","","","285.18","2","0.62","2","81.34","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-05-01 00:00:00","129.3905556","36.35666667","0","0","표층","","","32.36","1","15.5","1","","","13.5","2","8.27","1","8.17","2","","","11","2","13","1","66","1","2.5","2","124","2","1.64","2","47","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-05-01 00:00:00","129.3905556","36.35666667","0","8","저층","","","32.14","1","15.1","1","","","","","7.94","1","8.18","2","","","4","2","16","1","25","1","","","70","2","1.8","2","41","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-08-01 00:00:00","129.3905556","36.35666667","0","0","표층","","","29.62","1","22.29","1","","","9.4","2","7.41429","1","8.19","2","","","18.76","2","36.766","1","198.94","1","4.5","2","272.58","2","1.8","2","54.88","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-08-01 00:00:00","129.3905556","36.35666667","0","9","저층","","","30.23","1","20.93","1","","","","","5.4","1","8.18","2","","","7.28","2","14.167","1","138.04","1","","","176.68","2","1.62","2","31.36","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-11-01 00:00:00","129.3905556","36.35666667","0","0","표층","","","33.35","1","13.5","1","","","17.8","2","7.3","1","7.91","2","","","11","2","28","1","166","1","","","238","2","1.6","2","61","2","","","",""
"해양환경측정망","강구연안H1_항만","1997-11-01 00:00:00","129.3905556","36.35666667","0","9","저층","","","33.39","1","13.7","1","","","","","7.7","1","7.96","2","","","9","2","32","1","129","1","","","200","2","1.52","2","62","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-02-01 00:00:00","128.9616667","37.78166667","0","0","표층","","","33.84","1","8.09","1","","","6.8","2","8.61429","1","8.18","2","","","6.16","2","13.95","1","59.64","1","10.5","2","116.62","2","0.37","2","50.82","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-02-01 00:00:00","128.9616667","37.78166667","0","16","저층","","","33.8","1","8.06","1","","","","","8.35714","1","8.2","2","","","6.86","2","16.12","1","55.86","1","","","105","2","0.16","2","42.28","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-05-01 00:00:00","128.9616667","37.78166667","0","0","표층","","","33.98","1","15.5","1","","","17.7","2","7.93","1","8.19","2","","","1","2","12","1","15","1","10.5","2","90","2","1.26","2","74","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-05-01 00:00:00","128.9616667","37.78166667","0","20","저층","","","34.06","1","15.4","1","","","","","8.46","1","8.21","2","","","1","2","16","1","14","1","","","37","2","1.44","2","22","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-08-01 00:00:00","128.9616667","37.78166667","0","0","표층","","","32.78","1","22.97","1","","","8.4","2","7.02857","1","8.18","2","","","1.4","2","4.34","1","8.008","1","7","2","59.528","2","0.85","2","50.12","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-08-01 00:00:00","128.9616667","37.78166667","0","19","저층","","","33.66","1","15.57","1","","","","","7.83","1","8.2","2","","","1.54","2","4.34","1","9.702","1","","","45.402","2","0.56","2","34.16","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-11-01 00:00:00","128.9616667","37.78166667","0","0","표층","","","32.47","1","14","1","","","18.8","2","7.69","1","8.16","2","","","2","2","10","1","77","1","","","116","2","1.36","2","37","2","","","",""
"해양환경측정망","강릉연안1_연안","1997-11-01 00:00:00","128.9616667","37.78166667","0","20","저층","","","33.86","1","14.1","1","","","","","7.44","1","8.12","2","","","2","2","8","1","33","1","","","70","2","1.12","2","35","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-02-01 00:00:00","128.9555556","37.78","0","0","표층","","","34.08","1","8.52","1","","","5.2","2","8.04286","1","8.22","2","","","4.62","2","13.02","1","80.5","1","11","2","128.24","2","0.24","2","43.12","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-02-01 00:00:00","128.9555556","37.78","0","24","저층","","","33.77","1","8.27","1","","","","","7.67143","1","8.22","2","","","4.48","2","13.33","1","71.96","1","","","115.36","2","0.43","2","38.92","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-05-01 00:00:00","128.9555556","37.78","0","0","표층","","","34.08","1","15.4","1","","","15.2","2","8.37","1","8.2","2","","","1","2","5","1","10","1","11","2","27","2","1.2","2","16","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-05-01 00:00:00","128.9555556","37.78","0","31","저층","","","34.1","1","14.7","1","","","","","8.93","1","8.2","2","","","2","2","12","1","7","1","","","14","2","1.44","2","5","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-08-01 00:00:00","128.9555556","37.78","0","0","표층","","","33.23","1","23.62","1","","","8","2","8.17143","1","8.22","2","","","0.42","2","6.324","1","4.41","1","7.5","2","32.27","2","0.24","2","27.44","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-08-01 00:00:00","128.9555556","37.78","0","24","저층","","","33.79","1","13.36","1","","","","","8.21","1","8.22","2","","","0.7","2","5.363","1","4.41","1","","","18.97","2","0.43","2","13.86","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-11-01 00:00:00","128.9555556","37.78","0","0","표층","","","34.02","1","13.8","1","","","16.2","2","7.74","1","8.26","2","","","9","2","5","1","10","1","","","37","2","0.8","2","18","2","","","",""
"해양환경측정망","강릉연안2_연안","1997-11-01 00:00:00","128.9555556","37.78","0","22","저층","","","33.88","1","14.1","1","","","","","7.64","1","8.08","2","","","2","2","4","1","15","1","","","36","2","0.96","2","19","2","","","",""
"해양환경측정망","거제도남안1_연안","1997-02-01 00:00:00","128.5580556","34.81333333","0","0","표층","","","33.33","1","7.6","1","","","4.6","2","9.26","1","8.29","2","","","6.44","2","16.43","1","9.52","1","4.5","2","34.3","2","1.07","2","18.34","2","","","",""
"해양환경측정망","거제도남안1_연안","1997-02-01 00:00:00","128.5580556","34.81333333","0","8","저층","","","33.41","1","7.4","1","","","","","9.9","1","8.31","2","","","7.28","2","13.33","1","7.84","1","","","47.88","2","0.82","2","32.76","2","","","",""
"해양환경측정망","거제도남안1_연안","1997-05-01 00:00:00","128.5580556","34.81333333","0","0","표층","","","30.64","1","17.4","1","0.85","1","2.3","2","8.06","1","8.14","2","","","6","2","27","1","152","1","2.5","2","232","2","1.54","2","74","2","","","",""
"해양환경측정망","거제도남안1_연안","1997-05-01 00:00:00","128.5580556","34.81333333","0","10","저층","","","32.62","1","17.5","1","","","","","9.09","1","8.09","2","","","2","2","22","1","51","1","","","100","2","1.43","2","47","2","","","",""
"해양환경측정망","거제도남안1_연안","1997-08-01 00:00:00","128.5580556","34.81333333","0","0","표층","","","32.08","1","25.2","1","","","10.4","2","7.45","1","8.07","2","","","2","2","6","1","11","1","3.5","2","47","2","2.43","2","32","2","","","",""
"해양환경측정망","거제도남안1_연안","1997-08-01 00:00:00","128.5580556","34.81333333","0","10.3","저층","","","32.4","1","22.3","1","","","","","6.99","1","8.1","2","","","3","2","9","1","8","1","","","16","2","2.19","2","6","2","","","",""
"해양환경측정망","거제도남안2_연안","1997-02-01 00:00:00","128.52","34.78083333","0","0","표층","","","33.32","1","10.3","1","","","5.6","2","8.36","1","8.24","2","","","5.88","2","16.43","1","26.6","1","5.8","2","81.9","2","1.34","2","49.42","2","","","",""
"해양환경측정망","거제도남안2_연안","1997-02-01 00:00:00","128.52","34.78083333","0","10","저층","","","33.55","1","10.2","1","","","","","8.92","1","8.25","2","","","9.52","2","14.88","1","16.24","1","","","64.12","2","1.58","2","38.36","2","","","",""
"해양환경측정망","거제도남안2_연안","1997-05-01 00:00:00","128.52","34.78083333","0","0","표층","","","32.14","1","17","1","2.18","1","2.2","2","8.94","1","8.16","2","","","3","2","25","1","65","1","4","2","94","2","0.73","2","26","2","","","",""
"해양환경측정망","거제도남안2_연안","1997-05-01 00:00:00","128.52","34.78083333","0","10.5","저층","","","33.73","1","16.7","1","","","","","8.8","1","8.16","2","","","2","2","25","1","40","1","","","71","2","1.38","2","29","2","","","",""
"해양환경측정망","거제도남안2_연안","1997-08-01 00:00:00","128.52","34.78083333","0","0","표층","","","32","1","23.2","1","","","10.6","2","7.34","1","8.06","2","","","4","2","13","1","43","1","4","2","62","2","0.53","2","14","2","","","",""
"해양환경측정망","거제도남안2_연안","1997-08-01 00:00:00","128.52","34.78083333","0","11.8","저층","","","32.02","1","22.7","1","","","","","6.92","1","8.01","2","","","5","2","24","1","47","1","","","61","2","1.25","2","9","2","","","",""
